sample_binID	binner	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GTDBlineage	SGBtype	SGBlineage	checkM.genome_size	checkM.GC	GUNC.n_contigs	checkM.N50_contigs	checkM.coding_density	meanCov	breadth	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	checkM2.completeness	checkM2.contamination	GUNC.divergence_level	GUNC.CSS	GUNC.contamination_portion	polyrate
CMC010.B-metaspades_069	binsABC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp000160135	kSGB_7282	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078|t__SGB7282	2189599	55.9000	100	16097	85.8300	32.6750	0.9966	o__Clostridiales (UID1226)	94.6200	0.0000	0.0000	93.2600	0.0300	kingdom	0.0000	0.0000	0.0023
CMC010.B-metaspades_070	binsABC	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__;s__	uSGB_9727	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6813|s__GGB6813_SGB9727|t__SGB9727	1734722	43.2000	82	31445	88.8000	39.5744	0.9999	f__Pasteurellaceae (UID4932)	94.8900	0.7600	60.0000	94.0900	0.4200	genus	0.0500	0.5500	0.0003
CMC010.B-metaspades_071	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__	kSGB_3936	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum|t__SGB3936	1354957	50.1000	278	6601	91.3800	6.1104	0.9977	o__Clostridiales (UID1120)	89.1800	0.7300	0.0000	79.1200	4.6000	family	0.1900	0.3200	0.0001
CMC010.B-metaspades_072	binsABC	True	False	True	True	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	uSGB_19308	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB19308|t__SGB19308	1131444	48.8000	297	4366	83.9300	99.4229	0.9997	c__Epsilonproteobacteria (UID3065)	56.8500	2.2100	100.0000	51.7600	3.3400	kingdom	0.0000	0.0000	0.0047
CMC010.B-metaspades_073	binsAB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000185285	kSGB_17151	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Kytococcus|s__Kytococcus_sedentarius|t__SGB17151	1836508	66.7000	168	15870	90.2200	72.0655	0.9991	f__Actinomycetaceae (UID1531)	86.9700	0.5900	50.0000	85.9300	0.1000	genus	0.0100	0.3200	0.0007
CMC010.B-metaspades_074	binsB	True	True	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda sp000286455	kSGB_5889	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp_FOBRC6|t__SGB5889	1995979	57.9000	106	38348	91.7500	29.5613	0.9997	f__Veillonellaceae (UID1033)	94.3200	0.6100	85.7100	84.3900	0.3800	kingdom	0.0000	0.0000	0.0011
CMC010.B-metaspades_075	binsBC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium sp916618745	uSGB_9415	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_SGB9415|t__SGB9415	1937319	59.4000	366	6107	88.9900	8.6331	0.9973	k__Bacteria (UID203)	72.4100	1.7200	100.0000	69.6200	2.8400	class	0.1400	0.0500	0.0032
CMC010.B-metaspades_076	binsB	True	False	True	True	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	kSGB_19339	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB19339	1412411	38.1000	427	3635	93.7100	10.0353	0.9978	k__Bacteria (UID203)	63.7900	3.4500	0.0000	74.8200	3.2500	kingdom	0.0000	0.0000	0.0031
CMC010.B-metaspades_077	binsBC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella conceptionensis	kSGB_1458	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_conceptionensis|t__SGB1458	3143995	47.3000	156	38669	78.1500	116.4955	0.9995	g__Prevotella (UID2724)	87.6700	0.6800	50.0000	83.3900	0.4400	kingdom	0.0000	0.0000	0.0024
CMC010.B-metaspades_078	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp000466165	kSGB_15892	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	1555734	67.8000	372	4893	87.1600	19.0215	0.9985	p__Actinobacteria (UID1454)	66.9000	0.8300	0.0000	71.9900	1.4600	genus	0.1200	0.0400	0.0002
CMC010.B-metaspades_080	binsBC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	kSGB_17007	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	1689562	59.1000	212	8315	89.1500	2740.1561	0.9990	o__Actinomycetales (UID1812)	71.8200	0.4400	0.0000	74.8800	0.1700	kingdom	0.0000	0.0000	0.0043
CMC010.B-metaspades_082	binsBC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum	kSGB_5265	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__SGB5265	1251688	57.6000	179	9340	92.1700	22.9274	0.9984	o__Clostridiales (UID1226)	72.7300	3.2600	80.0000	63.4900	1.5500	kingdom	0.0000	0.0000	0.0039
CMC010.B-metaspades_083	binsAC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__	uSGB_61425	k__Bacteria|p__Actinobacteria|c__CFGB23278|o__OFGB23278|f__FGB23278|g__GGB44048|s__GGB44048_SGB61425|t__SGB61425	2489974	65.6000	201	21927	88.8800	29.7129	0.9990	o__Actinomycetales (UID1530)	95.2500	0.3300	0.0000	97.8300	0.6200	order	0.1900	0.1400	0.0001
CMC010.B-metaspades_084	binsB	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__F0428;s__F0428 sp003043955	kSGB_4479	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479	1607116	40.3000	120	18344	92.3600	305.5350	0.9987	o__Clostridiales (UID1226)	90.9300	0.0000	0.0000	93.5900	1.3200	class	0.2200	0.0200	0.0023
CMC010.B-metaspades_085	binsB	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp905373325	uSGB_15895	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB15895|t__SGB15895	2286428	64.9000	182	12034	85.5800	373.5907	0.9977	p__Actinobacteria (UID1454)	93.4700	0.8300	0.0000	97.3100	0.0800	genus	0.0900	0.0300	0.0040
CMC010.B-metaspades_086	binsC	False	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp015258095	uSGB_5270	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3887|s__GGB3887_SGB5270|t__SGB5270	888956	46.8000	545	1629	92.3700	3.8138	0.9909	o__Clostridiales (UID1226)	49.4500	1.5500	75.0000	51.6300	3.7200	kingdom	0.0000	0.0000	0.0021
CMC010.B-metaspades_087	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus	kSGB_4082	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus|t__SGB4082	1731286	53.5000	637	3122	89.8700	5.4276	0.9945	o__Clostridiales (UID1120)	84.0700	1.6200	83.3300	81.9000	4.7700	kingdom	0.0000	0.0000	0.0011
CMC010.B-metaspades_088	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium diversum	kSGB_3922	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum|t__SGB3922	1225736	42.2000	371	4253	90.1000	12.5126	0.9964	o__Clostridiales (UID1120)	82.9100	1.4200	80.0000	80.9700	1.2600	genus	0.3900	0.0300	0.0039
CMC010.B-metaspades_089	binsC	False	False	False	False	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAJPQU01;s__	uSGB_5872	k__Bacteria|p__Firmicutes|c__CFGB1714|o__OFGB1714|f__FGB1714|g__GGB4299|s__GGB4299_SGB5872|t__SGB5872	649658	55.9000	397	1580	91.6800	6.3889	0.9799	p__Firmicutes (UID1022)	37.1700	1.8600	100.0000	26.2900	0.7500	family	0.5400	0.0600	0.0089
CMC010.B-metaspades_090	binsC	True	False	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_C;s__Treponema_C maltophilum	kSGB_3589	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_maltophilum|t__SGB3589	1165870	49.5000	663	1819	93.9300	5.0744	0.9881	f__Spirochaetaceae (UID2535)	55.2900	0.9300	100.0000	47.6600	1.6500	kingdom	0.0000	0.0000	0.0043
CMC010.B-metaspades_091	binsC	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella serpentiformis	kSGB_2048	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286|t__SGB2048	2552599	57.8000	737	3964	86.0600	596.3342	0.9998	o__Bacteroidales (UID2621)	89.9800	4.2000	93.3300	87.7000	4.7100	kingdom	0.0000	0.0000	0.0104
CMC010.B-metaspades_092	binsC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	kSGB_1531	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__SGB1531	2017355	53.2000	739	3000	89.2800	5.5537	0.9898	k__Bacteria (UID203)	55.1700	0.0000	0.0000	65.7500	0.1300	kingdom	0.0000	0.0000	0.0025
CMC010.B-metaspades_093	binsC	True	False	True	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_A;s__Kingella_A denitrificans	kSGB_9437	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans|t__SGB9437	1351348	56.0000	579	2629	88.2800	9.3630	0.9934	k__Bacteria (UID203)	61.8800	4.5500	80.0000	68.9500	4.5800	kingdom	0.0000	0.0000	0.0058
CMC016.B-metaspades_001	binsBC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__	kSGB_1506	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00344|t__SGB1506	2140563	44.5000	58	54189	87.7300	17.2966	0.9996	o__Bacteroidales (UID2657)	94.7800	0.0000	0.0000	91.3500	0.1400	genus	0.0100	0.4800	0.0001
CMC016.B-metaspades_002	binsB	False	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga ochracea	kSGB_2497	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea|t__SGB2497	1462701	39.6000	285	4952	85.5000	47.1912	0.9977	k__Bacteria (UID203)	48.4300	0.0000	0.0000	57.2700	1.5100	kingdom	0.0000	0.0000	0.0027
CMC016.B-metaspades_003	binsABC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	uSGB_62949	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_SGB62949|t__SGB62949	1037653	48.1000	101	11440	88.7500	12.8475	0.9973	p__Actinobacteria (UID2112)	78.9000	0.0000	0.0000	72.9800	0.0800	kingdom	0.0000	0.0000	0.0017
CMC016.B-metaspades_004	binsABC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia cardiffensis	kSGB_17147	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_cardiffensis|t__SGB17147	2162458	61.4000	34	55620	85.6400	52.0382	0.9994	f__Actinomycetaceae (UID1531)	99.5300	2.2500	0.0000	99.9700	0.0500	genus	0.1100	0.0500	0.0001
CMC016.B-metaspades_005	binsABC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum	kSGB_5265	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__SGB5265	1385748	57.0000	66	36446	91.6100	21.6303	0.9987	o__Clostridiales (UID1226)	76.1600	0.6300	0.0000	79.7000	0.8600	kingdom	0.0000	0.0000	0.0011
CMC016.B-metaspades_006	binsAC	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285	uSGB_9727	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6813|s__GGB6813_SGB9727|t__SGB9727	1618408	44.5000	227	8564	87.1000	17.2057	0.9974	f__Pasteurellaceae (UID4932)	93.5500	1.8900	89.4700	93.0900	1.7300	genus	0.1300	0.3800	0.0025
CMC016.B-metaspades_007	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella multiformis	kSGB_1539	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multiformis|t__SGB1539	2683969	53.0000	98	42276	83.3800	19.0827	0.9995	g__Prevotella (UID2724)	97.6700	0.1700	100.0000	94.6000	0.1600	kingdom	0.0000	0.0000	0.0003
CMC016.B-metaspades_009	binsAC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	uSGB_63829	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB63829|t__SGB63829	1346142	52.1000	325	4714	90.6700	5.7471	0.9958	k__Bacteria (UID203)	50.1100	5.1700	66.6700	52.2100	7.9100	kingdom	0.0000	0.0000	0.0013
CMC016.B-metaspades_010	binsBC	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp015257125	uSGB_1469	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1469|t__SGB1469	1406484	56.2000	277	5737	86.9500	7.9386	0.9969	k__Bacteria (UID203)	52.9000	0.0000	0.0000	56.9500	1.1900	family	0.0400	0.0200	0.0050
CMC016.B-metaspades_011	binsBC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	kSGB_17007	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	2706063	57.4000	53	82965	87.1400	1498.5000	0.9997	o__Actinomycetales (UID1812)	98.1200	0.0000	0.0000	99.9600	0.2300	kingdom	0.0000	0.0000	0.0008
CMC016.B-metaspades_012	binsB	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	uSGB_5896	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5896|t__SGB5896	1574027	57.0000	149	12105	88.2300	71.8973	0.9983	p__Firmicutes (UID1022)	64.5600	2.5300	57.1400	66.7900	2.5500	kingdom	0.0000	0.0000	0.0038
CMC016.B-metaspades_013	binsBC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga periodontitidis	kSGB_2498	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_ChDC_OS43|t__SGB2498	2187923	39.1000	152	18798	89.9900	76.1250	0.9997	p__Bacteroidetes (UID2605)	70.0300	4.0500	73.3300	71.6700	2.8400	kingdom	0.0000	0.0000	0.0006
CMC016.B-metaspades_014	binsBC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosynbacteraceae;g__Nanosynbacter;s__	uSGB_19848	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19848|t__SGB19848	618804	44.9000	18	44385	93.1600	139.6722	0.9998	k__Bacteria (UID1452)	58.5200	0.4600	100.0000	83.6100	0.6600	kingdom	0.0000	0.0000	0.0001
CMC016.B-metaspades_015	binsB	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga bilenii	kSGB_2489	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_oral_taxon_332|t__SGB2489	1403646	39.9000	372	4315	93.1700	7.7153	0.9973	p__Bacteroidetes (UID2605)	63.1300	0.7300	33.3300	60.4000	0.2200	kingdom	0.0000	0.0000	0.0008
CMC016.B-metaspades_016	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas endodontalis	kSGB_2016	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis|t__SGB2016	1780722	48.1000	272	9034	89.6400	6.3691	0.9975	f__Porphyromonadaceae (UID2622)	95.1300	0.6300	0.0000	92.7700	2.4500	kingdom	0.0000	0.0000	0.0001
CMC016.B-metaspades_017	binsA	True	False	True	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__	kSGB_17621	k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolineaceae_unclassified|s__Anaerolineaceae_bacterium_oral_taxon_439|t__SGB17621	2312913	56.6000	595	5061	91.1300	7.6694	0.9938	k__Bacteria (UID1452)	83.6400	5.4500	42.8600	86.6900	4.9100	phylum	0.1200	0.0300	0.0034
CMC016.B-metaspades_018	binsAC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium;s__	kSGB_962	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Cryptobacterium|s__Cryptobacterium_curtum|t__SGB962	1780402	51.3000	13	117481	88.4900	19.5385	0.9996	p__Actinobacteria (UID2112)	100.0000	0.0000	0.0000	99.7900	0.5800	genus	0.1500	0.0600	0.0000
CMC016.B-metaspades_019	binsBC	False	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	kSGB_21553	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_820|t__SGB21553	1490244	47.5000	230	7238	90.3800	7.0565	0.9980	k__Bacteria (UID203)	47.4100	0.8600	100.0000	57.8300	0.1800	kingdom	0.0000	0.0000	0.0004
CMC016.B-metaspades_021	binsC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B oralis	kSGB_9422	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis|t__SGB9422	1953727	54.7000	410	6213	82.7500	6.1483	0.9960	f__Neisseriaceae (UID3890)	87.6000	0.8000	0.0000	87.0300	1.2100	genus	0.2000	0.0400	0.0005
CMC016.B-metaspades_022	binsAC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAJPQU01;s__CAJPQU01 sp905372875	uSGB_5873	k__Bacteria|p__Firmicutes|c__CFGB1714|o__OFGB1714|f__FGB1714|g__GGB4300|s__GGB4300_SGB5873|t__SGB5873	1719531	55.8000	76	33004	88.9200	33.0513	0.9982	p__Firmicutes (UID1022)	86.8100	0.0000	0.0000	81.9300	0.2200	class	0.1700	0.0300	0.0033
CMC016.B-metaspades_023	binsAC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__F0428;s__F0428 sp003043955	kSGB_4479	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479	1692648	40.1000	121	15907	91.6300	73.8496	0.9986	o__Clostridiales (UID1226)	94.4600	0.2100	100.0000	94.3500	0.8200	class	0.1800	0.0300	0.0009
CMC016.B-metaspades_024	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	uSGB_41680	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28969|s__GGB28969_SGB41680|t__SGB41680	910282	49.1000	518	1810	93.0600	3.8391	0.9881	o__Clostridiales (UID1226)	53.7900	1.1200	0.0000	47.0600	0.8200	genus	0.1100	0.4600	0.0007
CMC016.B-metaspades_025	binsA	False	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp916439095	uSGB_5266	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_SGB5266|t__SGB5266	605258	57.1000	297	2167	93.4400	5.9473	0.9923	k__Bacteria (UID203)	41.3000	0.0000	0.0000	31.3600	0.0500	kingdom	0.0000	0.0000	0.0035
CMC016.B-metaspades_026	binsB	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	kSGB_1517	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis|t__SGB1517	2072663	49.3000	147	17388	89.3600	9.7313	0.9985	g__Prevotella (UID2721)	91.5600	0.3600	0.0000	82.2000	0.0300	kingdom	0.0000	0.0000	0.0001
CMC016.B-metaspades_027	binsBC	True	True	True	True	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	uSGB_19324	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB19324|t__SGB19324	1877477	46.3000	182	15456	88.5700	27.5709	0.9994	c__Epsilonproteobacteria (UID3065)	96.7000	0.6300	33.3300	95.1700	0.1100	kingdom	0.0000	0.0000	0.0017
CMC016.B-metaspades_028	binsC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Eggerthia;s__Eggerthia catenaformis	kSGB_6630	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis|t__SGB6630	1271764	32.5000	425	3468	93.0300	7.5200	0.9983	k__Bacteria (UID2372)	87.7400	0.0000	0.0000	93.3100	0.1500	kingdom	0.0000	0.0000	0.0000
