sample_binID	binner	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GTDBlineage	SGBtype	SGBlineage	checkM.genome_size	checkM.GC	GUNC.n_contigs	checkM.N50_contigs	checkM.coding_density	meanCov	breadth	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	checkM2.completeness	checkM2.contamination	GUNC.divergence_level	GUNC.CSS	GUNC.contamination_portion	polyrate
ERS3395768-metaspades_001	binsABC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_S	uSGB_48636	k__Bacteria|p__Firmicutes|c__CFGB14251|o__OFGB14251|f__FGB14251|g__GGB39010|s__GGB39010_SGB48636|t__SGB48636	1393898	42.2	331	4891	90.7	45.539	0.9994	k__Bacteria (UID203)	66.27	3.45	100.0	72.89	4.91	kingdom	0.0	0.0	0.0024
ERS3395768-metaspades_002	binsABC	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ottowia;s__Ottowia sp001262075	kSGB_12664	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp_Marseille_P4747|t__SGB12664	2661913	64.1	43	109447	82.7	77.3581	0.9998	o__Burkholderiales (UID4000)	98.53	0.7	0.0	99.81	0.11	class	0.11	0.02	0.0001
ERS3395768-metaspades_003	binsAC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sputigena	kSGB_2502	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena|t__SGB2502	2034749	39.8	662	3605	93.31	50.4448	0.9984	p__Bacteroidetes (UID2605)	79.41	0.0	0.0	76.2	0.3	kingdom	0.0	0.0	0.0003
ERS3395768-metaspades_004	binsB	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	kSGB_8249	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__SGB8249	1017110	39.1	331	3391	90.96	13.1599	0.9985	o__Lactobacillales (UID355)	61.29	0.29	0.0	65.74	0.06	family	0.14	0.17	0.0002
ERS3395768-metaspades_005	binsABC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp905372095	uSGB_19882	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19882|t__SGB19882	720212	48.7	75	11608	92.12	18.8293	0.9997	k__Bacteria (UID1452)	59.04	0.93	0.0	84.48	0.36	phylum	0.2	0.07	0.0004
ERS3395768-metaspades_006	binsAC	True	False	True	False	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__	kSGB_14348	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_oral_taxon_807|t__SGB14348	2205349	61.8	852	2997	84.57	12.8376	0.9974	p__Actinobacteria (UID2112)	72.13	1.68	40.0	70.11	7.1	family	0.3	0.02	0.0099
ERS3395768-metaspades_007	binsA	True	False	True	False	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris	kSGB_15878	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__SGB15878	1994639	70.0	486	4196	87.04	156.414	0.997	f__Actinomycetaceae (UID1531)	73.59	0.67	50.0	64.97	1.11	kingdom	0.0	0.0	0.0111
ERS3395768-metaspades_008	binsAB	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica	kSGB_15897	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_propionicum|t__SGB15897	3068269	66.8	176	29522	89.92	82.725	0.9983	o__Actinomycetales (UID1697)	95.72	1.75	0.0	99.99	0.5	genus	0.26	0.03	0.0035
ERS3395768-metaspades_009	binsAC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	kSGB_2479	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis|t__SGB2479	1727425	42.2	622	3172	93.22	39.2641	0.9993	p__Bacteroidetes (UID2605)	82.65	0.95	50.0	80.55	1.01	kingdom	0.0	0.0	0.0004
ERS3395768-metaspades_010	binsC	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Lautropia;s__Lautropia mirabilis	kSGB_13165	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__SGB13165	3157608	65.5	45	164049	87.84	34.84	0.9995	p__Proteobacteria (UID3887)	98.05	0.0	0.0	99.65	0.18	kingdom	0.0	0.0	0.0001
ERS3395768-metaspades_011	binsC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	kSGB_17007	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	2672238	57.2	157	34621	87.01	28.3943	0.9994	o__Actinomycetales (UID1812)	92.74	0.44	100.0	94.92	0.35	kingdom	0.0	0.0	0.0004
ERS3395768-metaspades_012	binsBC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria bacilliformis	kSGB_9426	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis|t__SGB9426	1690441	61.1	402	4804	82.48	14.904	0.9988	f__Neisseriaceae (UID3890)	78.55	1.19	50.0	74.8	0.68	kingdom	0.0	0.0	0.0016
ERS3395768-metaspades_013	binsA	True	False	False	True	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__	uSGB_17523	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB10852|s__GGB10852_SGB17523|t__SGB17523	1078377	64.6	452	2758	89.55	11.0645	0.9954	k__Bacteria (UID209)	63.53	0.15	100.0	55.0	0.11	order	0.52	0.16	0.0045
ERS3395768-metaspades_014	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa	kSGB_16988	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__SGB16988	1380306	55.2	177	12230	85.96	109.2249	0.9995	o__Actinomycetales (UID1530)	51.99	0.88	50.0	55.2	1.31	kingdom	0.0	0.0	0.0032
ERS3395768-metaspades_015	binsABC	True	True	True	True	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__	uSGB_39546	k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB27304|s__GGB27304_SGB39546|t__SGB39546	1352841	62.6	34	55523	88.83	32.8794	0.9998	p__Euryarchaeota (UID3)	92.74	2.02	0.0	84.68	0.03	phylum	0.12	0.03	0.0
ERS3395768-metaspades_016	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__	uSGB_59082	k__Bacteria|p__Firmicutes|c__CFGB28618|o__OFGB28618|f__FGB28618|g__GGB41973|s__GGB41973_SGB59082|t__SGB59082	1153128	50.4	379	3519	93.02	7.8156	0.9978	o__Clostridiales (UID1120)	86.68	2.17	40.0	65.34	0.51	family	0.22	0.29	0.0001
ERS3395768-metaspades_017	binsC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sicca	kSGB_9467	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca|t__SGB9467	2276417	51.9	675	4144	83.68	42.3825	0.9996	f__Neisseriaceae (UID3890)	86.43	0.79	85.71	83.16	0.25	kingdom	0.0	0.0	0.0022
ERS3395768-metaspades_018	binsABC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolytica_A	kSGB_17161	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica|t__SGB17161	2396729	65.5	28	134689	89.12	103.1536	0.9996	f__Actinomycetaceae (UID1531)	100.0	0.47	0.0	100.0	0.37	genus	0.02	0.15	0.0001
ERS3395768-metaspades_019	binsAC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	kSGB_8053	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__SGB8053	1568966	40.8	422	4867	89.83	86.1555	0.9992	o__Lactobacillales (UID544)	67.71	1.68	75.0	71.83	5.75	kingdom	0.0	0.0	0.001
ERS3395768-metaspades_020	binsBC	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B oralis	kSGB_9422	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis|t__SGB9422	2030975	54.9	216	12249	82.77	20.8185	0.9995	f__Neisseriaceae (UID3890)	93.37	0.23	100.0	94.7	0.06	genus	0.08	0.03	0.0005
ERS3395768-metaspades_021	binsC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia defectiva	kSGB_8235	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva|t__SGB8235	1152858	47.6	525	2368	92.16	8.2663	0.9968	o__Lactobacillales (UID355)	60.09	2.58	62.5	55.36	2.02	kingdom	0.0	0.0	0.0018
ERS3395768-metaspades_023	binsBC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia aeria	kSGB_16987	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria|t__SGB16987	1447348	57.4	63	32611	86.83	79.0619	0.9999	o__Actinomycetales (UID1530)	72.98	0.0	0.0	64.29	0.06	kingdom	0.0	0.0	0.0002
ERS3395768-metaspades_024	binsB	False	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces massiliensis	kSGB_15873	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis|t__SGB15873	2541202	68.0	610	5031	86.64	24.1016	0.9993	k__Bacteria (UID203)	49.12	0.0	0.0	66.84	0.52	kingdom	0.0	0.0	0.0033
ERS3395768-metaspades_025	binsC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__	uSGB_61425	k__Bacteria|p__Actinobacteria|c__CFGB23278|o__OFGB23278|f__FGB23278|g__GGB44048|s__GGB44048_SGB61425|t__SGB61425	2074083	66.1	655	3816	90.02	6.6356	0.9942	o__Actinomycetales (UID1530)	89.39	1.66	66.67	83.3	5.65	order	0.25	0.11	0.0001
ERS3395768-metaspades_026	binsAB	True	False	True	False	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis	kSGB_15877	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_dentalis|t__SGB15877	2165204	74.2	571	3939	88.13	52.8737	0.9987	k__Bacteria (UID203)	56.01	0.0	0.0	66.71	0.65	kingdom	0.0	0.0	0.0059
ERS3395768-metaspades_027	binsABC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	uSGB_9717	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB9717|t__SGB9717	1313407	39.8	359	4007	91.84	36.4897	0.9991	f__Pasteurellaceae (UID4932)	71.95	1.33	75.0	68.8	0.57	genus	0.2	0.55	0.0016
ERS3395769-metaspades_001	binsBC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sputigena	kSGB_2502	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena|t__SGB2502	2153224	39.7	544	4679	93.52	41.1511	0.9996	p__Bacteroidetes (UID2605)	77.39	1.35	87.5	78.67	4.29	kingdom	0.0	0.0	0.0002
ERS3395769-metaspades_002	binsBC	True	False	True	False	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolytica_A	kSGB_17161	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica|t__SGB17161	1350442	66.2	265	5641	89.64	99.34	0.9976	f__Actinomycetaceae (UID1531)	65.09	0.55	66.67	64.9	0.33	genus	0.14	0.11	0.0057
ERS3395769-metaspades_003	binsB	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria bacilliformis	kSGB_9426	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis|t__SGB9426	2213095	60.2	82	36915	82.08	42.7134	0.9998	f__Neisseriaceae (UID3890)	97.81	2.12	54.55	99.54	0.21	kingdom	0.0	0.0	0.0001
ERS3395769-metaspades_004	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	kSGB_2479	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis|t__SGB2479	2257917	41.4	541	5350	91.74	102.866	0.9994	p__Bacteroidetes (UID2605)	91.75	0.0	0.0	92.64	0.9	kingdom	0.0	0.0	0.0003
ERS3395769-metaspades_005	binsABC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa	kSGB_16988	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__SGB16988	2285032	54.0	77	48441	85.04	54.7649	0.9983	o__Actinomycetales (UID1530)	96.03	0.0	0.0	99.88	0.09	kingdom	0.0	0.0	0.0003
ERS3395769-metaspades_006	binsAC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	uSGB_8043	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB8043|t__SGB8043	1943577	44.0	259	10840	90.62	129.4324	0.9997	o__Lactobacillales (UID544)	85.52	0.78	75.0	84.53	0.48	kingdom	0.0	0.0	0.0005
ERS3395769-metaspades_008	binsC	True	False	True	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	kSGB_9434	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__SGB9434	1714164	56.5	568	3704	84.35	18.4368	0.9991	f__Neisseriaceae (UID3890)	77.03	3.94	71.43	78.01	3.99	genus	0.2	0.04	0.005
ERS3395769-metaspades_009	binsB	True	False	True	True	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__HOT-345 sp013333605	kSGB_6891	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__candidate_division_SR1_bacterium_MGEHA|t__SGB6891	751489	36.2	187	4240	90.78	26.1675	0.9995	k__Bacteria (UID2329)	56.2	0.0	0.0	73.72	3.78	family	0.3	0.03	0.0002
ERS3395769-metaspades_010	binsAC	False	False	True	False	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis	kSGB_15877	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_dentalis|t__SGB15877	1702772	73.5	879	1985	88.77	12.1217	0.9962	f__Actinomycetaceae (UID1531)	49.22	3.83	41.18	43.54	4.09	kingdom	0.0	0.0	0.0091
ERS3395769-metaspades_011	binsAB	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	kSGB_9447	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata|t__SGB9447	2211653	54.6	143	22725	85.4	68.386	0.9997	f__Neisseriaceae (UID3890)	95.41	0.23	100.0	96.1	1.09	genus	0.27	0.05	0.0002
ERS3395769-metaspades_012	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii	kSGB_1457	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii|t__SGB1457	2916963	47.4	437	9046	83.09	11.9561	0.9987	g__Prevotella (UID2724)	95.24	0.0	0.0	87.35	0.12	kingdom	0.0	0.0	0.0001
ERS3395769-metaspades_013	binsB	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__	kSGB_15891	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_radicidentis|t__SGB15891	2675620	71.7	111	35631	90.2	36.4117	0.9995	f__Actinomycetaceae (UID1531)	96.1	2.01	66.67	94.58	4.51	order	0.09	0.03	0.0007
ERS3395769-metaspades_014	binsA	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium durum	kSGB_17008	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum|t__SGB17008	2184754	58.0	712	3726	91.81	6.6779	0.9952	o__Actinomycetales (UID1809)	83.18	1.25	50.0	79.42	1.44	kingdom	0.0	0.0	0.0002
ERS3395769-metaspades_015	binsAC	True	True	False	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp915070105	uSGB_2037	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1472|s__GGB1472_SGB2037|t__SGB2037	2295030	54.1	105	33975	84.61	20.7771	0.9996	f__Porphyromonadaceae (UID2622)	95.4	0.34	50.0	98.48	0.02	genus	0.6	0.03	0.0001
ERS3395769-metaspades_016	binsA	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium hominis	kSGB_9418	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis|t__SGB9418	2362008	60.0	116	38771	89.65	55.8276	0.9997	c__Gammaproteobacteria (UID4201)	93.77	0.0	0.0	88.26	0.69	class	0.15	0.04	0.0003
ERS3395769-metaspades_017	binsC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	kSGB_8249	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__SGB8249	1311124	38.9	462	3371	90.37	10.0536	0.9984	o__Lactobacillales (UID355)	78.12	0.02	0.0	78.03	0.09	family	0.09	0.16	0.0004
ERS3395769-metaspades_018	binsA	True	True	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Lautropia;s__Lautropia mirabilis	kSGB_13165	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__SGB13165	3129243	65.6	14	225096	87.66	321.5857	0.9997	p__Proteobacteria (UID3887)	98.66	0.0	0.0	99.03	0.06	kingdom	0.0	0.0	0.0
ERS3395769-metaspades_019	binsC	True	False	True	True	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__	uSGB_17523	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB10852|s__GGB10852_SGB17523|t__SGB17523	1537160	63.5	320	6808	88.34	8.0181	0.998	k__Bacteria (UID209)	76.12	0.0	0.0	76.01	0.01	family	0.39	0.11	0.0002
ERS3395769-metaspades_020	binsAC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	uSGB_9715	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB9715|t__SGB9715	971131	40.4	548	1815	94.39	6.5035	0.9972	f__Pasteurellaceae (UID4932)	55.58	0.67	57.14	56.07	1.7	genus	0.25	0.54	0.001
ERS3395769-metaspades_021	binsABC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	kSGB_17007	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	2854547	57.2	41	91070	86.98	41.861	0.9998	o__Actinomycetales (UID1812)	99.89	0.0	0.0	100.0	0.28	kingdom	0.0	0.0	0.0
ERS3395769-metaspades_022	binsABC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium sp916618745	uSGB_9415	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_SGB9415|t__SGB9415	2081075	59.3	199	12882	89.34	27.4241	0.9997	k__Bacteria (UID203)	77.59	0.0	0.0	87.42	0.83	order	0.08	0.04	0.0015
ERS3395769-metaspades_023	binsAB	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga leadbetteri	kSGB_2495	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_leadbetteri|t__SGB2495	1475326	41.5	404	3910	93.95	30.0218	0.9995	p__Bacteroidetes (UID2605)	69.39	0.48	100.0	66.47	0.19	kingdom	0.0	0.0	0.0003
ERS3395769-metaspades_024	binsBC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F profusa_A	kSGB_14387	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa|t__SGB14387	1309334	65.2	463	2992	89.14	6.7089	0.9969	p__Actinobacteria (UID2112)	65.36	0.81	100.0	68.68	0.55	kingdom	0.0	0.0	0.0012
ERS3395769-metaspades_025	binsC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp905372605	uSGB_1343	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_unclassified_SGB1343|t__SGB1343	1405136	44.7	544	2939	92.48	21.3706	0.9993	k__Bacteria (UID2569)	79.37	2.87	66.67	74.43	1.5	class	0.24	0.06	0.0026
