genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
CMC022.B.bin.r.87.fa,221_1,0.06999999999999995,average,ANImf,221
CMC023.A.bin.r.54.fa,221_1,0.06999999999999995,average,ANImf,221
CMC027.B.bin.r.96.fa,221_1,0.06999999999999995,average,ANImf,221
CMC028.B.bin.r.35.fa,221_1,0.06999999999999995,average,ANImf,221
CMC035.B.bin.r.2.fa,221_1,0.06999999999999995,average,ANImf,221
CMC038.A.bin.r.96.fa,221_1,0.06999999999999995,average,ANImf,221
CMC038.B.bin.r.43.fa,221_1,0.06999999999999995,average,ANImf,221
CMC039.B.bin.r.25.fa,221_1,0.06999999999999995,average,ANImf,221
CMC045.B.bin.r.36.fa,221_1,0.06999999999999995,average,ANImf,221
CM_periimplantitis__SP_184SPT_T016__bin.15.fa,221_1,0.06999999999999995,average,ANImf,221
CM_periimplantitis__SP_186SPI_T016_R__bin.1.fa,221_1,0.06999999999999995,average,ANImf,221
CM_periimplantitis__SP_305SPI_T016__bin.4.fa,221_1,0.06999999999999995,average,ANImf,221
CM_periimplantitis__SP_384SPI_T016__bin.6.fa,221_1,0.06999999999999995,average,ANImf,221
CM_periimplantitis__SP_385SPI_T016__bin.1.fa,221_1,0.06999999999999995,average,ANImf,221
ERS1202864.bin.r.10.fa,221_1,0.06999999999999995,average,ANImf,221
ERS1202866.bin.r.30.fa,221_1,0.06999999999999995,average,ANImf,221
ERS1202867.bin.r.3.fa,221_1,0.06999999999999995,average,ANImf,221
ERS1202877.bin.r.3.fa,221_1,0.06999999999999995,average,ANImf,221
ERS1202885.bin.r.21.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516930.bin.r.8.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516931.bin.r.1.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516932.bin.r.21.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516933.bin.r.4.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516934.bin.r.21.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516935.bin.r.25.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516937.bin.r.6.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516938.bin.r.8.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516939.bin.r.12.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516941.bin.r.13.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516942.bin.r.3.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516944.bin.r.27.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516945.bin.r.8.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516946.bin.r.2.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516947.bin.r.18.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516948.bin.r.29.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516950.bin.r.14.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516951.bin.r.1.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516953.bin.r.2.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516954.bin.r.13.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516955.bin.r.32.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516959.bin.r.11.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516961.bin.r.17.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516962.bin.r.24.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516963.bin.r.21.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516965.bin.r.9.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516967.bin.r.43.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516968.bin.r.21.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516970.bin.r.4.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516971.bin.r.10.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516972.bin.r.3.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516973.bin.r.9.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516974.bin.r.13.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516977.bin.r.15.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516978.bin.r.51.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516979.bin.r.36.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516980.bin.r.13.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516981.bin.r.18.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516984.bin.r.1.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516985.bin.r.18.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516986.bin.r.11.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516989.bin.r.11.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516990.bin.r.45.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516991.bin.r.13.fa,221_1,0.06999999999999995,average,ANImf,221
ERS12516993.bin.r.31.fa,221_1,0.06999999999999995,average,ANImf,221
GWHAPVZ00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
GWHAQOK00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
GWHAQUZ00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
GWHARDG00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
GWHARIW00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
GWHARLW00000000.genome.fasta,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS014477__bin.4.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS016746__bin.33.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS017511__bin.37.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS020226__bin.31.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS022149__bin.24.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS023595__bin.55.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS048411__bin.62.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS049318__bin.42.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS055401__bin.1.fa,221_1,0.06999999999999995,average,ANImf,221
HMP_2012__SRS063603__bin.8.fa,221_1,0.06999999999999995,average,ANImf,221
MGYG000298242.fna,221_1,0.06999999999999995,average,ANImf,221
MGYG000298430.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF1065.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF2554.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3521.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3522.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3523.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3524.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3525.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3526.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3527.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3528.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3529.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3530.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3531.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3532.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3533.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3534.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3535.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3536.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3537.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3538.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3539.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3540.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3541.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3542.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3543.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3544.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3545.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3546.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3547.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF3548.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF9972.1.fna,221_1,0.06999999999999995,average,ANImf,221
SEQF9973.1.fna,221_1,0.06999999999999995,average,ANImf,221
BritoIL_2016__W3.22.SA__bin.2.fa,222_1,0.06999999999999995,average,ANImf,222
CMC004.B.bin.r.18.fa,222_1,0.06999999999999995,average,ANImf,222
CMC012.B.bin.r.84.fa,222_1,0.06999999999999995,average,ANImf,222
CMC024.B.bin.r.73.fa,222_1,0.06999999999999995,average,ANImf,222
CMC027.B.bin.r.26.fa,222_1,0.06999999999999995,average,ANImf,222
CMC040.B.bin.r.69.fa,222_1,0.06999999999999995,average,ANImf,222
CM_cf__CF_TNFC002SA_t1M15__bin.34.fa,222_1,0.06999999999999995,average,ANImf,222
CM_cf__CF_TNFC005SA_t1M15__bin.6.fa,222_1,0.06999999999999995,average,ANImf,222
CM_cf__CF_TNFC057SA_t1M16__bin.15.fa,222_1,0.06999999999999995,average,ANImf,222
CM_periimplantitis__SP_344SPT_T016__bin.27.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202865.bin.r.1.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202866.bin.r.29.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202868.bin.r.8.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202873.bin.r.6.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202875.bin.r.6.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202877.bin.r.2.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202882.bin.r.4.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202883.bin.r.20.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202884.bin.r.16.fa,222_1,0.06999999999999995,average,ANImf,222
ERS1202885.bin.r.11.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516932.bin.r.22.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516934.bin.r.14.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516936.bin.r.31.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516939.bin.r.16.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516948.bin.r.2.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516953.bin.r.21.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516954.bin.r.29.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516955.bin.r.50.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516960.bin.r.7.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516964.bin.r.15.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516967.bin.r.58.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516968.bin.r.47.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516973.bin.r.7.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516974.bin.r.10.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516975.bin.r.9.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516976.bin.r.3.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516977.bin.r.1.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516978.bin.r.31.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516979.bin.r.22.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516980.bin.r.26.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516981.bin.r.21.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516983.bin.r.28.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516987.bin.r.8.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516988.bin.r.10.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516990.bin.r.12.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516991.bin.r.5.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516992.bin.r.22.fa,222_1,0.06999999999999995,average,ANImf,222
ERS12516994.bin.r.1.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.4.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.19.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.20.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.19.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.13.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.18.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.25.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10042MS2723SA_t0M16__bin.5.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.5.fa,222_1,0.06999999999999995,average,ANImf,222
FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.27.fa,222_1,0.06999999999999995,average,ANImf,222
GWHAQOW00000000.genome.fasta,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS011115__bin.94.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS011306__bin.34.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS012279__bin.17.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS013705__bin.84.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS013879__bin.20.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS013946__bin.28.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS014271__bin.56.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS014573__bin.48.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS014684__bin.53.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS014691__bin.39.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS014692__bin.3.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015038__bin.42.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015057__bin.52.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015272__bin.30.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015434__bin.24.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015644__bin.25.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015762__bin.40.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015893__bin.33.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS015941__bin.40.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016002__bin.85.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016086__bin.46.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016225__bin.37.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016319__bin.4.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016569__bin.20.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS016740__bin.52.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS017439__bin.43.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS017808__bin.3.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS018439__bin.25.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS018739__bin.35.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS018791__bin.35.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019022__bin.3.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019045__bin.31.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019219__bin.6.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019389__bin.34.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019894__bin.61.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS019974__bin.13.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS020220__bin.45.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS020334__bin.43.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS020856__bin.28.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS021496__bin.45.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS022143__bin.56.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS022530__bin.40.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS022602__bin.1.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS023352__bin.58.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS023617__bin.27.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS023835__bin.22.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS023926__bin.33.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024081__bin.13.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024138__bin.3.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024318__bin.66.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024441__bin.8.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024580__bin.45.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS024637__bin.9.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS042131__bin.56.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS042643__bin.32.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS043663__bin.30.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS045127__bin.23.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS045715__bin.55.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS047210__bin.57.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS047219__bin.10.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS047824__bin.61.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS048411__bin.2.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS048791__bin.33.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS049147__bin.9.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS050244__bin.27.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS051791__bin.47.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS053603__bin.43.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS053854__bin.23.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS054687__bin.12.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS055426__bin.46.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS056323__bin.6.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS056622__bin.52.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS057205__bin.69.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS057539__bin.27.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS057791__bin.58.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS058336__bin.15.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS062544__bin.36.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS062761__bin.28.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS062878__bin.15.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS063193__bin.48.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS064329__bin.51.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS064423__bin.5.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS065278__bin.43.fa,222_1,0.06999999999999995,average,ANImf,222
HMP_2012__SRS075404__bin.40.fa,222_1,0.06999999999999995,average,ANImf,222
MGYG000298001.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298017.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298112.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298159.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298226.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298244.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298255.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298281.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298285.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298291.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298317.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298320.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298339.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298353.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298382.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298415.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298427.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298458.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298521.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298577.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298598.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298637.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298698.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298711.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298730.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298781.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298814.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298816.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298855.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298901.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298913.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298922.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000298955.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299006.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299037.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299049.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299102.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299108.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299115.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299180.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299189.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299229.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299260.fna,222_1,0.06999999999999995,average,ANImf,222
MGYG000299268.fna,222_1,0.06999999999999995,average,ANImf,222
SEQF1989.1.fna,222_1,0.06999999999999995,average,ANImf,222
SEQF7275.1.fna,222_1,0.06999999999999995,average,ANImf,222
SEQF7276.1.fna,222_1,0.06999999999999995,average,ANImf,222
ERS12516935.bin.r.22.fa,223_1,0.06999999999999995,average,ANImf,223
GWHAPUQ00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
GWHAQIS00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
GWHAQRB00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
GWHAREI00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
GWHARIM00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
GWHARQU00000000.genome.fasta,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS015434__bin.11.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS016037__bin.53.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS017007__bin.49.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS018145__bin.15.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS019071__bin.3.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS019327__bin.67.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS022719__bin.42.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS049389__bin.13.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS050669__bin.45.fa,223_1,0.06999999999999995,average,ANImf,223
HMP_2012__SRS057692__bin.49.fa,223_1,0.06999999999999995,average,ANImf,223
MGYG000298073.fna,223_1,0.06999999999999995,average,ANImf,223
MGYG000298121.fna,223_1,0.06999999999999995,average,ANImf,223
MGYG000298959.fna,223_1,0.06999999999999995,average,ANImf,223
MGYG000299057.fna,223_1,0.06999999999999995,average,ANImf,223
MGYG000299264.fna,223_1,0.06999999999999995,average,ANImf,223
SEQF3090.1.fna,223_1,0.06999999999999995,average,ANImf,223
CMC004.B.bin.r.82.fa,224_1,0.06999999999999995,average,ANImf,224
CMC012.B.bin.r.80.fa,224_1,0.06999999999999995,average,ANImf,224
CMC016.B.bin.r.7.fa,224_1,0.06999999999999995,average,ANImf,224
CMC020.B.bin.r.5.fa,224_1,0.06999999999999995,average,ANImf,224
CMC021.B.bin.r.28.fa,224_1,0.06999999999999995,average,ANImf,224
CMC023.B.bin.r.40.fa,224_1,0.06999999999999995,average,ANImf,224
CMC024.B.bin.r.80.fa,224_1,0.06999999999999995,average,ANImf,224
CMC029.B.bin.r.2.fa,224_1,0.06999999999999995,average,ANImf,224
CMC033.B.bin.r.19.fa,224_1,0.06999999999999995,average,ANImf,224
CMC034.B.bin.r.75.fa,224_1,0.06999999999999995,average,ANImf,224
CMC036.B.bin.r.26.fa,224_1,0.06999999999999995,average,ANImf,224
CMC042.B.bin.r.35.fa,224_1,0.06999999999999995,average,ANImf,224
ERS12516948.bin.r.12.fa,224_1,0.06999999999999995,average,ANImf,224
ERS12516979.bin.r.31.fa,224_1,0.06999999999999995,average,ANImf,224
HMP_2012__SRS013836__bin.22.fa,224_1,0.06999999999999995,average,ANImf,224
SEQF1986.1.fna,224_1,0.06999999999999995,average,ANImf,224
SEQF3692.1.fna,224_1,0.06999999999999995,average,ANImf,224
CMC005.B.bin.r.27.fa,225_1,0.06999999999999995,average,ANImf,225
CMC007.B.bin.r.63.fa,225_1,0.06999999999999995,average,ANImf,225
CMC010.B.bin.r.9.fa,225_1,0.06999999999999995,average,ANImf,225
CMC013.B.bin.r.20.fa,225_1,0.06999999999999995,average,ANImf,225
CMC015.B.bin.r.26.fa,225_1,0.06999999999999995,average,ANImf,225
CMC023.B.bin.r.8.fa,225_1,0.06999999999999995,average,ANImf,225
CMC025.B.bin.r.50.fa,225_1,0.06999999999999995,average,ANImf,225
