Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_1108_length_9816_cov_29.761910	NODE_1108_length_9816_cov_29.761910@1	5627	7516	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.30e-03']	[0.333]	[0.609]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1717_length_6607_cov_21.966117	NODE_1717_length_6607_cov_21.966117@1	24	2207	False	20%	0%	I-D	4	['Cas3_1_CAS-I-D']	[1]	['6.10e-07']	[0.304]	[0.615]	-1		modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_429_length_24057_cov_32.638072	NODE_429_length_24057_cov_32.638072@1	17765	18916	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['1.20e-07']	[0.724]	[0.768]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1402_length_7862_cov_27.620469	NODE_1402_length_7862_cov_27.620469@1	750	1658	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.70e-05']	[0.32]	[0.335]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_482_length_21870_cov_32.479212	NODE_482_length_21870_cov_32.479212@1	16365	17216	False	0%		IV-B	3	['CysH_0_IVB']	[16]	['9.10e-20']	[0.599]	[0.671]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1041_length_10329_cov_30.842028	NODE_1041_length_10329_cov_30.842028@1	3223	4536	False	17%		III-D	4	['Csm2gr11_0_CAS-III-D']	[3]	['2.20e-03']	[0.333]	[0.481]	1		modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1024_length_10514_cov_24.030500	NODE_1024_length_10514_cov_24.030500@1	9727	10491	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[13]	['1.30e-05']	[0.314]	[0.385]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1132_length_9599_cov_29.461861	NODE_1132_length_9599_cov_29.461861@1	8514	9407	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[6]	['1.70e-29']	[0.587]	[0.988]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_783_length_13650_cov_22.097462	NODE_783_length_13650_cov_22.097462@1	4752	5528	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6]	['7.00e-36']	[0.602]	[0.994]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1931_length_6002_cov_32.165630	NODE_1931_length_6002_cov_32.165630@1	1972	4873	False	0%		IV-B	3	['CysH_0_IVB', 'WYL_3_CAS-I-II-III-IV-V-VI']	[4, 6]	['3.00e-05', '1.90e-29']	[0.303, 0.767]	[0.562, 0.959]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_596_length_17854_cov_25.877296	NODE_596_length_17854_cov_25.877296@1	5072	6001	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.50e-07']	[0.329]	[0.342]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_754_length_14203_cov_35.804071	NODE_754_length_14203_cov_35.804071@1	2803	3090	False	0%	33%	I-A	2	['Cas2_11_CAS-I-II-III-IV-V-VI']	[4]	['2.10e-10']	[0.844]	[0.944]		-1	modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_362_length_26514_cov_24.119695	NODE_362_length_26514_cov_24.119695@1	2827	3720	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.50e-08']	[0.48]	[0.447]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1866_length_6130_cov_29.998025	NODE_1866_length_6130_cov_29.998025@1	1620	2897	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3]	['2.60e-35']	[0.486]	[0.912]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_7833_length_1877_cov_29.240395	NODE_7833_length_1877_cov_29.240395@1	1356	1805	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['1.30e-03']	[0.433]	[0.333]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_2559_length_4619_cov_24.734224	NODE_2559_length_4619_cov_24.734224@1	3059	3817	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[3]	['1.90e-06']	[0.482]	[0.336]		-1	modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_9773_length_1596_cov_35.121350	NODE_9773_length_1596_cov_35.121350@1	610	1530	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['5.80e-14']	[0.651]	[0.598]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_8840_length_1714_cov_25.871609	NODE_8840_length_1714_cov_25.871609@1	3	896	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[1]	['1.90e-32']	[0.591]	[0.988]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_2255_length_5182_cov_32.693778	NODE_2255_length_5182_cov_32.693778@1	4466	5182	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[4]	['1.00e-42']	[0.644]	[0.849]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1958_length_5926_cov_28.602623	NODE_1958_length_5926_cov_28.602623@1	824	1534	False	0%		IV-B	3	['CysH_0_IVB']	[2]	['3.60e-11']	[0.684]	[0.635]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1033_length_10426_cov_24.299007	NODE_1033_length_10426_cov_24.299007@1	9510	10424	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['4.40e-03']	[0.331]	[0.331]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_788_length_13619_cov_30.100265	NODE_788_length_13619_cov_30.100265@1	6310	7434	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.60e-04']	[0.416]	[0.535]			modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_2317_length_5045_cov_34.681964	NODE_2317_length_5045_cov_34.681964@1	1720	2571	False	14%	0%	I-A	2	['Cas6_0_CAS-I-II-III-IV-V-VI']	[3]	['6.60e-04']	[0.447]	[0.485]	-1		modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_1367_length_8058_cov_33.036736	NODE_1367_length_8058_cov_33.036736@1	5472	6533	False	20%	0%	I-D	4	['Csc1gr5_5_CAS-I-D']	[6]	['3.60e-03']	[0.41]	[0.667]	1		modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_964_length_11092_cov_28.149678	NODE_964_length_11092_cov_28.149678@1	8529	10646	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[7]	['4.80e-12']	[0.364]	[0.691]	1		modern_calculus	industrial	ERS3395764.bin.r.7	putative
NODE_290_length_32249_cov_122.983382	NODE_290_length_32249_cov_122.983382@1	15378	16118	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['2.00e-05']	[0.506]	[0.423]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_100_length_62096_cov_103.376896	NODE_100_length_62096_cov_103.376896@3	40525	41280	False	0%		III-A	1	['AbiEii_0_CAS-III']	[41]	['3.50e-07']	[0.603]	[0.549]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_443_length_23625_cov_144.128511	NODE_443_length_23625_cov_144.128511@1	10571	11701	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.40e-04']	[0.318]	[0.415]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_995_length_10873_cov_103.938159	NODE_995_length_10873_cov_103.938159@1	2347	3090	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.50e-04']	[0.431]	[0.366]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_263_length_34490_cov_99.175693	NODE_263_length_34490_cov_99.175693@2	29884	30624	False	0%		III-A	1	['AbiEii_0_CAS-III']	[26]	['8.70e-07']	[0.429]	[0.363]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_514_length_20717_cov_100.056045	NODE_514_length_20717_cov_100.056045@1	6396	7937	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['1.00e-04']	[0.323]	[0.461]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_2631_length_4514_cov_107.278089	NODE_2631_length_4514_cov_107.278089@1	1639	2388	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.20e-05']	[0.372]	[0.324]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_559_length_18995_cov_132.724182	NODE_559_length_18995_cov_132.724182@1	15962	16585	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['8.40e-03']	[0.567]	[0.408]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_227_length_37968_cov_133.678844	NODE_227_length_37968_cov_133.678844@1	1387	3089	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[3, 4]	['1.30e-05', '1.60e-04']	[0.479, 0.378]	[0.468, 0.377]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_254_length_35222_cov_100.678591	NODE_254_length_35222_cov_100.678591@1	11833	12594	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['2.80e-03']	[0.437]	[0.38]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_211_length_40079_cov_130.073306	NODE_211_length_40079_cov_130.073306@2	38433	39038	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[36]	['2.70e-24']	[0.886]	[0.585]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_553_length_19260_cov_106.661286	NODE_553_length_19260_cov_106.661286@1	3029	5310	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[5, 8]	['1.60e-19', '1.50e-18']	[0.771, 0.777]	[0.703, 0.695]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_61_length_85639_cov_95.888788	NODE_61_length_85639_cov_95.888788@1	3505	3942	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[3]	['3.30e-04']	[0.5]	[0.338]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_307_length_30158_cov_120.310368	NODE_307_length_30158_cov_120.310368@1	11194	12585	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['2.00e-06']	[0.481]	[0.447]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_394_length_25226_cov_101.302968	NODE_394_length_25226_cov_101.302968@1	23365	25224	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['2.80e-06']	[0.398]	[0.528]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1962_length_5918_cov_95.470578	NODE_1962_length_5918_cov_95.470578@1	2357	3310	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.20e-03']	[0.406]	[0.412]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_2021_length_5731_cov_109.626498	NODE_2021_length_5731_cov_109.626498@1	4020	4928	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['7.00e-04']	[0.446]	[0.482]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_443_length_23625_cov_144.128511	NODE_443_length_23625_cov_144.128511@2	22767	23210	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[18]	['5.70e-05']	[0.392]	[0.525]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_450_length_23303_cov_88.777228	NODE_450_length_23303_cov_88.777228@1	18785	19450	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['3.10e-07']	[0.477]	[0.356]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_157_length_50273_cov_125.651320	NODE_157_length_50273_cov_125.651320@2	44135	44767	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[40]	['5.40e-03']	[0.455]	[0.515]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_239_length_36992_cov_101.161681	NODE_239_length_36992_cov_101.161681@1	12925	17834	False	20%		IV-A1	2	['AbiEii_0_CAS-III', 'Csf4_0_IVA']	[11, 14]	['2.80e-05', '1.70e-37']	[0.437, 0.53]	[0.345, 0.689]	1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_290_length_32249_cov_122.983382	NODE_290_length_32249_cov_122.983382@2	24840	25715	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['7.50e-07']	[0.455]	[0.415]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_776_length_13752_cov_294.801489	NODE_776_length_13752_cov_294.801489@1	6282	6716	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[9]	['1.90e-04']	[0.524]	[0.33]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_12634_length_1315_cov_108.475397	NODE_12634_length_1315_cov_108.475397@1	447	1208	False	0%		III-A	1	['Csm6_7_CAS-III']	[2]	['1.90e-29']	[0.969]	[0.676]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_326_length_29224_cov_98.140972	NODE_326_length_29224_cov_98.140972@1	876	1775	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['4.20e-04']	[0.387]	[0.391]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1795_length_6316_cov_117.629452	NODE_1795_length_6316_cov_117.629452@1	446	1210	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.90e-09']	[0.533]	[0.461]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_61_length_85639_cov_95.888788	NODE_61_length_85639_cov_95.888788@3	78862	79491	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[65]	['1.50e-04']	[0.386]	[0.321]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1282_length_8491_cov_127.896871	NODE_1282_length_8491_cov_127.896871@1	1909	2667	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.10e-07']	[0.561]	[0.511]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_254_length_35222_cov_100.678591	NODE_254_length_35222_cov_100.678591@2	30738	34514	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[33, 35]	['1.60e-11', '3.00e-03']	[0.422, 0.431]	[0.426, 0.384]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_321_length_29396_cov_126.848403	NODE_321_length_29396_cov_126.848403@1	17639	18370	False	0%		III-A	1	['AbiEii_0_CAS-III']	[21]	['5.30e-04']	[0.516]	[0.419]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_100_length_62096_cov_103.376896	NODE_100_length_62096_cov_103.376896@2	24342	25043	False	0%		III-A	1	['AbiEii_0_CAS-III']	[27]	['1.10e-03']	[0.397]	[0.31]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_211_length_40079_cov_130.073306	NODE_211_length_40079_cov_130.073306@1	5044	5808	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.70e-10']	[0.639]	[0.493]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_5315_length_2543_cov_22.023714	NODE_5315_length_2543_cov_22.023714@1	1756	2541	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.50e-03']	[0.382]	[0.345]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_263_length_34490_cov_99.175693	NODE_263_length_34490_cov_99.175693@1	19890	20402	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[16]	['1.60e-05']	[0.596]	[0.326]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_657_length_16298_cov_103.099858	NODE_657_length_16298_cov_103.099858@1	10184	10915	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['8.50e-07']	[0.434]	[0.359]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1351_length_8114_cov_115.630475	NODE_1351_length_8114_cov_115.630475@1	160	2864	False	14%	0%	I-A	2	['CasR_1_CAS-I-II-III-IV-V-VI', 'Cas3_0_CAS-I']	[1, 2]	['2.60e-06', '3.40e-07']	[0.474, 0.368]	[0.532, 0.552]	-1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_157_length_50273_cov_125.651320	NODE_157_length_50273_cov_125.651320@3	48393	49691	False	14%	0%	I-A	1	['Cas3_0_I']	[45]	['3.80e-11']	[0.577]	[0.542]	1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_348_length_27397_cov_114.619560	NODE_348_length_27397_cov_114.619560@1	24445	25344	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[26]	['1.60e-72']	[0.983]	[0.974]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_209_length_40569_cov_133.981414	NODE_209_length_40569_cov_133.981414@2	22535	26960	False	17%		III-D	4	['Csm2gr11_0_CAS-III-D', 'RecD_0_IVD']	[24, 27]	['6.20e-03', '1.10e-77']	[0.629, 0.811]	[0.331, 0.869]	-1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_157_length_50273_cov_125.651320	NODE_157_length_50273_cov_125.651320@1	15121	18275	False	14%	0%	I-A	2	['Cas3_0_CAS-I', 'AbiEii_0_CAS-III']	[13, 15]	['6.80e-14', '8.30e-05']	[0.654, 0.431]	[0.881, 0.356]	1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_72_length_76918_cov_130.203388	NODE_72_length_76918_cov_130.203388@1	15370	17385	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[12]	['1.20e-08']	[0.415]	[0.788]	-1		modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_995_length_10873_cov_103.938159	NODE_995_length_10873_cov_103.938159@2	8147	9043	False	0%		III-B	1	['htpX_0_CAS-III-B']	[9]	['1.40e-21']	[0.635]	[0.566]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_61_length_85639_cov_95.888788	NODE_61_length_85639_cov_95.888788@2	51275	52018	False	0%		III-A	1	['AbiEii_0_CAS-III']	[37]	['7.10e-04']	[0.456]	[0.338]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_557_length_19087_cov_139.237285	NODE_557_length_19087_cov_139.237285@1	18367	19074	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['2.20e-04']	[0.398]	[0.32]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1408_length_7845_cov_107.194865	NODE_1408_length_7845_cov_107.194865@1	2338	3036	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['5.30e-07']	[0.614]	[0.482]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_209_length_40569_cov_133.981414	NODE_209_length_40569_cov_133.981414@1	4089	5156	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.10e-05']	[0.382]	[0.451]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_625_length_17078_cov_133.595606	NODE_625_length_17078_cov_133.595606@1	1825	2640	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['4.70e-05']	[0.5]	[0.472]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_140_length_53149_cov_116.218198	NODE_140_length_53149_cov_116.218198@1	26313	27014	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['1.60e-03']	[0.44]	[0.356]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_784_length_13649_cov_92.994851	NODE_784_length_13649_cov_92.994851@1	3	794	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.80e-04']	[0.455]	[0.419]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_692_length_15417_cov_104.099466	NODE_692_length_15417_cov_104.099466@1	3482	4189	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['5.10e-06']	[0.534]	[0.384]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_140_length_53149_cov_116.218198	NODE_140_length_53149_cov_116.218198@2	36339	37331	False	0%		III-A	1	['AbiEii_0_CAS-III']	[32]	['5.10e-05']	[0.308]	[0.331]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_100_length_62096_cov_103.376896	NODE_100_length_62096_cov_103.376896@1	12521	12952	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[17]	['9.00e-03']	[0.549]	[0.318]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_331_length_28896_cov_149.839603	NODE_331_length_28896_cov_149.839603@1	13213	13935	False	0%		III-A	1	['AbiEii_0_CAS-III']	[14]	['2.20e-04']	[0.411]	[0.349]			modern_calculus	industrial	ERS3395764.bin.r.8	putative
NODE_1207_length_8952_cov_90.439024	NODE_1207_length_8952_cov_90.439024@1	6817	8364	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.20e-08']	[0.339]	[0.359]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_11924_length_1378_cov_158.118670	NODE_11924_length_1378_cov_158.118670@1	3	728	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.40e-06']	[0.599]	[0.496]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_169_length_47476_cov_99.141562	NODE_169_length_47476_cov_99.141562@1	40842	41759	False	25%		V-K	1	['TnsC_0_V-K']	[60]	['2.00e-08']	[0.451]	[0.498]	-1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_9848_length_1587_cov_188.432115	NODE_9848_length_1587_cov_188.432115@1	1	1587	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['1.50e-08']	[0.378]	[0.578]	-1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_765_length_13990_cov_119.881091	NODE_765_length_13990_cov_119.881091@1	3554	4513	False	0%		IV-B	3	['CysH_0_IVB']	[5]	['1.70e-05']	[0.309]	[0.386]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_266_length_34276_cov_99.037287	NODE_266_length_34276_cov_99.037287@1	27933	30083	False	20%		IV-A1	2	['Csf4_0_IVA']	[29]	['4.10e-39']	[0.683]	[0.727]	1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_4560_length_2866_cov_99.612238	NODE_4560_length_2866_cov_99.612238@1	299	1027	False	20%		III-A	4	['Csm3_0_IIIA']	[2]	['3.20e-03']	[0.309]	[0.365]	1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_817_length_13068_cov_92.399293	NODE_817_length_13068_cov_92.399293@1	12747	13049	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[15]	['8.20e-15']	[0.822]	[0.78]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_3667_length_3393_cov_56.894548	NODE_3667_length_3393_cov_56.894548@1	702	1439	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.10e-05']	[0.504]	[0.43]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_1067_length_10187_cov_93.879787	NODE_1067_length_10187_cov_93.879787@1	2113	2802	False	17%		III-C	2	['Cmr3_0_IIIC']	[4]	['6.00e-03']	[0.535]	[0.418]	-1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_5622_length_2433_cov_144.263246	NODE_5622_length_2433_cov_144.263246@1	1274	2431	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['6.30e-07']	[0.64]	[0.717]	1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_291_length_32005_cov_105.854742	NODE_291_length_32005_cov_105.854742@1	1921	2469	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['2.20e-14']	[0.858]	[0.956]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_454_length_23145_cov_89.564790	NODE_454_length_23145_cov_89.564790@1	12716	13180	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[12]	['3.00e-06']	[0.49]	[0.349]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_95_length_64178_cov_101.895934	NODE_95_length_64178_cov_101.895934@1	44690	45424	False	0%		III-A	1	['AbiEii_0_CAS-III']	[40]	['7.70e-06']	[0.531]	[0.451]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_752_length_14234_cov_84.725439	NODE_752_length_14234_cov_84.725439@1	7261	9168	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['1.10e-08']	[0.374]	[0.542]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_4986_length_2673_cov_88.649351	NODE_4986_length_2673_cov_88.649351@1	169	1572	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.10e-42']	[0.327]	[0.988]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_598_length_17791_cov_94.824030	NODE_598_length_17791_cov_94.824030@1	3648	4376	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['4.20e-10']	[0.547]	[0.458]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_1416_length_7822_cov_95.846273	NODE_1416_length_7822_cov_95.846273@1	1056	1706	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.30e-04']	[0.507]	[0.366]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_1058_length_10214_cov_95.418250	NODE_1058_length_10214_cov_95.418250@1	5823	8705	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[6, 8]	['1.40e-08', '6.50e-04']	[0.512, 0.409]	[0.458, 0.574]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_1117_length_9735_cov_88.482335	NODE_1117_length_9735_cov_88.482335@1	1210	1683	False	0%		III-A	1	['Csm6_2_CAS-III']	[2]	['9.30e-03']	[0.753]	[0.603]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_881_length_12072_cov_95.159690	NODE_881_length_12072_cov_95.159690@1	3519	4925	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['2.70e-07']	[0.456]	[0.609]	1		modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_9387_length_1642_cov_86.925646	NODE_9387_length_1642_cov_86.925646@1	1056	1337	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.50e-13']	[0.936]	[0.831]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_54_length_92857_cov_72.833366	NODE_54_length_92857_cov_72.833366@1	5807	6493	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['1.30e-04']	[0.572]	[0.461]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_574_length_18545_cov_92.456084	NODE_574_length_18545_cov_92.456084@1	14785	15681	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['9.20e-06']	[0.338]	[0.338]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
NODE_863_length_12315_cov_86.787031	NODE_863_length_12315_cov_86.787031@2	8166	9485	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['7.40e-14']	[0.377]	[0.553]			modern_calculus	industrial	ERS3395764.bin.r.9	putative
