Contig	MAG
NODE_189_length_8002_cov_28.1	ERS11702754-megahit_001
NODE_191_length_7990_cov_27.5	ERS11702754-megahit_001
NODE_194_length_7886_cov_30.3	ERS11702754-megahit_001
NODE_195_length_7844_cov_29.3	ERS11702754-megahit_001
NODE_197_length_7761_cov_27.6	ERS11702754-megahit_001
NODE_199_length_7729_cov_29.4	ERS11702754-megahit_001
NODE_200_length_7691_cov_37.3	ERS11702754-megahit_001
NODE_201_length_7626_cov_28.7	ERS11702754-megahit_001
NODE_202_length_7614_cov_28.1	ERS11702754-megahit_001
NODE_204_length_7581_cov_31.0	ERS11702754-megahit_001
NODE_205_length_7567_cov_29.8	ERS11702754-megahit_001
NODE_206_length_7559_cov_26.8	ERS11702754-megahit_001
NODE_208_length_7445_cov_28.3	ERS11702754-megahit_001
NODE_212_length_7349_cov_27.3	ERS11702754-megahit_001
NODE_213_length_7345_cov_28.6	ERS11702754-megahit_001
NODE_216_length_7287_cov_28.7	ERS11702754-megahit_001
NODE_217_length_7283_cov_29.1	ERS11702754-megahit_001
NODE_219_length_7251_cov_28.1	ERS11702754-megahit_001
NODE_220_length_7244_cov_29.2	ERS11702754-megahit_001
NODE_221_length_7228_cov_29.7	ERS11702754-megahit_001
NODE_229_length_6954_cov_28.2	ERS11702754-megahit_001
NODE_237_length_6826_cov_40.2	ERS11702754-megahit_001
NODE_239_length_6708_cov_30.5	ERS11702754-megahit_001
NODE_248_length_6586_cov_31.1	ERS11702754-megahit_001
NODE_249_length_6561_cov_27.4	ERS11702754-megahit_001
NODE_250_length_6534_cov_32.7	ERS11702754-megahit_001
NODE_252_length_6493_cov_29.7	ERS11702754-megahit_001
NODE_254_length_6480_cov_29.0	ERS11702754-megahit_001
NODE_256_length_6450_cov_33.7	ERS11702754-megahit_001
NODE_259_length_6415_cov_33.1	ERS11702754-megahit_001
NODE_263_length_6327_cov_27.3	ERS11702754-megahit_001
NODE_265_length_6250_cov_26.6	ERS11702754-megahit_001
NODE_266_length_6243_cov_26.5	ERS11702754-megahit_001
NODE_268_length_6198_cov_30.0	ERS11702754-megahit_001
NODE_269_length_6183_cov_32.4	ERS11702754-megahit_001
NODE_278_length_6035_cov_28.3	ERS11702754-megahit_001
NODE_280_length_6004_cov_28.5	ERS11702754-megahit_001
NODE_286_length_5914_cov_32.4	ERS11702754-megahit_001
NODE_293_length_5772_cov_27.5	ERS11702754-megahit_001
NODE_295_length_5667_cov_33.4	ERS11702754-megahit_001
NODE_300_length_5644_cov_29.8	ERS11702754-megahit_001
NODE_302_length_5614_cov_29.0	ERS11702754-megahit_001
NODE_306_length_5562_cov_27.6	ERS11702754-megahit_001
NODE_307_length_5559_cov_31.6	ERS11702754-megahit_001
NODE_312_length_5525_cov_51.7	ERS11702754-megahit_001
NODE_313_length_5495_cov_33.2	ERS11702754-megahit_001
NODE_315_length_5449_cov_27.6	ERS11702754-megahit_001
NODE_316_length_5437_cov_25.3	ERS11702754-megahit_001
NODE_319_length_5403_cov_32.4	ERS11702754-megahit_001
NODE_326_length_5323_cov_28.3	ERS11702754-megahit_001
NODE_327_length_5321_cov_29.6	ERS11702754-megahit_001
NODE_330_length_5310_cov_31.9	ERS11702754-megahit_001
NODE_331_length_5275_cov_41.3	ERS11702754-megahit_001
NODE_333_length_5240_cov_28.7	ERS11702754-megahit_001
NODE_336_length_5184_cov_31.1	ERS11702754-megahit_001
NODE_338_length_5175_cov_27.3	ERS11702754-megahit_001
NODE_346_length_5123_cov_25.4	ERS11702754-megahit_001
NODE_348_length_5113_cov_28.9	ERS11702754-megahit_001
NODE_352_length_5073_cov_27.8	ERS11702754-megahit_001
NODE_360_length_4908_cov_29.3	ERS11702754-megahit_001
NODE_365_length_4858_cov_31.9	ERS11702754-megahit_001
NODE_368_length_4820_cov_27.3	ERS11702754-megahit_001
NODE_373_length_4730_cov_29.9	ERS11702754-megahit_001
NODE_378_length_4682_cov_31.1	ERS11702754-megahit_001
NODE_379_length_4679_cov_29.6	ERS11702754-megahit_001
NODE_380_length_4671_cov_25.7	ERS11702754-megahit_001
NODE_388_length_4570_cov_27.7	ERS11702754-megahit_001
NODE_390_length_4551_cov_29.9	ERS11702754-megahit_001
NODE_391_length_4551_cov_28.4	ERS11702754-megahit_001
NODE_393_length_4545_cov_26.5	ERS11702754-megahit_001
NODE_395_length_4522_cov_30.4	ERS11702754-megahit_001
NODE_396_length_4491_cov_29.0	ERS11702754-megahit_001
NODE_402_length_4449_cov_29.2	ERS11702754-megahit_001
NODE_412_length_4389_cov_40.5	ERS11702754-megahit_001
NODE_427_length_4280_cov_31.3	ERS11702754-megahit_001
NODE_430_length_4240_cov_27.2	ERS11702754-megahit_001
NODE_434_length_4223_cov_30.1	ERS11702754-megahit_001
NODE_457_length_4028_cov_28.1	ERS11702754-megahit_001
NODE_463_length_3949_cov_30.2	ERS11702754-megahit_001
NODE_464_length_3935_cov_29.0	ERS11702754-megahit_001
NODE_468_length_3913_cov_29.5	ERS11702754-megahit_001
NODE_472_length_3877_cov_29.7	ERS11702754-megahit_001
NODE_478_length_3839_cov_30.8	ERS11702754-megahit_001
NODE_479_length_3832_cov_27.2	ERS11702754-megahit_001
NODE_487_length_3798_cov_106.6	ERS11702754-megahit_001
NODE_490_length_3774_cov_28.1	ERS11702754-megahit_001
NODE_493_length_3729_cov_31.7	ERS11702754-megahit_001
NODE_502_length_3679_cov_30.1	ERS11702754-megahit_001
NODE_505_length_3657_cov_57.8	ERS11702754-megahit_001
NODE_510_length_3620_cov_32.2	ERS11702754-megahit_001
NODE_511_length_3613_cov_27.0	ERS11702754-megahit_001
NODE_523_length_3568_cov_29.9	ERS11702754-megahit_001
NODE_525_length_3562_cov_33.2	ERS11702754-megahit_001
NODE_533_length_3513_cov_28.3	ERS11702754-megahit_001
NODE_541_length_3473_cov_24.2	ERS11702754-megahit_001
NODE_565_length_3402_cov_26.3	ERS11702754-megahit_001
NODE_574_length_3376_cov_29.3	ERS11702754-megahit_001
NODE_583_length_3356_cov_27.6	ERS11702754-megahit_001
NODE_585_length_3351_cov_26.0	ERS11702754-megahit_001
NODE_586_length_3347_cov_33.0	ERS11702754-megahit_001
NODE_589_length_3334_cov_28.2	ERS11702754-megahit_001
NODE_618_length_3225_cov_32.5	ERS11702754-megahit_001
NODE_619_length_3221_cov_30.4	ERS11702754-megahit_001
NODE_629_length_3185_cov_41.9	ERS11702754-megahit_001
NODE_630_length_3184_cov_27.0	ERS11702754-megahit_001
NODE_633_length_3173_cov_27.0	ERS11702754-megahit_001
NODE_646_length_3119_cov_27.8	ERS11702754-megahit_001
NODE_648_length_3111_cov_30.5	ERS11702754-megahit_001
NODE_652_length_3100_cov_43.2	ERS11702754-megahit_001
NODE_665_length_3062_cov_33.8	ERS11702754-megahit_001
NODE_668_length_3055_cov_28.6	ERS11702754-megahit_001
NODE_687_length_2996_cov_27.6	ERS11702754-megahit_001
NODE_707_length_2946_cov_30.0	ERS11702754-megahit_001
NODE_709_length_2936_cov_27.5	ERS11702754-megahit_001
NODE_712_length_2925_cov_32.2	ERS11702754-megahit_001
NODE_722_length_2878_cov_27.0	ERS11702754-megahit_001
NODE_724_length_2872_cov_28.2	ERS11702754-megahit_001
NODE_729_length_2849_cov_34.1	ERS11702754-megahit_001
NODE_731_length_2838_cov_30.1	ERS11702754-megahit_001
NODE_749_length_2793_cov_40.6	ERS11702754-megahit_001
NODE_753_length_2790_cov_31.9	ERS11702754-megahit_001
NODE_755_length_2783_cov_28.0	ERS11702754-megahit_001
NODE_758_length_2774_cov_30.6	ERS11702754-megahit_001
NODE_779_length_2708_cov_29.1	ERS11702754-megahit_001
NODE_782_length_2703_cov_26.4	ERS11702754-megahit_001
NODE_796_length_2656_cov_29.7	ERS11702754-megahit_001
NODE_801_length_2651_cov_28.1	ERS11702754-megahit_001
NODE_809_length_2629_cov_141.4	ERS11702754-megahit_001
NODE_817_length_2615_cov_11.6	ERS11702754-megahit_001
NODE_823_length_2602_cov_39.8	ERS11702754-megahit_001
NODE_825_length_2586_cov_34.3	ERS11702754-megahit_001
NODE_826_length_2583_cov_28.1	ERS11702754-megahit_001
NODE_936_length_2403_cov_29.9	ERS11702754-megahit_001
NODE_948_length_2390_cov_32.1	ERS11702754-megahit_001
NODE_956_length_2382_cov_25.5	ERS11702754-megahit_001
NODE_976_length_2347_cov_30.4	ERS11702754-megahit_001
NODE_978_length_2344_cov_25.8	ERS11702754-megahit_001
NODE_987_length_2328_cov_32.0	ERS11702754-megahit_001
NODE_998_length_2314_cov_55.8	ERS11702754-megahit_001
NODE_1000_length_2311_cov_28.6	ERS11702754-megahit_001
NODE_1007_length_2306_cov_76.7	ERS11702754-megahit_001
NODE_1014_length_2294_cov_59.6	ERS11702754-megahit_001
NODE_1021_length_2284_cov_27.3	ERS11702754-megahit_001
NODE_1052_length_2254_cov_26.0	ERS11702754-megahit_001
NODE_1086_length_2197_cov_33.6	ERS11702754-megahit_001
NODE_1095_length_2185_cov_43.3	ERS11702754-megahit_001
NODE_1122_length_2156_cov_31.9	ERS11702754-megahit_001
NODE_1129_length_2147_cov_32.4	ERS11702754-megahit_001
NODE_1142_length_2136_cov_23.9	ERS11702754-megahit_001
NODE_1161_length_2123_cov_26.7	ERS11702754-megahit_001
NODE_1187_length_2102_cov_22.1	ERS11702754-megahit_001
NODE_1199_length_2091_cov_27.6	ERS11702754-megahit_001
NODE_1227_length_2059_cov_26.9	ERS11702754-megahit_001
NODE_1251_length_2033_cov_26.8	ERS11702754-megahit_001
NODE_1268_length_2014_cov_30.9	ERS11702754-megahit_001
NODE_1274_length_2010_cov_26.0	ERS11702754-megahit_001
NODE_1280_length_2003_cov_28.6	ERS11702754-megahit_001
NODE_1330_length_1951_cov_24.7	ERS11702754-megahit_001
NODE_1347_length_1937_cov_32.4	ERS11702754-megahit_001
NODE_1427_length_1880_cov_27.8	ERS11702754-megahit_001
NODE_1445_length_1870_cov_62.8	ERS11702754-megahit_001
NODE_1446_length_1869_cov_33.1	ERS11702754-megahit_001
NODE_1453_length_1862_cov_27.4	ERS11702754-megahit_001
NODE_1454_length_1859_cov_26.0	ERS11702754-megahit_001
NODE_1471_length_1845_cov_35.9	ERS11702754-megahit_001
NODE_1475_length_1842_cov_50.5	ERS11702754-megahit_001
NODE_1510_length_1810_cov_27.2	ERS11702754-megahit_001
NODE_1608_length_1750_cov_31.7	ERS11702754-megahit_001
NODE_1649_length_1725_cov_24.0	ERS11702754-megahit_001
NODE_1695_length_1703_cov_29.1	ERS11702754-megahit_001
NODE_1701_length_1700_cov_27.6	ERS11702754-megahit_001
NODE_1706_length_1698_cov_29.4	ERS11702754-megahit_001
NODE_1710_length_1697_cov_29.0	ERS11702754-megahit_001
NODE_1809_length_1644_cov_33.1	ERS11702754-megahit_001
NODE_1838_length_1633_cov_29.7	ERS11702754-megahit_001
NODE_1843_length_1632_cov_67.6	ERS11702754-megahit_001
NODE_1850_length_1627_cov_31.5	ERS11702754-megahit_001
NODE_1924_length_1593_cov_27.5	ERS11702754-megahit_001
NODE_1927_length_1593_cov_27.8	ERS11702754-megahit_001
NODE_1945_length_1583_cov_27.6	ERS11702754-megahit_001
NODE_2136_length_1506_cov_28.1	ERS11702754-megahit_001
NODE_2137_length_1505_cov_43.4	ERS11702754-megahit_001
NODE_2225_length_1471_cov_28.6	ERS11702754-megahit_001
NODE_2235_length_1467_cov_24.9	ERS11702754-megahit_001
NODE_2236_length_1467_cov_46.2	ERS11702754-megahit_001
NODE_2261_length_1456_cov_42.8	ERS11702754-megahit_001
NODE_2277_length_1451_cov_30.1	ERS11702754-megahit_001
NODE_2304_length_1440_cov_30.4	ERS11702754-megahit_001
NODE_2366_length_1416_cov_26.7	ERS11702754-megahit_001
NODE_2367_length_1416_cov_44.9	ERS11702754-megahit_001
NODE_2446_length_1389_cov_24.6	ERS11702754-megahit_001
NODE_2454_length_1387_cov_28.2	ERS11702754-megahit_001
NODE_2557_length_1356_cov_23.6	ERS11702754-megahit_001
NODE_2602_length_1344_cov_28.9	ERS11702754-megahit_001
NODE_2630_length_1333_cov_25.1	ERS11702754-megahit_001
NODE_2636_length_1332_cov_30.5	ERS11702754-megahit_001
NODE_2706_length_1315_cov_28.5	ERS11702754-megahit_001
NODE_2807_length_1289_cov_38.6	ERS11702754-megahit_001
NODE_2862_length_1276_cov_27.7	ERS11702754-megahit_001
NODE_3424_length_1163_cov_24.1	ERS11702754-megahit_001
NODE_3441_length_1160_cov_26.7	ERS11702754-megahit_001
NODE_3512_length_1149_cov_27.2	ERS11702754-megahit_001
NODE_3654_length_1129_cov_50.9	ERS11702754-megahit_001
NODE_3858_length_1098_cov_25.1	ERS11702754-megahit_001
NODE_3901_length_1093_cov_81.2	ERS11702754-megahit_001
NODE_3990_length_1080_cov_265.7	ERS11702754-megahit_001
NODE_4133_length_1062_cov_55.8	ERS11702754-megahit_001
NODE_4168_length_1057_cov_30.9	ERS11702754-megahit_001
NODE_4473_length_1022_cov_29.6	ERS11702754-megahit_001
NODE_4570_length_1011_cov_71.6	ERS11702754-megahit_001
NODE_4608_length_1008_cov_11.1	ERS11702754-megahit_001
NODE_11_length_35512_cov_25.9	ERS11702757-megahit_001
NODE_12_length_35280_cov_23.7	ERS11702757-megahit_001
NODE_14_length_33154_cov_24.4	ERS11702757-megahit_001
NODE_16_length_31694_cov_26.1	ERS11702757-megahit_001
NODE_19_length_30101_cov_27.5	ERS11702757-megahit_001
NODE_21_length_26577_cov_25.1	ERS11702757-megahit_001
NODE_22_length_26493_cov_24.9	ERS11702757-megahit_001
NODE_23_length_25489_cov_24.0	ERS11702757-megahit_001
NODE_24_length_25443_cov_28.7	ERS11702757-megahit_001
NODE_26_length_25048_cov_26.6	ERS11702757-megahit_001
NODE_28_length_24248_cov_24.2	ERS11702757-megahit_001
NODE_30_length_23755_cov_25.7	ERS11702757-megahit_001
NODE_31_length_23540_cov_25.0	ERS11702757-megahit_001
NODE_33_length_22899_cov_23.9	ERS11702757-megahit_001
NODE_34_length_22088_cov_34.2	ERS11702757-megahit_001
NODE_35_length_21628_cov_25.8	ERS11702757-megahit_001
NODE_36_length_21624_cov_24.8	ERS11702757-megahit_001
NODE_38_length_21364_cov_30.5	ERS11702757-megahit_001
NODE_40_length_20537_cov_63.4	ERS11702757-megahit_001
NODE_41_length_20473_cov_27.5	ERS11702757-megahit_001
NODE_42_length_19925_cov_24.2	ERS11702757-megahit_001
NODE_43_length_19624_cov_25.6	ERS11702757-megahit_001
NODE_46_length_18513_cov_25.7	ERS11702757-megahit_001
NODE_47_length_18167_cov_25.0	ERS11702757-megahit_001
NODE_52_length_16675_cov_26.1	ERS11702757-megahit_001
NODE_54_length_16503_cov_24.0	ERS11702757-megahit_001
NODE_56_length_16079_cov_24.6	ERS11702757-megahit_001
NODE_57_length_16009_cov_25.8	ERS11702757-megahit_001
NODE_60_length_14670_cov_26.2	ERS11702757-megahit_001
NODE_62_length_14443_cov_25.7	ERS11702757-megahit_001
NODE_63_length_14314_cov_25.5	ERS11702757-megahit_001
NODE_64_length_14273_cov_23.1	ERS11702757-megahit_001
NODE_65_length_14240_cov_35.1	ERS11702757-megahit_001
NODE_66_length_14166_cov_25.7	ERS11702757-megahit_001
NODE_67_length_13274_cov_23.7	ERS11702757-megahit_001
NODE_68_length_13218_cov_25.2	ERS11702757-megahit_001
NODE_71_length_13059_cov_24.3	ERS11702757-megahit_001
NODE_72_length_13021_cov_25.7	ERS11702757-megahit_001
NODE_73_length_12961_cov_25.7	ERS11702757-megahit_001
NODE_75_length_12927_cov_23.2	ERS11702757-megahit_001
NODE_76_length_12811_cov_25.0	ERS11702757-megahit_001
NODE_78_length_12422_cov_24.5	ERS11702757-megahit_001
NODE_79_length_12408_cov_31.1	ERS11702757-megahit_001
NODE_82_length_12306_cov_25.9	ERS11702757-megahit_001
NODE_83_length_12255_cov_23.6	ERS11702757-megahit_001
NODE_85_length_12179_cov_25.8	ERS11702757-megahit_001
NODE_91_length_11665_cov_25.0	ERS11702757-megahit_001
NODE_92_length_11363_cov_24.9	ERS11702757-megahit_001
NODE_93_length_11362_cov_25.6	ERS11702757-megahit_001
NODE_94_length_11295_cov_23.0	ERS11702757-megahit_001
NODE_96_length_11017_cov_32.6	ERS11702757-megahit_001
NODE_97_length_10800_cov_25.1	ERS11702757-megahit_001
NODE_98_length_10766_cov_25.0	ERS11702757-megahit_001
NODE_102_length_10572_cov_95.0	ERS11702757-megahit_001
NODE_103_length_10541_cov_23.2	ERS11702757-megahit_001
NODE_113_length_10015_cov_24.4	ERS11702757-megahit_001
NODE_114_length_9943_cov_33.3	ERS11702757-megahit_001
NODE_115_length_9890_cov_23.2	ERS11702757-megahit_001
NODE_119_length_9701_cov_25.2	ERS11702757-megahit_001
NODE_120_length_9652_cov_26.4	ERS11702757-megahit_001
NODE_122_length_9584_cov_26.4	ERS11702757-megahit_001
NODE_124_length_9552_cov_23.9	ERS11702757-megahit_001
NODE_127_length_9348_cov_25.2	ERS11702757-megahit_001
NODE_128_length_9326_cov_26.6	ERS11702757-megahit_001
NODE_131_length_9134_cov_25.5	ERS11702757-megahit_001
NODE_137_length_8889_cov_24.5	ERS11702757-megahit_001
NODE_138_length_8809_cov_25.0	ERS11702757-megahit_001
NODE_139_length_8781_cov_24.7	ERS11702757-megahit_001
NODE_145_length_8551_cov_23.2	ERS11702757-megahit_001
NODE_146_length_8545_cov_25.7	ERS11702757-megahit_001
NODE_148_length_8435_cov_24.7	ERS11702757-megahit_001
NODE_151_length_8222_cov_24.0	ERS11702757-megahit_001
NODE_154_length_8080_cov_23.8	ERS11702757-megahit_001
NODE_158_length_7881_cov_26.4	ERS11702757-megahit_001
NODE_163_length_7737_cov_26.1	ERS11702757-megahit_001
NODE_164_length_7678_cov_24.1	ERS11702757-megahit_001
NODE_169_length_7497_cov_24.0	ERS11702757-megahit_001
NODE_173_length_7417_cov_24.6	ERS11702757-megahit_001
NODE_174_length_7400_cov_24.6	ERS11702757-megahit_001
NODE_175_length_7352_cov_27.7	ERS11702757-megahit_001
NODE_179_length_7322_cov_32.9	ERS11702757-megahit_001
NODE_182_length_7260_cov_23.0	ERS11702757-megahit_001
NODE_190_length_6999_cov_25.0	ERS11702757-megahit_001
NODE_192_length_6981_cov_24.8	ERS11702757-megahit_001
NODE_196_length_6888_cov_29.5	ERS11702757-megahit_001
NODE_204_length_6658_cov_26.7	ERS11702757-megahit_001
NODE_207_length_6610_cov_23.2	ERS11702757-megahit_001
NODE_210_length_6554_cov_23.9	ERS11702757-megahit_001
NODE_214_length_6526_cov_24.9	ERS11702757-megahit_001
NODE_218_length_6481_cov_24.3	ERS11702757-megahit_001
NODE_220_length_6471_cov_23.0	ERS11702757-megahit_001
NODE_221_length_6445_cov_24.9	ERS11702757-megahit_001
NODE_222_length_6417_cov_23.4	ERS11702757-megahit_001
NODE_223_length_6409_cov_28.4	ERS11702757-megahit_001
NODE_225_length_6400_cov_23.6	ERS11702757-megahit_001
NODE_229_length_6360_cov_27.6	ERS11702757-megahit_001
NODE_230_length_6345_cov_24.1	ERS11702757-megahit_001
NODE_239_length_6225_cov_24.0	ERS11702757-megahit_001
NODE_240_length_6193_cov_24.8	ERS11702757-megahit_001
NODE_244_length_6142_cov_25.2	ERS11702757-megahit_001
NODE_246_length_6115_cov_23.5	ERS11702757-megahit_001
NODE_249_length_6058_cov_24.6	ERS11702757-megahit_001
NODE_252_length_5979_cov_25.4	ERS11702757-megahit_001
NODE_256_length_5960_cov_25.6	ERS11702757-megahit_001
NODE_258_length_5918_cov_24.0	ERS11702757-megahit_001
NODE_265_length_5775_cov_24.5	ERS11702757-megahit_001
NODE_266_length_5744_cov_23.5	ERS11702757-megahit_001
NODE_267_length_5738_cov_25.4	ERS11702757-megahit_001
NODE_268_length_5733_cov_23.8	ERS11702757-megahit_001
NODE_276_length_5644_cov_29.7	ERS11702757-megahit_001
NODE_277_length_5636_cov_24.7	ERS11702757-megahit_001
NODE_280_length_5574_cov_24.7	ERS11702757-megahit_001
NODE_284_length_5511_cov_30.8	ERS11702757-megahit_001
NODE_291_length_5371_cov_24.6	ERS11702757-megahit_001
NODE_292_length_5359_cov_24.6	ERS11702757-megahit_001
NODE_300_length_5254_cov_23.0	ERS11702757-megahit_001
NODE_301_length_5245_cov_26.3	ERS11702757-megahit_001
NODE_303_length_5220_cov_25.1	ERS11702757-megahit_001
NODE_307_length_5176_cov_24.7	ERS11702757-megahit_001
NODE_308_length_5167_cov_22.5	ERS11702757-megahit_001
NODE_314_length_5121_cov_25.0	ERS11702757-megahit_001
NODE_316_length_5049_cov_23.2	ERS11702757-megahit_001
NODE_321_length_5023_cov_23.1	ERS11702757-megahit_001
NODE_323_length_5008_cov_23.7	ERS11702757-megahit_001
NODE_324_length_4985_cov_25.7	ERS11702757-megahit_001
NODE_326_length_4983_cov_26.0	ERS11702757-megahit_001
NODE_328_length_4973_cov_25.9	ERS11702757-megahit_001
NODE_334_length_4894_cov_26.2	ERS11702757-megahit_001
NODE_336_length_4876_cov_25.8	ERS11702757-megahit_001
NODE_342_length_4854_cov_23.8	ERS11702757-megahit_001
NODE_345_length_4834_cov_29.0	ERS11702757-megahit_001
NODE_349_length_4792_cov_24.2	ERS11702757-megahit_001
NODE_353_length_4780_cov_34.0	ERS11702757-megahit_001
NODE_370_length_4574_cov_26.3	ERS11702757-megahit_001
NODE_373_length_4546_cov_29.7	ERS11702757-megahit_001
NODE_374_length_4539_cov_27.1	ERS11702757-megahit_001
NODE_377_length_4521_cov_25.1	ERS11702757-megahit_001
NODE_378_length_4515_cov_23.8	ERS11702757-megahit_001
NODE_384_length_4441_cov_24.1	ERS11702757-megahit_001
NODE_394_length_4400_cov_24.1	ERS11702757-megahit_001
NODE_403_length_4349_cov_23.9	ERS11702757-megahit_001
NODE_404_length_4332_cov_22.6	ERS11702757-megahit_001
NODE_408_length_4324_cov_24.0	ERS11702757-megahit_001
NODE_412_length_4308_cov_24.1	ERS11702757-megahit_001
NODE_416_length_4284_cov_27.7	ERS11702757-megahit_001
NODE_417_length_4281_cov_24.5	ERS11702757-megahit_001
NODE_423_length_4222_cov_25.4	ERS11702757-megahit_001
NODE_430_length_4161_cov_24.6	ERS11702757-megahit_001
NODE_433_length_4158_cov_23.6	ERS11702757-megahit_001
NODE_435_length_4152_cov_24.4	ERS11702757-megahit_001
NODE_444_length_4110_cov_23.0	ERS11702757-megahit_001
NODE_445_length_4105_cov_23.6	ERS11702757-megahit_001
NODE_452_length_4045_cov_22.6	ERS11702757-megahit_001
NODE_461_length_4014_cov_28.0	ERS11702757-megahit_001
NODE_464_length_4008_cov_27.9	ERS11702757-megahit_001
NODE_473_length_3936_cov_25.5	ERS11702757-megahit_001
NODE_476_length_3920_cov_26.1	ERS11702757-megahit_001
NODE_478_length_3908_cov_23.1	ERS11702757-megahit_001
NODE_487_length_3861_cov_33.1	ERS11702757-megahit_001
NODE_493_length_3817_cov_23.7	ERS11702757-megahit_001
NODE_508_length_3751_cov_21.9	ERS11702757-megahit_001
NODE_512_length_3724_cov_24.7	ERS11702757-megahit_001
NODE_515_length_3709_cov_28.3	ERS11702757-megahit_001
NODE_530_length_3634_cov_25.2	ERS11702757-megahit_001
NODE_534_length_3612_cov_23.5	ERS11702757-megahit_001
NODE_536_length_3609_cov_26.3	ERS11702757-megahit_001
NODE_537_length_3606_cov_23.2	ERS11702757-megahit_001
NODE_543_length_3564_cov_23.6	ERS11702757-megahit_001
NODE_551_length_3525_cov_23.8	ERS11702757-megahit_001
NODE_555_length_3514_cov_22.3	ERS11702757-megahit_001
NODE_564_length_3477_cov_23.9	ERS11702757-megahit_001
NODE_579_length_3419_cov_24.6	ERS11702757-megahit_001
NODE_586_length_3392_cov_25.4	ERS11702757-megahit_001
NODE_596_length_3371_cov_24.6	ERS11702757-megahit_001
NODE_613_length_3327_cov_51.9	ERS11702757-megahit_001
NODE_619_length_3301_cov_23.2	ERS11702757-megahit_001
NODE_623_length_3294_cov_24.3	ERS11702757-megahit_001
NODE_639_length_3226_cov_24.2	ERS11702757-megahit_001
NODE_648_length_3158_cov_25.3	ERS11702757-megahit_001
NODE_665_length_3114_cov_26.5	ERS11702757-megahit_001
NODE_674_length_3089_cov_23.1	ERS11702757-megahit_001
NODE_691_length_3058_cov_25.5	ERS11702757-megahit_001
NODE_735_length_2934_cov_28.7	ERS11702757-megahit_001
NODE_738_length_2923_cov_22.7	ERS11702757-megahit_001
NODE_742_length_2909_cov_25.7	ERS11702757-megahit_001
NODE_745_length_2897_cov_23.9	ERS11702757-megahit_001
NODE_748_length_2882_cov_27.8	ERS11702757-megahit_001
NODE_749_length_2879_cov_23.2	ERS11702757-megahit_001
NODE_759_length_2860_cov_24.0	ERS11702757-megahit_001
NODE_764_length_2848_cov_21.3	ERS11702757-megahit_001
NODE_773_length_2815_cov_26.3	ERS11702757-megahit_001
NODE_795_length_2779_cov_22.8	ERS11702757-megahit_001
NODE_866_length_2648_cov_24.0	ERS11702757-megahit_001
NODE_903_length_2594_cov_26.8	ERS11702757-megahit_001
NODE_905_length_2587_cov_23.9	ERS11702757-megahit_001
NODE_908_length_2586_cov_25.3	ERS11702757-megahit_001
NODE_912_length_2584_cov_23.3	ERS11702757-megahit_001
NODE_916_length_2580_cov_23.6	ERS11702757-megahit_001
NODE_922_length_2572_cov_36.3	ERS11702757-megahit_001
NODE_925_length_2565_cov_25.1	ERS11702757-megahit_001
NODE_943_length_2516_cov_26.0	ERS11702757-megahit_001
NODE_1009_length_2428_cov_25.0	ERS11702757-megahit_001
NODE_1048_length_2376_cov_24.9	ERS11702757-megahit_001
NODE_1057_length_2368_cov_27.0	ERS11702757-megahit_001
NODE_1064_length_2362_cov_24.0	ERS11702757-megahit_001
NODE_1077_length_2334_cov_26.0	ERS11702757-megahit_001
NODE_1087_length_2322_cov_22.9	ERS11702757-megahit_001
NODE_1099_length_2299_cov_24.7	ERS11702757-megahit_001
NODE_1109_length_2285_cov_25.0	ERS11702757-megahit_001
NODE_1137_length_2238_cov_22.8	ERS11702757-megahit_001
NODE_1153_length_2224_cov_24.0	ERS11702757-megahit_001
NODE_1181_length_2193_cov_28.5	ERS11702757-megahit_001
NODE_1235_length_2141_cov_22.7	ERS11702757-megahit_001
NODE_1280_length_2098_cov_25.0	ERS11702757-megahit_001
NODE_1295_length_2082_cov_50.5	ERS11702757-megahit_001
NODE_1304_length_2073_cov_23.6	ERS11702757-megahit_001
NODE_1319_length_2063_cov_27.8	ERS11702757-megahit_001
NODE_1344_length_2041_cov_26.1	ERS11702757-megahit_001
NODE_1358_length_2032_cov_26.1	ERS11702757-megahit_001
NODE_1384_length_2009_cov_23.5	ERS11702757-megahit_001
NODE_1419_length_1981_cov_24.7	ERS11702757-megahit_001
NODE_1440_length_1963_cov_22.3	ERS11702757-megahit_001
NODE_1482_length_1925_cov_21.8	ERS11702757-megahit_001
NODE_1509_length_1903_cov_23.8	ERS11702757-megahit_001
NODE_1563_length_1869_cov_25.1	ERS11702757-megahit_001
NODE_1591_length_1849_cov_57.9	ERS11702757-megahit_001
NODE_1898_length_1689_cov_25.6	ERS11702757-megahit_001
NODE_1967_length_1652_cov_21.6	ERS11702757-megahit_001
NODE_1996_length_1642_cov_21.1	ERS11702757-megahit_001
NODE_2039_length_1624_cov_24.2	ERS11702757-megahit_001
NODE_2180_length_1562_cov_23.9	ERS11702757-megahit_001
NODE_2207_length_1555_cov_24.3	ERS11702757-megahit_001
NODE_2277_length_1526_cov_26.8	ERS11702757-megahit_001
NODE_2315_length_1513_cov_147.0	ERS11702757-megahit_001
NODE_2326_length_1509_cov_22.9	ERS11702757-megahit_001
NODE_2340_length_1504_cov_22.0	ERS11702757-megahit_001
