Sample	Query	checkv_quality	vOTU	Rank	Kingdom	Phylum	Class	Order	Family	Genus	Species
CMC021.B	phage_comp_109_cycle_1	Low-quality	vOTU_03402312	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_146_cycle_1	Low-quality	vOTU_08599733	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_146_cycle_2	Low-quality	vOTU_08599733	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_146_cycle_3	Low-quality	vOTU_08599733	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_166_cycle_1	Medium-quality	vOTU_02623182	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_166_cycle_2	Medium-quality	vOTU_06836516	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_166_cycle_3	Medium-quality	vOTU_06836516	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_166_cycle_4	Medium-quality	vOTU_01764338	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_188_cycle_1	Complete	vOTU_00687733	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_221_cycle_1	Low-quality	vOTU_01403758	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_293_cycle_1	Complete	vOTU_01914038	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_293_cycle_2	Complete	vOTU_01914038	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_299_cycle_1	Complete	vOTU_02331588	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_299_cycle_2	Complete	vOTU_02331588	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_340_cycle_1	Medium-quality	vOTU_00040877	r__Varidnaviria	k__Bamfordvirae	p__Nucleocytoviricota	c__Megaviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_346_cycle_1	Medium-quality	vOTU_08674145	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__Tanisvirus	s__
CMC021.B	phage_comp_376_cycle_1	Low-quality	vOTU_07377846	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_505_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC021.B	phage_comp_505_cycle_2	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC021.B	phage_comp_511_cycle_1	Complete	vOTU_03402070	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_555_cycle_1	Low-quality	vOTU_07937050	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_594_cycle_1	Low-quality	vOTU_05080248	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_613_cycle_1	Medium-quality	vOTU_01764340	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_627_cycle_1	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_640_cycle_1	Medium-quality	vOTU_01430708	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_803_cycle_1	Low-quality	vOTU_05039491	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_80_cycle_1	Low-quality	vOTU_01956413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_80_cycle_2	Low-quality	vOTU_01956413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_829_cycle_1	Low-quality	vOTU_01637377	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_91_cycle_1	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_91_cycle_2	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_91_cycle_3	Complete	vOTU_02331325	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_93_cycle_1	Low-quality	vOTU_08513735	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_93_cycle_2	Low-quality	vOTU_08513735	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC021.B	phage_comp_948_cycle_1	Low-quality	vOTU_07162661	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_166_cycle_1	Not-determined	vOTU_03392714	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_198_cycle_1	Medium-quality	vOTU_01920106	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_216_cycle_1	Complete	vOTU_01754860	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_216_cycle_2	Complete	vOTU_01754860	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_264_cycle_1	Low-quality	vOTU_02885317	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_2_cycle_1	Complete	vOTU_07933753	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_2_cycle_2	Complete	vOTU_07957910	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_416_cycle_1	Medium-quality	vOTU_07957179	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_739_cycle_1	Low-quality	vOTU_02624297	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_825_cycle_1	Low-quality	vOTU_01378384	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC022.B	phage_comp_879_cycle_1	Medium-quality	vOTU_01858900	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_1039_cycle_1	Complete	vOTU_01469382	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_1054_cycle_1	Medium-quality	vOTU_07933574	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_1061_cycle_1	Low-quality	vOTU_01431460	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_156_cycle_1	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_156_cycle_2	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_198_cycle_1	Low-quality	vOTU_01959805	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_198_cycle_2	Low-quality	vOTU_00232864	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_290_cycle_1	Medium-quality	vOTU_01406756	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_35_cycle_1	Low-quality	vOTU_07478299	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_382_cycle_1	Complete	vOTU_01403479	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_404_cycle_1	Medium-quality	vOTU_06793489	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_404_cycle_2	Medium-quality	vOTU_02331373	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_547_cycle_1	Medium-quality	vOTU_07941078	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_5_cycle_1	Low-quality	vOTU_01918338	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_638_cycle_1	Low-quality	vOTU_01754854	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_896_cycle_1	Low-quality	vOTU_07592329	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.A	phage_comp_954_cycle_1	Low-quality	vOTU_06509581	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_111_cycle_1	Low-quality	vOTU_02623218	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_149_cycle_1	Low-quality	vOTU_01754940	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_195_cycle_1	Complete	vOTU_01404386	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_207_cycle_1	Complete	vOTU_01628811	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_244_cycle_1	Not-determined	vOTU_05729828	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_244_cycle_2	Not-determined	vOTU_05729828	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_263_cycle_1	High-quality	vOTU_03372309	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_303_cycle_1	Low-quality	vOTU_01857546	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_305_cycle_1	Complete	vOTU_00242324	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_349_cycle_1	Low-quality	vOTU_01860087	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_361_cycle_1	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_361_cycle_2	Complete	vOTU_02823413	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_402_cycle_1	Not-determined	vOTU_07945753	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_402_cycle_2	Not-determined	vOTU_07945753	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_417_cycle_1	Low-quality	vOTU_07966861	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_456_cycle_1	Medium-quality	vOTU_00526903	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_459_cycle_1	Complete	vOTU_02330547	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_469_cycle_1	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_65_cycle_1	Complete	vOTU_03412815	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_65_cycle_2	Complete	vOTU_03412815	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_660_cycle_1	Low-quality	vOTU_03366099	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_663_cycle_1	Medium-quality	vOTU_01919085	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_716_cycle_1	Complete	vOTU_03401853	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_93_cycle_1	High-quality	vOTU_08509007	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_93_cycle_2	High-quality	vOTU_08509007	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC023.B	phage_comp_93_cycle_3	High-quality	vOTU_08509007	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_1062_cycle_1	Complete	vOTU_03294212	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_1096_cycle_1	Low-quality	vOTU_01430795	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_189_cycle_1	Low-quality	vOTU_00688235	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_189_cycle_2	Low-quality	vOTU_00688235	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_267_cycle_2	Not-determined	vOTU_08491942	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_267_cycle_3	Not-determined	vOTU_08491942	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_319_cycle_1	Not-determined	vOTU_05736813	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_323_cycle_1	Not-determined	vOTU_03366392	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_335_cycle_1	Low-quality	vOTU_07946611	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_35_cycle_1	Complete	vOTU_01404334	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_35_cycle_2	Complete	vOTU_01404334	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_382_cycle_1	Complete	vOTU_02383666	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_485_cycle_1	Low-quality	vOTU_04326084	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_485_cycle_2	Low-quality	vOTU_04326084	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_514_cycle_1	Low-quality	vOTU_02823455	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_535_cycle_1	Not-determined	vOTU_05046971	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_572_cycle_1	Complete	vOTU_08614450	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_574_cycle_1	Low-quality	vOTU_01403650	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_867_cycle_1	Medium-quality	vOTU_01749407	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC024.B	phage_comp_903_cycle_1	Medium-quality	vOTU_07942371	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_101_cycle_1	Low-quality	vOTU_01406147	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_101_cycle_2	Low-quality	vOTU_01406147	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_136_cycle_1	Low-quality	vOTU_01635830	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_141_cycle_1	Complete	vOTU_01955975	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_141_cycle_2	Complete	vOTU_01955975	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_161_cycle_1	Not-determined	vOTU_01468671	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_165_cycle_1	Not-determined	vOTU_05729828	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_165_cycle_2	Not-determined	vOTU_05729828	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_196_cycle_1	Complete	vOTU_02624734	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_196_cycle_2	Complete	vOTU_02331120	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_196_cycle_3	Complete	vOTU_01407877	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_196_cycle_4	Complete	vOTU_02331120	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_212_cycle_1	Not-determined	vOTU_00687981	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_212_cycle_2	Not-determined	vOTU_00687981	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_246_cycle_1	Complete	vOTU_07734929	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_246_cycle_2	Complete	vOTU_07734929	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_265_cycle_1	Complete	vOTU_02330775	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_265_cycle_2	Complete	vOTU_02330775	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_282_cycle_1	Complete	vOTU_07957501	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_282_cycle_2	Complete	vOTU_07957501	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_282_cycle_3	Complete	vOTU_07957501	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_304_cycle_1	Complete	vOTU_01916796	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_309_cycle_1	Complete	vOTU_08508989	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_309_cycle_2	Complete	vOTU_08508989	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_360_cycle_1	Not-determined	vOTU_00238264	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_360_cycle_2	Not-determined	vOTU_00803849	r__Varidnaviria	k__Bamfordvirae	p__Nucleocytoviricota	c__Megaviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_360_cycle_3	Not-determined	vOTU_00238264	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_412_cycle_1	Not-determined	vOTU_01690719	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_412_cycle_2	Not-determined	vOTU_01690719	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_412_cycle_3	Not-determined	vOTU_01690719	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_42_cycle_1	Complete	vOTU_03402070	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_519_cycle_1	Low-quality	vOTU_02846317	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_556_cycle_1	Low-quality	vOTU_05340230	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_572_cycle_1	Not-determined	vOTU_00001096	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
CMC025.B	phage_comp_653_cycle_1	Complete	vOTU_07977704	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_7_cycle_1	Not-determined	vOTU_02058933	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_810_cycle_1	Medium-quality	vOTU_01424315	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_81_cycle_1	Low-quality	vOTU_01749500	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_835_cycle_1	Low-quality	vOTU_01949086	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC025.B	phage_comp_839_cycle_1	Medium-quality	vOTU_08550240	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_108_cycle_1	Complete	vOTU_02624554	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_108_cycle_2	Complete	vOTU_02624554	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_108_cycle_3	Complete	vOTU_02624554	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_136_cycle_1	Complete	vOTU_02625170	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_136_cycle_2	Complete	vOTU_05733554	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
CMC026.B	phage_comp_143_cycle_1	Complete	vOTU_00658437	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
