Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_2924_length_5293_cov_3.8719	NODE_2924_length_5293_cov_3.8719@1	2910	3635	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['9.30e-05']	[0.372]	[0.324]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_869_length_11514_cov_4.77782	NODE_869_length_11514_cov_4.77782@1	7221	7982	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['2.80e-10']	[0.634]	[0.539]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_12323_length_1633_cov_3.85805	NODE_12323_length_1633_cov_3.85805@1	3	1360	False	0%	67%	I-A	4	['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[1, 2]	['1.70e-75', '7.40e-15']	[0.797, 0.695]	[0.996, 0.835]		-1	hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_204_length_26499_cov_5.24331	NODE_204_length_26499_cov_5.24331@1	2735	3199	False	17%		III-B	4	['Cmr5gr11_11_CAS-III-B']	[4]	['1.40e-03']	[0.394]	[0.335]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_5120_length_3444_cov_3.76837	NODE_5120_length_3444_cov_3.76837@1	1275	2144	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['1.20e-27']	[0.652]	[0.58]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_3050_length_5115_cov_3.34605	NODE_3050_length_5115_cov_3.34605@1	4528	5115	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['2.20e-07']	[0.515]	[0.363]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_3304_length_4823_cov_4.21581	NODE_3304_length_4823_cov_4.21581@1	907	1593	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['1.90e-11']	[0.349]	[0.746]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_4646_length_3708_cov_3.68902	NODE_4646_length_3708_cov_3.68902@1	108	2117	False	20%		IV-D	4	['RecD_0_IVD']	[2]	['1.30e-39']	[0.497]	[0.406]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_12910_length_1566_cov_3.65718	NODE_12910_length_1566_cov_3.65718@1	195	1565	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.40e-03']	[0.473]	[0.669]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_9795_length_2009_cov_10.8941	NODE_9795_length_2009_cov_10.8941@1	781	1512	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.40e-03']	[0.389]	[0.324]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_3904_length_4265_cov_3.44133	NODE_3904_length_4265_cov_3.44133@1	2057	2722	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['8.30e-05']	[0.595]	[0.44]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_2084_length_6656_cov_4.73731	NODE_2084_length_6656_cov_4.73731@1	3	365	False	17%		III-C	4	['Cmr5gr11_1_CAS-III-C']	[1]	['3.40e-04']	[0.62]	[0.428]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_1647_length_7726_cov_5.24782	NODE_1647_length_7726_cov_5.24782@1	3767	5119	False	17%	0%	I-E	4	['Cas6_0_IE']	[7]	['1.00e-03']	[0.31]	[0.505]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_10290_length_1925_cov_2.65187	NODE_10290_length_1925_cov_2.65187@1	1393	1923	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['7.60e-16']	[0.723]	[0.738]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_1516_length_8128_cov_5.11904	NODE_1516_length_8128_cov_5.11904@1	2619	3839	False	25%		IV-B	2	['Cas11_2_IV', 'AbiEii_0_CAS-III']	[4, 5]	['8.80e-03', '5.70e-11']	[0.514, 0.49]	[0.342, 0.419]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_7557_length_2507_cov_3.13295	NODE_7557_length_2507_cov_3.13295@1	617	1378	False	17%	0%	I-E	4	['Cse2gr11_5_CAS-I-E']	[3]	['1.70e-04']	[0.335]	[0.603]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_4653_length_3703_cov_2.94792	NODE_4653_length_3703_cov_2.94792@1	980	1462	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['3.40e-05']	[0.497]	[0.367]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_6763_length_2755_cov_2.92704	NODE_6763_length_2755_cov_2.92704@1	580	1287	False	0%		IV-B	3	['CysH_0_IVB']	[3]	['1.80e-08']	[0.653]	[0.627]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_10459_length_1897_cov_3.29805	NODE_10459_length_1897_cov_3.29805@1	287	1897	False	20%		IV-A1	2	['Csf4_0_IVA']	[2]	['6.90e-49']	[0.989]	[0.79]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_11338_length_1764_cov_2.54827	NODE_11338_length_1764_cov_2.54827@1	1157	1762	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.50e-03']	[0.431]	[0.313]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_6757_length_2757_cov_3.55699	NODE_6757_length_2757_cov_3.55699@1	1354	2163	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.10e-05']	[0.563]	[0.511]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_13376_length_1515_cov_2.98356	NODE_13376_length_1515_cov_2.98356@1	2	1167	False	0%	67%	I-A	4	['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[1, 2]	['2.80e-77', '1.80e-16']	[0.976, 0.705]	[0.996, 0.873]		-1	hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_12513_length_1610_cov_5.20257	NODE_12513_length_1610_cov_5.20257@1	1019	1609	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.60e-04']	[0.518]	[0.349]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_1183_length_9448_cov_5.27159	NODE_1183_length_9448_cov_5.27159@1	7111	8376	False	0%		IV-B	3	['CysH_0_IVB']	[5]	['1.60e-07']	[0.363]	[0.606]			hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_2338_length_6176_cov_4.21173	NODE_2338_length_6176_cov_4.21173@1	2144	3643	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[3]	['2.10e-04']	[0.34]	[0.339]		1	hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_5435_length_3278_cov_3.02886	NODE_5435_length_3278_cov_3.02886@1	2	3189	Ambiguous	['60%', '33%']	['NA', 'NA']	['III-A', 'III-D']	6	['Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_0_CAS-III-A-III-D', 'Csm5gr7_3_CAS-III-A-III-D']	[1, 2, 3]	['3.60e-75', '1.10e-113', '4.00e-22']	[0.911, 0.981, 0.638]	[0.967, 0.994, 0.698]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.23	putative
NODE_7861_length_2429_cov_14.35	NODE_7861_length_2429_cov_14.35@1	3	1601	False	0%		III-A	1	['TPR_0_CAS-III-A']	[1]	['3.00e-16']	[0.687]	[0.591]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_1373_length_8643_cov_10.3646	NODE_1373_length_8643_cov_10.3646@1	8123	8509	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[10]	['3.00e-21']	[0.729]	[0.873]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_449_length_17308_cov_10.6437	NODE_449_length_17308_cov_10.6437@1	6043	7071	False	0%		III-A	1	['TPR_1_CAS-III-A']	[7]	['4.30e-07']	[0.496]	[0.32]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_60_length_48739_cov_7.33997	NODE_60_length_48739_cov_7.33997@1	36678	37289	False	20%	0%	I-B	4	['Cas5_5_CAS-I-B']	[42]	['2.10e-03']	[0.691]	[0.491]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_2663_length_5657_cov_8.34773	NODE_2663_length_5657_cov_8.34773@1	3845	4675	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.10e-05']	[0.336]	[0.331]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_2117_length_6583_cov_12.8298	NODE_2117_length_6583_cov_12.8298@1	1	582	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.40e-05']	[0.577]	[0.391]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_4553_length_3775_cov_5.50699	NODE_4553_length_3775_cov_5.50699@1	1	2097	False	20%		III-A	3	['Cas10_0_III', 'Cas6_15_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI']	[1, 2, 3]	['1.00e-25', '6.60e-03', '8.10e-53']	[0.624, 0.429, 0.973]	[0.394, 0.866, 0.986]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_405_length_18316_cov_7.5175	NODE_405_length_18316_cov_7.5175@1	4336	5112	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.40e-05']	[0.34]	[0.306]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_208_length_26435_cov_7.576	NODE_208_length_26435_cov_7.576@1	5596	6174	False	0%		III-B	1	['HTH_0_CAS-III-B']	[7]	['1.50e-03']	[0.373]	[0.327]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_1367_length_8674_cov_12.9264	NODE_1367_length_8674_cov_12.9264@1	7621	7980	False	0%	33%	I-A	1	['Cas4_0_I-II']	[10]	['1.10e-04']	[0.792]	[0.567]		-1	hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_7190_length_2618_cov_6.72844	NODE_7190_length_2618_cov_6.72844@1	1586	2329	False	0%		III-A	1	['AbiEii_1_CAS-III-A']	[3]	['6.10e-03']	[0.496]	[0.358]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3664_length_4461_cov_13.1659	NODE_3664_length_4461_cov_13.1659@1	2028	4445	False	0%		III-B	1	['TPR_1_CAS-III-B']	[3]	['9.10e-19']	[0.638]	[0.309]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_336_length_20169_cov_8.09212	NODE_336_length_20169_cov_8.09212@1	10875	11882	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['2.40e-06']	[0.461]	[0.511]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_112_length_35160_cov_10.8563	NODE_112_length_35160_cov_10.8563@1	21283	23178	False	0%		III-A	1	['AbiEii_0_CAS-III']	[25]	['4.10e-08']	[0.324]	[0.401]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_186_length_28106_cov_9.56383	NODE_186_length_28106_cov_9.56383@1	11989	12960	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[15]	['2.10e-14']	[0.534]	[0.988]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_642_length_13917_cov_11.1998	NODE_642_length_13917_cov_11.1998@1	13446	13916	False	0%		III-A	3	['Csx21_0_CAS-III-A']	[15]	['7.80e-05']	[0.745]	[0.562]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_226_length_25198_cov_10.4388	NODE_226_length_25198_cov_10.4388@1	4831	5532	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['3.30e-04']	[0.491]	[0.377]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3029_length_5140_cov_7.95733	NODE_3029_length_5140_cov_7.95733@1	1317	2045	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.40e-07']	[0.444]	[0.37]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_163_length_29663_cov_10.1012	NODE_163_length_29663_cov_10.1012@1	7732	8457	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['4.00e-04']	[0.467]	[0.384]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_1279_length_8995_cov_8.01298	NODE_1279_length_8995_cov_8.01298@1	7733	8410	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['1.70e-04']	[0.562]	[0.433]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_1453_length_8362_cov_8.64452	NODE_1453_length_8362_cov_8.64452@1	698	5438	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[2, 5]	['8.60e-08', '3.70e-05']	[0.472, 0.384]	[0.363, 0.472]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3006_length_5176_cov_7.84085	NODE_3006_length_5176_cov_7.84085@1	3766	5088	False	0%		III-A	1	['TPR_1_CAS-III-A']	[3]	['1.90e-07']	[0.671]	[0.576]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_4050_length_4164_cov_9.66099	NODE_4050_length_4164_cov_9.66099@1	1302	2075	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.00e-05']	[0.457]	[0.415]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3281_length_4852_cov_9.69106	NODE_3281_length_4852_cov_9.69106@1	229	1176	False	29%	0%	I-A	2	['Cas3HD_1_CAS-I']	[1]	['1.50e-03']	[0.313]	[0.534]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_764_length_12374_cov_7.40377	NODE_764_length_12374_cov_7.40377@1	1011	1778	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.50e-05']	[0.34]	[0.324]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_594_length_14658_cov_9.40841	NODE_594_length_14658_cov_9.40841@1	6117	7229	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.10e-04']	[0.31]	[0.408]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_855_length_11608_cov_8.00563	NODE_855_length_11608_cov_8.00563@1	2609	4615	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[5]	['3.50e-05']	[0.326]	[0.537]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3604_length_4517_cov_8.85657	NODE_3604_length_4517_cov_8.85657@1	297	719	False	17%	0%	I-E	4	['Cse2gr11_5_CAS-I-E']	[2]	['2.10e-04']	[0.645]	[0.452]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_163_length_29663_cov_10.1012	NODE_163_length_29663_cov_10.1012@2	28532	29524	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[29]	['1.10e-56']	[0.604]	[1.0]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_5625_length_3186_cov_14.0335	NODE_5625_length_3186_cov_14.0335@1	2324	3184	False	0%		III-A	1	['TPR_0_CAS-III-A']	[4]	['1.40e-06']	[0.808]	[0.425]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_11314_length_1766_cov_9.82116	NODE_11314_length_1766_cov_9.82116@1	145	750	False	14%	0%	I-A	4	['Cas8a2_3_CAS-I-A']	[2]	['1.40e-04']	[0.54]	[0.303]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_584_length_14803_cov_7.47403	NODE_584_length_14803_cov_7.47403@1	2895	6899	False	0%		III-A	1	['AbiEii_0_CAS-III', 'WYL_3_CAS-I-II-III-IV-V-VI']	[4, 7]	['8.20e-05', '8.40e-14']	[0.484, 0.573]	[0.366, 0.988]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_11683_length_1716_cov_6.98916	NODE_11683_length_1716_cov_6.98916@1	377	1714	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.70e-09']	[0.316]	[0.482]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_1573_length_7920_cov_8.30515	NODE_1573_length_7920_cov_8.30515@1	556	7353	False	20%		IV-A1	2	['AbiEii_0_CAS-III', 'Csf4_0_IVA']	[2, 6]	['4.00e-08', '7.20e-53']	[0.544, 0.797]	[0.468, 0.907]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_2790_length_5476_cov_8.60026	NODE_2790_length_5476_cov_8.60026@1	4107	5348	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.50e-07']	[0.321]	[0.419]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_3648_length_4472_cov_6.31696	NODE_3648_length_4472_cov_6.31696@1	2156	2995	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['8.40e-08']	[0.404]	[0.398]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_208_length_26435_cov_7.576	NODE_208_length_26435_cov_7.576@2	18728	19315	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[17]	['7.20e-05']	[0.423]	[0.438]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_751_length_12570_cov_9.46752	NODE_751_length_12570_cov_9.46752@1	155	2227	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['1.80e-13']	[0.431]	[0.83]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_504_length_16154_cov_9.5155	NODE_504_length_16154_cov_9.5155@1	14744	15679	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[16]	['7.80e-21']	[0.538]	[0.901]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_4512_length_3802_cov_10.5927	NODE_4512_length_3802_cov_10.5927@1	789	3494	False	0%		III-A	1	['AbiEii_0_CAS-III', 'CasR_1_CAS-I-II-III-IV-V-VI']	[3, 5]	['8.40e-06', '3.50e-03']	[0.573, 0.516]	[0.475, 0.404]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_2922_length_5294_cov_10.3117	NODE_2922_length_5294_cov_10.3117@1	1022	1939	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['1.40e-21']	[0.768]	[0.641]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_60_length_48739_cov_7.33997	NODE_60_length_48739_cov_7.33997@2	43376	44937	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[51, 52]	['2.30e-07', '2.00e-03']	[0.688, 0.471]	[0.616, 0.433]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_798_length_12003_cov_13.0873	NODE_798_length_12003_cov_13.0873@1	7677	8684	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['3.60e-03']	[0.31]	[0.366]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_6794_length_2745_cov_14.2784	NODE_6794_length_2745_cov_14.2784@1	179	2584	False	0%		III-B	1	['TPR_1_CAS-III-B']	[1]	['4.40e-16']	[0.792]	[0.534]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_369_length_19248_cov_8.11707	NODE_369_length_19248_cov_8.11707@1	999	2725	False	0%		III-A	2	['Csx1_7_CAS-III', 'Csx20_2_CAS-I-III']	[2, 3]	['1.90e-48', '3.90e-37']	[0.731, 0.992]	[0.987, 0.969]			hard_palate	industrial	HMP_2012__SRS062878__bin.31	putative
NODE_794_length_12033_cov_32.7905	NODE_794_length_12033_cov_32.7905@1	634	1473	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['6.20e-24']	[0.661]	[0.431]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_71_length_42442_cov_34.068	NODE_71_length_42442_cov_34.068@1	13195	14109	False	0%		IV-B	3	['CysH_0_IVB']	[15]	['1.10e-16']	[0.58]	[0.687]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_368_length_19258_cov_31.2451	NODE_368_length_19258_cov_31.2451@1	7544	10122	False	20%		IV-D	4	['AbiEii_0_CAS-III', 'RecD_0_IVD']	[7, 8]	['5.40e-05', '6.60e-41']	[0.566, 0.565]	[0.454, 0.402]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1815_length_7316_cov_28.1654	NODE_1815_length_7316_cov_28.1654@1	1965	3038	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.00e-04']	[0.327]	[0.352]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_5421_length_3282_cov_31.9712	NODE_5421_length_3282_cov_31.9712@1	1193	3280	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.40e-11']	[0.338]	[0.654]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1953_length_6993_cov_34.0839	NODE_1953_length_6993_cov_34.0839@1	4944	5672	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['1.80e-09']	[0.547]	[0.458]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_4677_length_3688_cov_23.6356	NODE_4677_length_3688_cov_23.6356@1	942	1673	False	0%		IV-B	3	['CysH_0_IVB']	[2]	['1.00e-08']	[0.701]	[0.671]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_2034_length_6779_cov_39.3056	NODE_2034_length_6779_cov_39.3056@1	3670	4320	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.10e-03']	[0.433]	[0.317]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_992_length_10624_cov_39.3981	NODE_992_length_10624_cov_39.3981@1	7776	9926	False	20%		IV-A1	2	['Csf4_0_IVA']	[10]	['7.70e-35']	[0.678]	[0.721]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1045_length_10312_cov_38.4192	NODE_1045_length_10312_cov_38.4192@1	4327	5058	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['2.20e-09']	[0.41]	[0.342]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_3110_length_5051_cov_34.1153	NODE_3110_length_5051_cov_34.1153@1	2297	2896	False	17%		III-B	4	['Cmr5gr11_12_CAS-III-B']	[4]	['5.10e-03']	[0.4]	[0.546]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_838_length_11779_cov_34.0334	NODE_838_length_11779_cov_34.0334@1	4456	11777	False	17%		III-D	3	['Csx19_11_CAS-III-D', 'Cas3_0_CAS-I']	[4, 8]	['8.90e-03', '1.30e-07']	[0.446, 0.557]	[0.511, 0.609]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1804_length_7336_cov_37.3756	NODE_1804_length_7336_cov_37.3756@1	3610	4503	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6]	['5.40e-03']	[0.319]	[0.729]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_4502_length_3809_cov_37.2928	NODE_4502_length_3809_cov_37.2928@1	2953	3807	False	0%		III-B	3	['Csx16_0_CAS-III-B']	[5]	['5.90e-03']	[0.502]	[0.857]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1884_length_7132_cov_35.428	NODE_1884_length_7132_cov_35.428@1	1673	2572	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['8.30e-05']	[0.43]	[0.387]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1033_length_10389_cov_28.9881	NODE_1033_length_10389_cov_28.9881@1	776	1543	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.30e-09']	[0.52]	[0.465]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_366_length_19280_cov_31.0423	NODE_366_length_19280_cov_31.0423@1	5575	6348	False	25%		IV-B	2	['Cas11_2_IV']	[8]	['8.20e-04']	[0.333]	[0.422]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_7458_length_2534_cov_39.2674	NODE_7458_length_2534_cov_39.2674@1	3	1268	False	20%	0%	I-D	4	['Cas3_1_CAS-I-D']	[1]	['5.20e-06']	[0.372]	[0.428]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_2386_length_6102_cov_34.722	NODE_2386_length_6102_cov_34.722@1	3083	3820	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['5.90e-06']	[0.524]	[0.44]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_384_length_18782_cov_39.3292	NODE_384_length_18782_cov_39.3292@1	559	3937	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	6	['Cas2_5_CAS-I-II-III-IV-V-VI', 'Cas1_0_II', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_1_II']	[2, 3, 4, 5]	['1.70e-32', '1.70e-33', '1.30e-60', '5.10e-280']	[0.986, 0.792, 0.965, 0.989]	[0.595, 0.367, 0.604, 0.653]	-1	-1	hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_1424_length_8460_cov_33.5386	NODE_1424_length_8460_cov_33.5386@1	7622	8458	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['3.60e-03']	[0.416]	[0.408]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_2268_length_6292_cov_36.2932	NODE_2268_length_6292_cov_36.2932@1	1705	4655	False	50%		V-K	2	['TnsB_0_V-K', 'TnsC_0_V-K']	[4, 5]	['7.80e-05', '3.10e-08']	[0.324, 0.443]	[0.359, 0.488]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_4123_length_4098_cov_31.98	NODE_4123_length_4098_cov_31.98@1	3276	4013	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[5]	['1.30e-35']	[0.667]	[0.994]			hard_palate	industrial	HMP_2012__SRS062878__bin.32	putative
NODE_3069_length_5096_cov_6.99663	NODE_3069_length_5096_cov_6.99663@1	2607	4793	False	20%		III-A	3	['Csm3gr7_0_CAS-III-A-III-D', 'AbiEii_0_CAS-III']	[3, 5]	['8.50e-03', '7.60e-06']	[0.437, 0.453]	[0.486, 0.352]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2275_length_6282_cov_3.86462	NODE_2275_length_6282_cov_3.86462@1	5479	6282	False	0%		VI-B1	2	['tm_4_0_CAS-VI-B']	[8]	['5.10e-03']	[0.396]	[0.373]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_12769_length_1579_cov_7.07218	NODE_12769_length_1579_cov_7.07218@1	3	1145	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['3.70e-08']	[0.507]	[0.552]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
