Bin	Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Oral_site
ERS11702777.bin.r.1	EIEACK_01660	-	-	-	GT2	N	1	AC
ERS11702777.bin.r.1	EIEACK_01855	-	-	-	GT4	N	1	AC
ERS11702777.bin.r.1	EIEACK_02440	-	-	-	CBM50	N	1	AC
ERS11702777.bin.r.1	EIEACK_04970	-	-	-	GT2	N	1	AC
ERS11702777.bin.r.1	EIEACK_05385	-	-	-	GH130	N	1	AC
ERS11702777.bin.r.1	EIEACK_06520	-	-	-	GT4	N	1	AC
ERS11702777.bin.r.1	EIEACK_06945	-	-	-	CBM50	N	1	AC
ERS11702777.bin.r.1	EIEACK_06980	-	-	-	GT2	N	1	AC
ERS11702777.bin.r.1	EIEACK_07170	-	-	-	GT2	N	1	AC
ERS11702777.bin.r.1	EIEACK_07180	-	-	-	GT2	N	1	AC
ERS11702777.bin.r.1	EIEACK_07340	-	-	-	CBM50	N	1	AC
ERS11702777.bin.r.1	EIEACK_09225	-	-	-	GT0	N	1	AC
ERS11702779.bin.r.1	JLAOLK_00195	-	CE1(11-257)	-	-	N	1	AC
ERS11702779.bin.r.1	JLAOLK_00490	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_02345	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702779.bin.r.1	JLAOLK_02605	-	AA3(2-400)	-	-	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03085	-	GT83(65-424)	-	-	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03340	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_03410	-	GT2(7-124)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_03415	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_03420	-	GT2(4-126)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_03995	-	GT2(5-132)	GT2	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_04000	-	GT2(5-134)	GT2	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_04005	-	GT2(5-156)	GT2	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_04010	-	GT2(5-157)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_04345	-	GT2(7-164)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_04360	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_04880	-	GT2(19-142)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_05980	-	GT2(19-149)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_06040	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_06055	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_06210	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702779.bin.r.1	JLAOLK_07005	-	GT2(18-152)	GT2	-	N	2	AC
ERS11702779.bin.r.1	JLAOLK_07175	-	GT2(7-144)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_07520	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702779.bin.r.1	JLAOLK_07665	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702779.bin.r.1	JLAOLK_08795	-	GT2(5-168)	GT2	GT2	N	3	AC
ERS11702779.bin.r.1	JLAOLK_07585	-	-	GT28_e129	GT28	N	2	AC
ERS11702779.bin.r.1	JLAOLK_00555	-	-	-	GT2	N	1	AC
ERS11702779.bin.r.1	JLAOLK_01990	-	-	-	CBM50	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03065	-	-	-	GT0	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03380	-	-	-	GT2	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03390	-	-	-	GT2	N	1	AC
ERS11702779.bin.r.1	JLAOLK_03990	-	-	-	GT2	N	1	AC
ERS11702779.bin.r.1	JLAOLK_04375	-	-	-	CBM50	N	1	AC
ERS11702779.bin.r.1	JLAOLK_04845	-	-	-	CBM50	N	1	AC
ERS11702779.bin.r.1	JLAOLK_04875	-	-	-	GT4	N	1	AC
ERS11702779.bin.r.1	JLAOLK_04910	-	-	-	GH130	N	1	AC
ERS11702779.bin.r.1	JLAOLK_06060	-	-	-	GT4	N	1	AC
ERS11702779.bin.r.1	JLAOLK_06710	-	-	-	GT2	N	1	AC
ERS11702779.bin.r.1	JLAOLK_07315	-	-	-	GT4	N	1	AC
ERS11702779.bin.r.1	JLAOLK_07610	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_01655	-	GT2(6-151)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_02720	-	GT66(41-770)	GT66_e12	GT66	N	3	AC
ERS11702780.bin.r.7	GAGABH_02980	-	CE1(11-256)	-	-	N	1	AC
ERS11702780.bin.r.7	GAGABH_03180	-	AA3(2-400)	-	-	N	1	AC
ERS11702780.bin.r.7	GAGABH_03390	-	GT4(631-766)	GT4_e2504	GT4	N	3	AC
ERS11702780.bin.r.7	GAGABH_04100	-	GT2(2-230)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_04105	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_04110	-	GT2(7-106)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_04340	-	GT81(19-243)	GT81_e6	GT81	N	3	AC
ERS11702780.bin.r.7	GAGABH_04375	-	GH154(28-382)	GH154_e17	GH154	N	3	AC
ERS11702780.bin.r.7	GAGABH_04565	2.4.1.-:1	GT2(6-133)	GT2	-	N	2	AC
ERS11702780.bin.r.7	GAGABH_04570	-	GT2(25-148)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_04575	-	GT2(8-135)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_04780	-	GT4(213-333)	GT4_e2886	GT4	N	3	AC
ERS11702780.bin.r.7	GAGABH_05295	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702780.bin.r.7	GAGABH_06290	-	GT2(2-230)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_06295	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_06455	-	GT4(189-335)	GT4_e796	GT4	N	3	AC
ERS11702780.bin.r.7	GAGABH_06575	-	GT2(10-139)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_06580	-	GT2(10-148)	GT2	-	N	2	AC
ERS11702780.bin.r.7	GAGABH_06585	-	GT2(5-124)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_07105	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_07115	-	GT2(10-172)	GT2	-	N	2	AC
ERS11702780.bin.r.7	GAGABH_07830	-	GT2(5-123)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_07840	-	GT4(206-359)	GT4_e1609	GT4	N	3	AC
ERS11702780.bin.r.7	GAGABH_07975	-	GT2(15-145)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_08485	-|-	GT2(4-110)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_09370	-	GT2(5-168)	GT2	GT2	N	3	AC
ERS11702780.bin.r.7	GAGABH_07355	-	-	GT28_e129	GT28	N	2	AC
ERS11702780.bin.r.7	GAGABH_07855	-	-	GT4_e540	GT4	N	2	AC
ERS11702780.bin.r.7	GAGABH_00590	-	-	-	GT0	N	1	AC
ERS11702780.bin.r.7	GAGABH_00600	-	-	-	GT97	N	1	AC
ERS11702780.bin.r.7	GAGABH_00890	-	-	-	CBM50	N	1	AC
ERS11702780.bin.r.7	GAGABH_01270	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_02365	-	-	-	GT4	N	1	AC
ERS11702780.bin.r.7	GAGABH_03030	-	-	-	GH0	N	1	AC
ERS11702780.bin.r.7	GAGABH_03980	-	-	-	CBM50	N	1	AC
ERS11702780.bin.r.7	GAGABH_04130	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_04140	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_04590	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_05665	-	-	-	GT4	N	1	AC
ERS11702780.bin.r.7	GAGABH_06050	-	-	-	GH130	N	1	AC
ERS11702780.bin.r.7	GAGABH_06570	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_07110	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.7	GAGABH_07380	-	-	-	GT7	N	1	AC
ERS11702780.bin.r.7	GAGABH_07540	-	-	-	CBM50	N	1	AC
ERS11702780.bin.r.7	GAGABH_09260	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.9	BEIKEG_00740	-	CE1(11-257)	-	-	N	1	AC
ERS11702780.bin.r.9	BEIKEG_00860	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702780.bin.r.9	BEIKEG_01175	-	AA3(2-400)	-	-	N	1	AC
ERS11702780.bin.r.9	BEIKEG_02135	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702780.bin.r.9	BEIKEG_02325	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702780.bin.r.9	BEIKEG_02845	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702780.bin.r.9	BEIKEG_02915	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702780.bin.r.9	BEIKEG_03260	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702780.bin.r.9	BEIKEG_03830	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702780.bin.r.9	BEIKEG_03850	-	GT2(5-124)	GT2	GT2	N	3	AC
ERS11702780.bin.r.9	BEIKEG_04020	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702780.bin.r.9	BEIKEG_04470	-	GT83(65-424)	-	-	N	1	AC
ERS11702780.bin.r.9	BEIKEG_05945	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702780.bin.r.9	BEIKEG_05990	-	GT2(18-152)	GT2	-	N	2	AC
ERS11702780.bin.r.9	BEIKEG_06880	-	GT2(5-156)	GT2	-	N	2	AC
ERS11702780.bin.r.9	BEIKEG_04785	-	-	GT28_e129	GT28	N	2	AC
ERS11702780.bin.r.9	BEIKEG_02240	-	-	-	CBM50	N	1	AC
ERS11702780.bin.r.9	BEIKEG_03190	-	-	-	CBM50	N	1	AC
ERS11702780.bin.r.9	BEIKEG_03265	-	-	-	GT4	N	1	AC
ERS11702780.bin.r.9	BEIKEG_03495	-	-	-	GT0	N	1	AC
ERS11702780.bin.r.9	BEIKEG_03845	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.9	BEIKEG_04165	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.9	BEIKEG_05265	-	-	-	GT4	N	1	AC
ERS11702780.bin.r.9	BEIKEG_06255	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.9	BEIKEG_06265	-	-	-	GT2	N	1	AC
ERS11702780.bin.r.9	BEIKEG_07560	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_00020	-	GT83(65-424)	-	-	N	1	AC
ERS11702781.bin.r.4	NBENNA_01625	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_01730	-	CE1(11-257)	-	-	N	1	AC
ERS11702781.bin.r.4	NBENNA_03385	-	GT2(5-124)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_03390	-	GT2(19-142)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_04120	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_05065	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702781.bin.r.4	NBENNA_05205	-	AA3(2-400)	-	-	N	1	AC
ERS11702781.bin.r.4	NBENNA_06020	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702781.bin.r.4	NBENNA_06125	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702781.bin.r.4	NBENNA_06140	-	GT2(7-164)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_06155	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_06445	-	GT2(5-168)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_06895	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702781.bin.r.4	NBENNA_07025	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702781.bin.r.4	NBENNA_07285	-	GT2(19-149)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_08165	-	GT2(7-124)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_08170	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_08175	-	GT2(4-126)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_08660	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702781.bin.r.4	NBENNA_08785	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702781.bin.r.4	NBENNA_08815	-	GT2(18-152)	GT2	-	N	2	AC
ERS11702781.bin.r.4	NBENNA_08890	-	GT2(7-144)	GT2	GT2	N	3	AC
ERS11702781.bin.r.4	NBENNA_09160	-	GT2(5-134)	GT2	-	N	2	AC
ERS11702781.bin.r.4	NBENNA_06775	-	-	GT28_e129	GT28	N	2	AC
ERS11702781.bin.r.4	NBENNA_00005	-	-	-	GT0	N	1	AC
ERS11702781.bin.r.4	NBENNA_00190	-	-	-	GT7	N	1	AC
ERS11702781.bin.r.4	NBENNA_00250	-	-	-	CBM50	N	1	AC
ERS11702781.bin.r.4	NBENNA_01235	-	-	-	CBM50	N	1	AC
ERS11702781.bin.r.4	NBENNA_01380	-	-	-	GT4	N	1	AC
ERS11702781.bin.r.4	NBENNA_03395	-	-	-	GT4	N	1	AC
ERS11702781.bin.r.4	NBENNA_04125	-	-	-	GT4	N	1	AC
ERS11702781.bin.r.4	NBENNA_05645	-	-	-	GH130	N	1	AC
ERS11702781.bin.r.4	NBENNA_07190	-	-	-	CBM50	N	1	AC
ERS11702781.bin.r.4	NBENNA_08595	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_08670	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_09050	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_09140	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_09150	-	-	-	GT2	N	1	AC
ERS11702781.bin.r.4	NBENNA_09250	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_00905	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702782.bin.r.2	OFDFPP_01600	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702782.bin.r.2	OFDFPP_01845	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702782.bin.r.2	OFDFPP_02240	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702782.bin.r.2	OFDFPP_02645	-	GT2(19-149)	GT2	GT2	N	3	AC
ERS11702782.bin.r.2	OFDFPP_02780	-	GT2(7-164)	GT2	GT2	N	3	AC
ERS11702782.bin.r.2	OFDFPP_02805	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702782.bin.r.2	OFDFPP_03625	-	GT2(4-126)	GT2	GT2	N	3	AC
ERS11702782.bin.r.2	OFDFPP_03855	-	AA3(2-400)	-	-	N	1	AC
ERS11702782.bin.r.2	OFDFPP_05030	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702782.bin.r.2	OFDFPP_05180	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702782.bin.r.2	OFDFPP_03630	-	-	GT2	GT2	N	2	AC
ERS11702782.bin.r.2	OFDFPP_05290	-	-	GT28_e129	GT28	N	2	AC
ERS11702782.bin.r.2	OFDFPP_00340	-	-	-	CBM50	N	1	AC
ERS11702782.bin.r.2	OFDFPP_01840	-	-	-	GT4	N	1	AC
ERS11702782.bin.r.2	OFDFPP_02885	-	-	-	GT0	N	1	AC
ERS11702782.bin.r.2	OFDFPP_02965	-	-	-	GT7	N	1	AC
ERS11702782.bin.r.2	OFDFPP_03545	-	-	-	CBM50	N	1	AC
ERS11702782.bin.r.2	OFDFPP_03860	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_04045	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_04150	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_04210	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_04815	-	-	-	GT2	N	1	AC
ERS11702782.bin.r.2	OFDFPP_05350	-	-	-	GT4	N	1	AC
ERS11702782.bin.r.2	OFDFPP_05405	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_01470	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702783.bin.r.6	NILCHK_02700	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702783.bin.r.6	NILCHK_03045	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702783.bin.r.6	NILCHK_03060	-	GT2(7-144)	GT2	GT2	N	3	AC
ERS11702783.bin.r.6	NILCHK_03145	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702783.bin.r.6	NILCHK_03365	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702783.bin.r.6	NILCHK_04000	-	GT2(5-168)	GT2	GT2	N	3	AC
ERS11702783.bin.r.6	NILCHK_05775	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702783.bin.r.6	NILCHK_05785	-	CE1(11-257)	-	-	N	1	AC
ERS11702783.bin.r.6	NILCHK_03495	-	-	GT2	-	N	1	AC
ERS11702783.bin.r.6	NILCHK_05735	-	-	GT28_e129	-	N	1	AC
ERS11702783.bin.r.6	NILCHK_00040	-	-	-	GT7	N	1	AC
ERS11702783.bin.r.6	NILCHK_00580	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_00585	-	-	-	GT4	N	1	AC
ERS11702783.bin.r.6	NILCHK_01825	-	-	-	CBM50	N	1	AC
ERS11702783.bin.r.6	NILCHK_01960	-	-	-	GT4	N	1	AC
ERS11702783.bin.r.6	NILCHK_02130	-	-	-	GT0	N	1	AC
ERS11702783.bin.r.6	NILCHK_02620	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_03535	-	-	-	GH130	N	1	AC
ERS11702783.bin.r.6	NILCHK_03915	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_03925	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_05880	-	-	-	GT2	N	1	AC
ERS11702783.bin.r.6	NILCHK_06010	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_00245	-	CE1(11-257)	-	-	N	1	AC
ERS11702787.bin.r.4	OMCDLP_00820	-	AA3(2-400)	-	-	N	1	AC
ERS11702787.bin.r.4	OMCDLP_01260	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702787.bin.r.4	OMCDLP_01570	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702787.bin.r.4	OMCDLP_01725	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702787.bin.r.4	OMCDLP_02760	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702787.bin.r.4	OMCDLP_02810	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702787.bin.r.4	OMCDLP_02985	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702787.bin.r.4	OMCDLP_03165	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702787.bin.r.4	OMCDLP_03765	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702787.bin.r.4	OMCDLP_05285	-	GT2(7-124)	GT2	GT2	N	3	AC
ERS11702787.bin.r.4	OMCDLP_06625	-	GT2(5-157)	GT2	GT2	N	3	AC
ERS11702787.bin.r.4	OMCDLP_04115	-	-	GT28_e129	GT28	N	2	AC
ERS11702787.bin.r.4	OMCDLP_04155	-	-	GT2	-	N	1	AC
ERS11702787.bin.r.4	OMCDLP_08180	-	-	GT1_e585	GT1+GT2	N	2	AC
ERS11702787.bin.r.4	OMCDLP_00485	-	-	-	CBM50	N	1	AC
ERS11702787.bin.r.4	OMCDLP_01555	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_01585	-	-	-	GH130	N	1	AC
ERS11702787.bin.r.4	OMCDLP_02755	-	-	-	GT4	N	1	AC
ERS11702787.bin.r.4	OMCDLP_03135	-	-	-	GT0	N	1	AC
ERS11702787.bin.r.4	OMCDLP_03800	-	-	-	CBM50	N	1	AC
ERS11702787.bin.r.4	OMCDLP_04410	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_04460	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_05415	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_05425	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_06665	-	-	-	GT2	N	1	AC
ERS11702787.bin.r.4	OMCDLP_06675	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_00690	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_01280	-	GT2(5-124)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_01285	-	GT2(19-142)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_01380	-	AA3(2-400)	-	-	N	1	AC
ERS11702789.bin.r.3	GIOJNC_03025	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702789.bin.r.3	GIOJNC_03485	-	CE1(11-257)	-	-	N	1	AC
ERS11702789.bin.r.3	GIOJNC_04770	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_05005	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_05240	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_05325	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702789.bin.r.3	GIOJNC_05560	-	GT2(4-126)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_05565	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_05570	-	GT2(7-124)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_05770	-	GT2(19-149)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_06040	-	GT2(5-132)	GT2	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_06045	-	GT2(5-134)	GT2	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_06090	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702789.bin.r.3	GIOJNC_06175	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_07035	-	GT2(18-152)	GT2	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_07095	-	GT83(65-424)	-	-	N	1	AC
ERS11702789.bin.r.3	GIOJNC_08415	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702789.bin.r.3	GIOJNC_08475	-	GH154(27-379)	GH154_e17	GH154	N	3	AC
ERS11702789.bin.r.3	GIOJNC_08855	-	GT2(7-144)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_08860	-	GT2(5-168)	GT2	GT2	N	3	AC
ERS11702789.bin.r.3	GIOJNC_07245	-	-	GT28_e129	GT28	N	2	AC
ERS11702789.bin.r.3	GIOJNC_01290	-	-	-	GT4	N	1	AC
ERS11702789.bin.r.3	GIOJNC_01545	-	-	-	CBM50	N	1	AC
ERS11702789.bin.r.3	GIOJNC_02255	-	-	-	GT4	N	1	AC
ERS11702789.bin.r.3	GIOJNC_03315	-	-	-	GH130	N	1	AC
ERS11702789.bin.r.3	GIOJNC_04585	-	-	-	CBM50	N	1	AC
ERS11702789.bin.r.3	GIOJNC_06035	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_06180	-	-	-	GT4	N	1	AC
ERS11702789.bin.r.3	GIOJNC_06490	-	-	-	GT0	N	1	AC
ERS11702789.bin.r.3	GIOJNC_07130	-	-	-	CBM50	N	1	AC
ERS11702789.bin.r.3	GIOJNC_07145	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_07300	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_07455	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_07990	-	-	-	GT2	N	1	AC
ERS11702789.bin.r.3	GIOJNC_08000	-	-	-	GT2	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_00650	-	GT66(22-794)	GT66_e12	GT66	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_01090	-|-	GT2(4-102)	GT2+GT1_e585	GT1+GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_02510	-	GT2(5-124)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_02515	-	GT2(19-142)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_03215	-	GT2(5-149)	GT2	-	N	2	AC
ERS11702790.bin.r.2	MCNMAJ_03605	-	GT81(18-243)	GT81_e6	GT81	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_03900	-	GH179(17-150)	GH109_e7	-	N	2	AC
ERS11702790.bin.r.2	MCNMAJ_03935	-	GT2(5-137)	GT2	-	N	2	AC
ERS11702790.bin.r.2	MCNMAJ_04085	-	AA3(2-400)	-	-	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_04690	-	GT4(184-331)	GT4_e796	GT4	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_04860	-	GT2(6-136)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_05555	-	GT2(7-124)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_05560	-	GT2(4-176)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_06240	-	CE1(11-257)	-	-	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_06440	-	GT2(5-144)	GT2	GT2	N	3	AC
ERS11702790.bin.r.2	MCNMAJ_06125	-	-	GT28_e129	GT28	N	2	AC
ERS11702790.bin.r.2	MCNMAJ_01910	-	-	-	CBM50	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_01960	-	-	-	GH130	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_02520	-	-	-	GT4	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_02555	-	-	-	CBM50	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_03205	-	-	-	GT2	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_04745	-	-	-	GT2	N	1	AC
ERS11702790.bin.r.2	MCNMAJ_04865	-	-	-	GT4	N	1	AC
