Contig	MAG
NODE_508_length_4093_cov_17.0	ERS11702751-megahit_002
NODE_512_length_4068_cov_16.5	ERS11702751-megahit_002
NODE_513_length_4068_cov_17.0	ERS11702751-megahit_002
NODE_523_length_4038_cov_16.4	ERS11702751-megahit_002
NODE_537_length_3987_cov_16.3	ERS11702751-megahit_002
NODE_543_length_3944_cov_14.2	ERS11702751-megahit_002
NODE_552_length_3902_cov_16.7	ERS11702751-megahit_002
NODE_561_length_3866_cov_15.0	ERS11702751-megahit_002
NODE_566_length_3847_cov_17.7	ERS11702751-megahit_002
NODE_592_length_3721_cov_16.8	ERS11702751-megahit_002
NODE_596_length_3695_cov_15.1	ERS11702751-megahit_002
NODE_597_length_3692_cov_18.0	ERS11702751-megahit_002
NODE_607_length_3648_cov_17.1	ERS11702751-megahit_002
NODE_625_length_3573_cov_16.4	ERS11702751-megahit_002
NODE_640_length_3517_cov_16.0	ERS11702751-megahit_002
NODE_648_length_3461_cov_16.0	ERS11702751-megahit_002
NODE_652_length_3454_cov_13.6	ERS11702751-megahit_002
NODE_665_length_3379_cov_16.3	ERS11702751-megahit_002
NODE_679_length_3304_cov_16.9	ERS11702751-megahit_002
NODE_683_length_3283_cov_16.8	ERS11702751-megahit_002
NODE_685_length_3278_cov_15.9	ERS11702751-megahit_002
NODE_690_length_3252_cov_16.6	ERS11702751-megahit_002
NODE_697_length_3203_cov_15.7	ERS11702751-megahit_002
NODE_706_length_3173_cov_15.4	ERS11702751-megahit_002
NODE_709_length_3165_cov_19.1	ERS11702751-megahit_002
NODE_713_length_3153_cov_16.0	ERS11702751-megahit_002
NODE_721_length_3134_cov_14.6	ERS11702751-megahit_002
NODE_722_length_3130_cov_16.6	ERS11702751-megahit_002
NODE_724_length_3119_cov_15.9	ERS11702751-megahit_002
NODE_730_length_3093_cov_16.4	ERS11702751-megahit_002
NODE_734_length_3085_cov_16.3	ERS11702751-megahit_002
NODE_742_length_3055_cov_17.3	ERS11702751-megahit_002
NODE_745_length_3051_cov_14.8	ERS11702751-megahit_002
NODE_747_length_3046_cov_16.7	ERS11702751-megahit_002
NODE_748_length_3046_cov_17.8	ERS11702751-megahit_002
NODE_750_length_3041_cov_14.9	ERS11702751-megahit_002
NODE_753_length_3032_cov_16.9	ERS11702751-megahit_002
NODE_780_length_2946_cov_15.2	ERS11702751-megahit_002
NODE_782_length_2943_cov_15.8	ERS11702751-megahit_002
NODE_785_length_2938_cov_16.6	ERS11702751-megahit_002
NODE_790_length_2923_cov_14.4	ERS11702751-megahit_002
NODE_792_length_2918_cov_18.0	ERS11702751-megahit_002
NODE_795_length_2909_cov_15.3	ERS11702751-megahit_002
NODE_801_length_2898_cov_19.1	ERS11702751-megahit_002
NODE_804_length_2889_cov_19.6	ERS11702751-megahit_002
NODE_805_length_2887_cov_17.2	ERS11702751-megahit_002
NODE_815_length_2877_cov_16.8	ERS11702751-megahit_002
NODE_817_length_2873_cov_16.1	ERS11702751-megahit_002
NODE_831_length_2837_cov_15.5	ERS11702751-megahit_002
NODE_840_length_2816_cov_17.5	ERS11702751-megahit_002
NODE_848_length_2803_cov_16.6	ERS11702751-megahit_002
NODE_849_length_2803_cov_18.9	ERS11702751-megahit_002
NODE_861_length_2778_cov_15.5	ERS11702751-megahit_002
NODE_864_length_2769_cov_15.3	ERS11702751-megahit_002
NODE_874_length_2736_cov_16.9	ERS11702751-megahit_002
NODE_894_length_2708_cov_17.5	ERS11702751-megahit_002
NODE_909_length_2662_cov_16.6	ERS11702751-megahit_002
NODE_926_length_2634_cov_16.0	ERS11702751-megahit_002
NODE_945_length_2601_cov_17.2	ERS11702751-megahit_002
NODE_949_length_2597_cov_17.6	ERS11702751-megahit_002
NODE_959_length_2573_cov_17.2	ERS11702751-megahit_002
NODE_966_length_2557_cov_16.6	ERS11702751-megahit_002
NODE_970_length_2553_cov_17.1	ERS11702751-megahit_002
NODE_972_length_2550_cov_16.1	ERS11702751-megahit_002
NODE_975_length_2548_cov_14.9	ERS11702751-megahit_002
NODE_981_length_2538_cov_13.8	ERS11702751-megahit_002
NODE_984_length_2528_cov_14.5	ERS11702751-megahit_002
NODE_1004_length_2499_cov_16.1	ERS11702751-megahit_002
NODE_1005_length_2493_cov_14.0	ERS11702751-megahit_002
NODE_1012_length_2477_cov_16.8	ERS11702751-megahit_002
NODE_1018_length_2469_cov_16.7	ERS11702751-megahit_002
NODE_1033_length_2450_cov_15.2	ERS11702751-megahit_002
NODE_1036_length_2439_cov_15.5	ERS11702751-megahit_002
NODE_1045_length_2428_cov_15.6	ERS11702751-megahit_002
NODE_1056_length_2422_cov_14.8	ERS11702751-megahit_002
NODE_1061_length_2414_cov_16.2	ERS11702751-megahit_002
NODE_1067_length_2406_cov_19.2	ERS11702751-megahit_002
NODE_1072_length_2397_cov_19.0	ERS11702751-megahit_002
NODE_1075_length_2390_cov_15.4	ERS11702751-megahit_002
NODE_1086_length_2373_cov_18.8	ERS11702751-megahit_002
NODE_1091_length_2364_cov_16.4	ERS11702751-megahit_002
NODE_1095_length_2358_cov_15.4	ERS11702751-megahit_002
NODE_1103_length_2343_cov_17.9	ERS11702751-megahit_002
NODE_1104_length_2340_cov_19.1	ERS11702751-megahit_002
NODE_1108_length_2339_cov_16.4	ERS11702751-megahit_002
NODE_1110_length_2336_cov_15.6	ERS11702751-megahit_002
NODE_1115_length_2333_cov_17.7	ERS11702751-megahit_002
NODE_1125_length_2323_cov_19.0	ERS11702751-megahit_002
NODE_1136_length_2303_cov_16.8	ERS11702751-megahit_002
NODE_1142_length_2300_cov_15.1	ERS11702751-megahit_002
NODE_1144_length_2297_cov_13.1	ERS11702751-megahit_002
NODE_1150_length_2282_cov_15.6	ERS11702751-megahit_002
NODE_1155_length_2275_cov_15.4	ERS11702751-megahit_002
NODE_1166_length_2265_cov_14.7	ERS11702751-megahit_002
NODE_1170_length_2262_cov_14.5	ERS11702751-megahit_002
NODE_1175_length_2256_cov_15.3	ERS11702751-megahit_002
NODE_1176_length_2254_cov_18.0	ERS11702751-megahit_002
NODE_1178_length_2253_cov_19.9	ERS11702751-megahit_002
NODE_1189_length_2238_cov_17.7	ERS11702751-megahit_002
NODE_1190_length_2237_cov_16.2	ERS11702751-megahit_002
NODE_1191_length_2236_cov_16.4	ERS11702751-megahit_002
NODE_1194_length_2233_cov_14.8	ERS11702751-megahit_002
NODE_1203_length_2221_cov_13.6	ERS11702751-megahit_002
NODE_1219_length_2203_cov_15.9	ERS11702751-megahit_002
NODE_1220_length_2200_cov_16.3	ERS11702751-megahit_002
NODE_1226_length_2193_cov_16.9	ERS11702751-megahit_002
NODE_1245_length_2181_cov_15.2	ERS11702751-megahit_002
NODE_1246_length_2181_cov_15.0	ERS11702751-megahit_002
NODE_1254_length_2172_cov_15.4	ERS11702751-megahit_002
NODE_1255_length_2170_cov_15.5	ERS11702751-megahit_002
NODE_1256_length_2169_cov_14.8	ERS11702751-megahit_002
NODE_1260_length_2164_cov_16.9	ERS11702751-megahit_002
NODE_1268_length_2150_cov_16.2	ERS11702751-megahit_002
NODE_1281_length_2135_cov_16.2	ERS11702751-megahit_002
NODE_1283_length_2131_cov_16.2	ERS11702751-megahit_002
NODE_1291_length_2120_cov_13.4	ERS11702751-megahit_002
NODE_1305_length_2110_cov_13.8	ERS11702751-megahit_002
NODE_1317_length_2100_cov_17.2	ERS11702751-megahit_002
NODE_1327_length_2090_cov_15.9	ERS11702751-megahit_002
NODE_1333_length_2086_cov_15.8	ERS11702751-megahit_002
NODE_1342_length_2078_cov_18.6	ERS11702751-megahit_002
NODE_1347_length_2073_cov_16.9	ERS11702751-megahit_002
NODE_1354_length_2068_cov_15.1	ERS11702751-megahit_002
NODE_1364_length_2057_cov_15.8	ERS11702751-megahit_002
NODE_1375_length_2049_cov_17.9	ERS11702751-megahit_002
NODE_1391_length_2040_cov_16.0	ERS11702751-megahit_002
NODE_1398_length_2035_cov_18.2	ERS11702751-megahit_002
NODE_1401_length_2033_cov_17.3	ERS11702751-megahit_002
NODE_1402_length_2030_cov_17.5	ERS11702751-megahit_002
NODE_1405_length_2029_cov_13.1	ERS11702751-megahit_002
NODE_1409_length_2026_cov_15.2	ERS11702751-megahit_002
NODE_1431_length_2005_cov_17.8	ERS11702751-megahit_002
NODE_1438_length_1999_cov_14.4	ERS11702751-megahit_002
NODE_1446_length_1994_cov_13.8	ERS11702751-megahit_002
NODE_1452_length_1990_cov_17.1	ERS11702751-megahit_002
NODE_1456_length_1987_cov_15.3	ERS11702751-megahit_002
NODE_1463_length_1980_cov_17.1	ERS11702751-megahit_002
NODE_1482_length_1958_cov_15.0	ERS11702751-megahit_002
NODE_1490_length_1954_cov_15.8	ERS11702751-megahit_002
NODE_1491_length_1954_cov_17.3	ERS11702751-megahit_002
NODE_1493_length_1953_cov_19.1	ERS11702751-megahit_002
NODE_1504_length_1941_cov_17.8	ERS11702751-megahit_002
NODE_1511_length_1936_cov_16.3	ERS11702751-megahit_002
NODE_1515_length_1929_cov_15.5	ERS11702751-megahit_002
NODE_1528_length_1915_cov_15.9	ERS11702751-megahit_002
NODE_1533_length_1910_cov_16.1	ERS11702751-megahit_002
NODE_1540_length_1902_cov_17.3	ERS11702751-megahit_002
NODE_1542_length_1899_cov_17.7	ERS11702751-megahit_002
NODE_1544_length_1898_cov_15.9	ERS11702751-megahit_002
NODE_1557_length_1884_cov_14.9	ERS11702751-megahit_002
NODE_1569_length_1874_cov_16.2	ERS11702751-megahit_002
NODE_1572_length_1871_cov_17.7	ERS11702751-megahit_002
NODE_1583_length_1861_cov_14.4	ERS11702751-megahit_002
NODE_1586_length_1860_cov_16.9	ERS11702751-megahit_002
NODE_1593_length_1856_cov_16.0	ERS11702751-megahit_002
NODE_1595_length_1855_cov_14.6	ERS11702751-megahit_002
NODE_1607_length_1844_cov_13.7	ERS11702751-megahit_002
NODE_1609_length_1842_cov_15.6	ERS11702751-megahit_002
NODE_1614_length_1841_cov_15.0	ERS11702751-megahit_002
NODE_1617_length_1838_cov_13.9	ERS11702751-megahit_002
NODE_1627_length_1828_cov_16.8	ERS11702751-megahit_002
NODE_1628_length_1828_cov_13.8	ERS11702751-megahit_002
NODE_1636_length_1825_cov_13.0	ERS11702751-megahit_002
NODE_1658_length_1806_cov_13.8	ERS11702751-megahit_002
NODE_1661_length_1803_cov_17.6	ERS11702751-megahit_002
NODE_1679_length_1788_cov_15.8	ERS11702751-megahit_002
NODE_1695_length_1778_cov_14.4	ERS11702751-megahit_002
NODE_1710_length_1769_cov_16.7	ERS11702751-megahit_002
NODE_1712_length_1767_cov_15.2	ERS11702751-megahit_002
NODE_1715_length_1764_cov_15.2	ERS11702751-megahit_002
NODE_1716_length_1764_cov_16.4	ERS11702751-megahit_002
NODE_1720_length_1761_cov_17.3	ERS11702751-megahit_002
NODE_1746_length_1746_cov_15.0	ERS11702751-megahit_002
NODE_1751_length_1737_cov_13.6	ERS11702751-megahit_002
NODE_1752_length_1737_cov_14.1	ERS11702751-megahit_002
NODE_1753_length_1737_cov_16.7	ERS11702751-megahit_002
NODE_1758_length_1731_cov_12.5	ERS11702751-megahit_002
NODE_1777_length_1716_cov_16.9	ERS11702751-megahit_002
NODE_1778_length_1714_cov_14.1	ERS11702751-megahit_002
NODE_1785_length_1711_cov_17.7	ERS11702751-megahit_002
NODE_1809_length_1697_cov_15.4	ERS11702751-megahit_002
NODE_1815_length_1693_cov_17.2	ERS11702751-megahit_002
NODE_1819_length_1692_cov_15.6	ERS11702751-megahit_002
NODE_1825_length_1688_cov_16.0	ERS11702751-megahit_002
NODE_1831_length_1683_cov_15.6	ERS11702751-megahit_002
NODE_1844_length_1676_cov_14.4	ERS11702751-megahit_002
NODE_1849_length_1671_cov_14.5	ERS11702751-megahit_002
NODE_1860_length_1663_cov_17.2	ERS11702751-megahit_002
NODE_1867_length_1658_cov_17.6	ERS11702751-megahit_002
NODE_1877_length_1651_cov_17.2	ERS11702751-megahit_002
NODE_1900_length_1636_cov_16.5	ERS11702751-megahit_002
NODE_1903_length_1634_cov_15.5	ERS11702751-megahit_002
NODE_1914_length_1628_cov_13.7	ERS11702751-megahit_002
NODE_1917_length_1626_cov_13.6	ERS11702751-megahit_002
NODE_1923_length_1623_cov_13.8	ERS11702751-megahit_002
NODE_1931_length_1620_cov_16.7	ERS11702751-megahit_002
NODE_1967_length_1598_cov_11.6	ERS11702751-megahit_002
NODE_1973_length_1594_cov_15.2	ERS11702751-megahit_002
NODE_1986_length_1589_cov_15.5	ERS11702751-megahit_002
NODE_1995_length_1584_cov_15.6	ERS11702751-megahit_002
NODE_2005_length_1580_cov_15.6	ERS11702751-megahit_002
NODE_2006_length_1580_cov_17.2	ERS11702751-megahit_002
NODE_2011_length_1579_cov_15.4	ERS11702751-megahit_002
NODE_2016_length_1575_cov_15.2	ERS11702751-megahit_002
NODE_2027_length_1570_cov_15.1	ERS11702751-megahit_002
NODE_2032_length_1569_cov_14.9	ERS11702751-megahit_002
NODE_2051_length_1560_cov_14.9	ERS11702751-megahit_002
NODE_2089_length_1543_cov_14.1	ERS11702751-megahit_002
NODE_2091_length_1543_cov_17.3	ERS11702751-megahit_002
NODE_2092_length_1543_cov_11.1	ERS11702751-megahit_002
NODE_2104_length_1538_cov_18.0	ERS11702751-megahit_002
NODE_2113_length_1533_cov_16.4	ERS11702751-megahit_002
NODE_2145_length_1518_cov_16.6	ERS11702751-megahit_002
NODE_2147_length_1518_cov_17.5	ERS11702751-megahit_002
NODE_2157_length_1509_cov_14.9	ERS11702751-megahit_002
NODE_2162_length_1507_cov_15.8	ERS11702751-megahit_002
NODE_2172_length_1505_cov_17.3	ERS11702751-megahit_002
NODE_2177_length_1502_cov_14.9	ERS11702751-megahit_002
NODE_2183_length_1500_cov_14.1	ERS11702751-megahit_002
NODE_2185_length_1498_cov_14.1	ERS11702751-megahit_002
NODE_2195_length_1496_cov_14.9	ERS11702751-megahit_002
NODE_2202_length_1492_cov_17.1	ERS11702751-megahit_002
NODE_2210_length_1486_cov_14.9	ERS11702751-megahit_002
NODE_2288_length_1457_cov_14.4	ERS11702751-megahit_002
NODE_2300_length_1450_cov_15.8	ERS11702751-megahit_002
NODE_2304_length_1446_cov_16.0	ERS11702751-megahit_002
NODE_2306_length_1445_cov_14.2	ERS11702751-megahit_002
NODE_2307_length_1445_cov_14.2	ERS11702751-megahit_002
NODE_2314_length_1444_cov_13.1	ERS11702751-megahit_002
NODE_2321_length_1440_cov_16.7	ERS11702751-megahit_002
NODE_2330_length_1438_cov_15.6	ERS11702751-megahit_002
NODE_2331_length_1437_cov_15.9	ERS11702751-megahit_002
NODE_2346_length_1432_cov_14.0	ERS11702751-megahit_002
NODE_2365_length_1424_cov_14.9	ERS11702751-megahit_002
NODE_2381_length_1418_cov_14.2	ERS11702751-megahit_002
NODE_2396_length_1412_cov_15.4	ERS11702751-megahit_002
NODE_2404_length_1407_cov_17.9	ERS11702751-megahit_002
NODE_2413_length_1403_cov_13.9	ERS11702751-megahit_002
NODE_2418_length_1400_cov_15.8	ERS11702751-megahit_002
NODE_2443_length_1393_cov_12.3	ERS11702751-megahit_002
NODE_2471_length_1381_cov_14.1	ERS11702751-megahit_002
NODE_2472_length_1380_cov_15.0	ERS11702751-megahit_002
NODE_2473_length_1380_cov_16.1	ERS11702751-megahit_002
NODE_2482_length_1376_cov_15.3	ERS11702751-megahit_002
NODE_2488_length_1375_cov_15.5	ERS11702751-megahit_002
NODE_2494_length_1372_cov_13.9	ERS11702751-megahit_002
NODE_2502_length_1370_cov_13.0	ERS11702751-megahit_002
NODE_2512_length_1369_cov_16.0	ERS11702751-megahit_002
NODE_2518_length_1367_cov_15.9	ERS11702751-megahit_002
NODE_2519_length_1366_cov_14.9	ERS11702751-megahit_002
NODE_2524_length_1365_cov_15.5	ERS11702751-megahit_002
NODE_2526_length_1364_cov_16.1	ERS11702751-megahit_002
NODE_2534_length_1362_cov_18.2	ERS11702751-megahit_002
NODE_2542_length_1358_cov_17.0	ERS11702751-megahit_002
NODE_2544_length_1358_cov_17.8	ERS11702751-megahit_002
NODE_2549_length_1357_cov_16.7	ERS11702751-megahit_002
NODE_2559_length_1353_cov_13.3	ERS11702751-megahit_002
NODE_2583_length_1345_cov_16.2	ERS11702751-megahit_002
NODE_2593_length_1342_cov_16.3	ERS11702751-megahit_002
NODE_2619_length_1333_cov_12.5	ERS11702751-megahit_002
NODE_2630_length_1330_cov_13.2	ERS11702751-megahit_002
NODE_2636_length_1327_cov_17.9	ERS11702751-megahit_002
NODE_2647_length_1324_cov_16.1	ERS11702751-megahit_002
NODE_2650_length_1324_cov_17.8	ERS11702751-megahit_002
NODE_2659_length_1322_cov_14.9	ERS11702751-megahit_002
NODE_2662_length_1320_cov_15.7	ERS11702751-megahit_002
NODE_2665_length_1320_cov_12.5	ERS11702751-megahit_002
NODE_2673_length_1318_cov_15.3	ERS11702751-megahit_002
NODE_2675_length_1317_cov_14.4	ERS11702751-megahit_002
NODE_2677_length_1316_cov_14.5	ERS11702751-megahit_002
NODE_2684_length_1312_cov_12.9	ERS11702751-megahit_002
NODE_2692_length_1311_cov_13.8	ERS11702751-megahit_002
NODE_2707_length_1307_cov_15.1	ERS11702751-megahit_002
NODE_2716_length_1305_cov_17.0	ERS11702751-megahit_002
NODE_2717_length_1305_cov_18.1	ERS11702751-megahit_002
NODE_2725_length_1303_cov_16.3	ERS11702751-megahit_002
NODE_2733_length_1300_cov_15.0	ERS11702751-megahit_002
NODE_2760_length_1291_cov_15.3	ERS11702751-megahit_002
NODE_2761_length_1291_cov_16.6	ERS11702751-megahit_002
NODE_2774_length_1288_cov_17.0	ERS11702751-megahit_002
NODE_2788_length_1283_cov_16.7	ERS11702751-megahit_002
NODE_2815_length_1277_cov_15.1	ERS11702751-megahit_002
NODE_2816_length_1277_cov_16.1	ERS11702751-megahit_002
NODE_2825_length_1273_cov_15.8	ERS11702751-megahit_002
NODE_2838_length_1270_cov_13.3	ERS11702751-megahit_002
NODE_2840_length_1270_cov_16.4	ERS11702751-megahit_002
NODE_2866_length_1262_cov_16.8	ERS11702751-megahit_002
NODE_2881_length_1258_cov_13.5	ERS11702751-megahit_002
NODE_2894_length_1254_cov_13.7	ERS11702751-megahit_002
NODE_2900_length_1252_cov_14.6	ERS11702751-megahit_002
NODE_2907_length_1251_cov_12.7	ERS11702751-megahit_002
NODE_2916_length_1248_cov_16.8	ERS11702751-megahit_002
NODE_2923_length_1246_cov_12.2	ERS11702751-megahit_002
NODE_2941_length_1242_cov_18.6	ERS11702751-megahit_002
NODE_2949_length_1240_cov_11.9	ERS11702751-megahit_002
NODE_2960_length_1236_cov_12.2	ERS11702751-megahit_002
NODE_2980_length_1233_cov_15.4	ERS11702751-megahit_002
NODE_2993_length_1230_cov_16.3	ERS11702751-megahit_002
NODE_2996_length_1229_cov_12.7	ERS11702751-megahit_002
NODE_2998_length_1229_cov_14.6	ERS11702751-megahit_002
NODE_3007_length_1227_cov_13.1	ERS11702751-megahit_002
NODE_3051_length_1217_cov_12.2	ERS11702751-megahit_002
NODE_3062_length_1212_cov_14.3	ERS11702751-megahit_002
NODE_3079_length_1206_cov_17.0	ERS11702751-megahit_002
NODE_3089_length_1204_cov_13.6	ERS11702751-megahit_002
NODE_3090_length_1204_cov_15.7	ERS11702751-megahit_002
NODE_3145_length_1189_cov_12.4	ERS11702751-megahit_002
NODE_3147_length_1188_cov_13.3	ERS11702751-megahit_002
NODE_3150_length_1188_cov_12.4	ERS11702751-megahit_002
NODE_3152_length_1188_cov_14.6	ERS11702751-megahit_002
NODE_3203_length_1175_cov_15.9	ERS11702751-megahit_002
NODE_3207_length_1174_cov_15.3	ERS11702751-megahit_002
NODE_3247_length_1167_cov_18.6	ERS11702751-megahit_002
NODE_3258_length_1165_cov_16.5	ERS11702751-megahit_002
NODE_3274_length_1162_cov_13.6	ERS11702751-megahit_002
NODE_3277_length_1162_cov_13.3	ERS11702751-megahit_002
NODE_3297_length_1157_cov_14.2	ERS11702751-megahit_002
NODE_3329_length_1150_cov_14.6	ERS11702751-megahit_002
NODE_3363_length_1144_cov_16.4	ERS11702751-megahit_002
NODE_3366_length_1144_cov_15.5	ERS11702751-megahit_002
NODE_3377_length_1142_cov_16.8	ERS11702751-megahit_002
NODE_3395_length_1138_cov_17.2	ERS11702751-megahit_002
NODE_3405_length_1137_cov_16.3	ERS11702751-megahit_002
NODE_3415_length_1135_cov_12.1	ERS11702751-megahit_002
NODE_3428_length_1133_cov_11.7	ERS11702751-megahit_002
NODE_3433_length_1132_cov_13.1	ERS11702751-megahit_002
NODE_3434_length_1131_cov_20.1	ERS11702751-megahit_002
NODE_3443_length_1131_cov_13.8	ERS11702751-megahit_002
NODE_3444_length_1130_cov_16.0	ERS11702751-megahit_002
NODE_3459_length_1127_cov_16.2	ERS11702751-megahit_002
NODE_3489_length_1121_cov_13.8	ERS11702751-megahit_002
NODE_3496_length_1119_cov_13.8	ERS11702751-megahit_002
NODE_3521_length_1115_cov_11.5	ERS11702751-megahit_002
NODE_3534_length_1113_cov_15.3	ERS11702751-megahit_002
NODE_3540_length_1112_cov_11.2	ERS11702751-megahit_002
NODE_3565_length_1106_cov_13.2	ERS11702751-megahit_002
NODE_3570_length_1105_cov_16.5	ERS11702751-megahit_002
NODE_3574_length_1104_cov_15.9	ERS11702751-megahit_002
NODE_3607_length_1098_cov_12.6	ERS11702751-megahit_002
NODE_3608_length_1098_cov_14.0	ERS11702751-megahit_002
NODE_3624_length_1095_cov_14.8	ERS11702751-megahit_002
NODE_3632_length_1093_cov_18.1	ERS11702751-megahit_002
NODE_3636_length_1092_cov_16.6	ERS11702751-megahit_002
NODE_3651_length_1088_cov_14.8	ERS11702751-megahit_002
NODE_3694_length_1080_cov_15.2	ERS11702751-megahit_002
NODE_3731_length_1074_cov_15.3	ERS11702751-megahit_002
NODE_3778_length_1067_cov_13.4	ERS11702751-megahit_002
NODE_3779_length_1067_cov_15.0	ERS11702751-megahit_002
NODE_3805_length_1061_cov_17.1	ERS11702751-megahit_002
NODE_3825_length_1057_cov_11.7	ERS11702751-megahit_002
NODE_3830_length_1057_cov_15.7	ERS11702751-megahit_002
NODE_3841_length_1055_cov_16.0	ERS11702751-megahit_002
NODE_3873_length_1051_cov_15.6	ERS11702751-megahit_002
NODE_3878_length_1050_cov_12.6	ERS11702751-megahit_002
NODE_3880_length_1050_cov_17.2	ERS11702751-megahit_002
NODE_3888_length_1048_cov_14.0	ERS11702751-megahit_002
NODE_3891_length_1048_cov_14.2	ERS11702751-megahit_002
NODE_3907_length_1045_cov_14.6	ERS11702751-megahit_002
NODE_3938_length_1039_cov_14.9	ERS11702751-megahit_002
NODE_3941_length_1038_cov_16.5	ERS11702751-megahit_002
NODE_3959_length_1036_cov_16.1	ERS11702751-megahit_002
NODE_3967_length_1035_cov_14.2	ERS11702751-megahit_002
NODE_3968_length_1034_cov_14.7	ERS11702751-megahit_002
NODE_4034_length_1025_cov_11.0	ERS11702751-megahit_002
NODE_4045_length_1023_cov_15.4	ERS11702751-megahit_002
NODE_4065_length_1021_cov_12.8	ERS11702751-megahit_002
NODE_4069_length_1020_cov_14.6	ERS11702751-megahit_002
NODE_4092_length_1016_cov_12.3	ERS11702751-megahit_002
NODE_4136_length_1009_cov_18.5	ERS11702751-megahit_002
NODE_4140_length_1008_cov_12.9	ERS11702751-megahit_002
NODE_4173_length_1003_cov_14.1	ERS11702751-megahit_002
NODE_4185_length_1001_cov_15.2	ERS11702751-megahit_002
NODE_4191_length_1001_cov_11.1	ERS11702751-megahit_002
NODE_18_length_142965_cov_10.929480	ERS3395768-metaspades_015
NODE_27_length_117206_cov_11.273391	ERS3395768-metaspades_015
NODE_33_length_106131_cov_11.360779	ERS3395768-metaspades_015
NODE_42_length_85675_cov_10.525356	ERS3395768-metaspades_015
NODE_61_length_66811_cov_11.140676	ERS3395768-metaspades_015
NODE_71_length_61029_cov_10.701233	ERS3395768-metaspades_015
NODE_74_length_60414_cov_10.814394	ERS3395768-metaspades_015
NODE_81_length_55523_cov_11.014675	ERS3395768-metaspades_015
NODE_98_length_47674_cov_11.017178	ERS3395768-metaspades_015
NODE_103_length_46343_cov_10.809130	ERS3395768-metaspades_015
NODE_105_length_46111_cov_10.220623	ERS3395768-metaspades_015
NODE_113_length_44468_cov_11.024520	ERS3395768-metaspades_015
NODE_115_length_43132_cov_10.064884	ERS3395768-metaspades_015
NODE_123_length_40166_cov_10.535539	ERS3395768-metaspades_015
NODE_126_length_39471_cov_11.099756	ERS3395768-metaspades_015
NODE_127_length_39371_cov_10.883864	ERS3395768-metaspades_015
NODE_134_length_38061_cov_10.984318	ERS3395768-metaspades_015
NODE_136_length_37913_cov_11.249670	ERS3395768-metaspades_015
NODE_178_length_31734_cov_10.594021	ERS3395768-metaspades_015
NODE_218_length_27420_cov_10.987320	ERS3395768-metaspades_015
NODE_223_length_27048_cov_11.433335	ERS3395768-metaspades_015
NODE_295_length_21555_cov_11.364465	ERS3395768-metaspades_015
NODE_333_length_18918_cov_10.932036	ERS3395768-metaspades_015
NODE_360_length_17912_cov_10.810942	ERS3395768-metaspades_015
NODE_396_length_16744_cov_11.389538	ERS3395768-metaspades_015
NODE_411_length_16227_cov_10.913616	ERS3395768-metaspades_015
NODE_573_length_13066_cov_11.261702	ERS3395768-metaspades_015
NODE_771_length_10678_cov_10.412595	ERS3395768-metaspades_015
NODE_992_length_9116_cov_9.604790	ERS3395768-metaspades_015
NODE_1105_length_8612_cov_10.401893	ERS3395768-metaspades_015
NODE_2361_length_5461_cov_10.398446	ERS3395768-metaspades_015
NODE_4311_length_3787_cov_11.542686	ERS3395768-metaspades_015
NODE_5357_length_3285_cov_9.996285	ERS3395768-metaspades_015
NODE_6729_length_2814_cov_10.357376	ERS3395768-metaspades_015
NODE_1_length_14009_cov_90.5	ERS3774415-megahit_001
NODE_2_length_13844_cov_104.1	ERS3774415-megahit_001
NODE_3_length_12039_cov_102.8	ERS3774415-megahit_001
NODE_4_length_11864_cov_101.1	ERS3774415-megahit_001
NODE_5_length_10788_cov_102.3	ERS3774415-megahit_001
NODE_6_length_10618_cov_102.7	ERS3774415-megahit_001
NODE_11_length_8893_cov_101.6	ERS3774415-megahit_001
NODE_12_length_8298_cov_97.4	ERS3774415-megahit_001
NODE_13_length_8295_cov_94.9	ERS3774415-megahit_001
NODE_15_length_8066_cov_98.6	ERS3774415-megahit_001
NODE_16_length_8057_cov_100.7	ERS3774415-megahit_001
NODE_17_length_7931_cov_103.6	ERS3774415-megahit_001
NODE_18_length_7929_cov_100.5	ERS3774415-megahit_001
NODE_19_length_7745_cov_101.2	ERS3774415-megahit_001
NODE_20_length_7357_cov_105.1	ERS3774415-megahit_001
NODE_22_length_6917_cov_88.8	ERS3774415-megahit_001
NODE_25_length_6790_cov_95.3	ERS3774415-megahit_001
NODE_26_length_6785_cov_93.8	ERS3774415-megahit_001
NODE_27_length_6726_cov_106.4	ERS3774415-megahit_001
NODE_28_length_6645_cov_103.9	ERS3774415-megahit_001
NODE_30_length_6425_cov_95.4	ERS3774415-megahit_001
NODE_31_length_6131_cov_95.4	ERS3774415-megahit_001
NODE_32_length_6131_cov_93.9	ERS3774415-megahit_001
NODE_33_length_6093_cov_104.6	ERS3774415-megahit_001
NODE_34_length_6092_cov_87.4	ERS3774415-megahit_001
NODE_35_length_5948_cov_96.0	ERS3774415-megahit_001
NODE_36_length_5923_cov_92.9	ERS3774415-megahit_001
NODE_37_length_5834_cov_97.2	ERS3774415-megahit_001
NODE_39_length_5795_cov_89.6	ERS3774415-megahit_001
NODE_40_length_5782_cov_94.7	ERS3774415-megahit_001
NODE_42_length_5686_cov_88.0	ERS3774415-megahit_001
NODE_43_length_5685_cov_102.3	ERS3774415-megahit_001
