project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_sample_accession	library_name	strand_type	library_treatment	instrument_model	library_layout	library_strategy	read_count	archive_data_accession	download_links	download_md5s
Mann2018	2018	10.1038/s41598-018-28091-9	Khövsgöl	49.660	99.610	Mongolia	H10	Homo sapiens	4400	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078195	H10_calc	double	none	Illumina HiSeq 2500	PAIRED	WGS	13944283	SRR6877292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877292/SRR6877292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877292/SRR6877292_2.fastq.gz	0a4a5a2861ff6c6b8800af777814ada0;ace83b4d3f6640104fe43efb3d1eceec
Mann2018	2018	10.1038/s41598-018-28091-9	Khövsgöl	49.660	99.610	Mongolia	H10	Homo sapiens	4400	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078189	H10_root	double	none	Illumina HiSeq 2500	PAIRED	WGS	30574553	SRR6877298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877298/SRR6877298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877298/SRR6877298_2.fastq.gz	f162eb377ecca6463428a6f8dd48c492;81de8b55f46ef8fa08d5d8d396ac56b2
Mann2018	2018	10.1038/s41598-018-28091-9	Khövsgöl	49.660	99.610	Mongolia	H24	Homo sapiens	4400	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078181	H24_calc	double	none	Illumina HiSeq 2500	PAIRED	WGS	11681424	SRR6877323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877323/SRR6877323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877323/SRR6877323_2.fastq.gz	d23518fdb614f4238faef0e06962b148;d8afd3faa80c6c1bad145dc91436d450
Mann2018	2018	10.1038/s41598-018-28091-9	Khövsgöl	49.660	99.610	Mongolia	H24	Homo sapiens	4400	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078180	H24_root	double	none	Illumina HiSeq 2500	PAIRED	WGS	33303658	SRR6877306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877306/SRR6877306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877306/SRR6877306_2.fastq.gz	b8e6ba5700e6f2fa1b734a285a31ab05;7f655eded842b7c4a50ca37ee0ed919b
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT01	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078182	AO51	double	none	NextSeq 500	SINGLE	WGS	5702580	SRR6877305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877305/SRR6877305.fastq.gz	ab00addc0c304d6eb5a5113176e9b8be
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT01	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078177	AO15	double	none	NextSeq 500	SINGLE	WGS	5979713	SRR6877309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877309/SRR6877309.fastq.gz	7e31fa9286c458f0a49b276da46c5e71
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT05	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078117	AO55_PE	double	none	NextSeq 500	PAIRED	WGS	11616921	SRR6877370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877370/SRR6877370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877370/SRR6877370_2.fastq.gz	c0ea51d97691964bdf89df2e0ac576e7;54055a9e28343e0126eeb1c0d381e9da
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT05	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078110	AO37_PE	double	none	NextSeq 500	PAIRED	WGS	12017145	SRR6877377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877377/SRR6877377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877377/SRR6877377_2.fastq.gz	670d90c92100dcf1fcedbd660707347e;bfe4f6ddc775c2283fef0e5f735fe2da
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT06	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078111	AO56	double	none	NextSeq 500	SINGLE	WGS	5886164	SRR6877376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877376/SRR6877376.fastq.gz	1ff1a04b7d9ee853dcf4c453d5660d18
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT06	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078112	AO30	double	none	NextSeq 500	SINGLE	WGS	5674209	SRR6877375	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877375/SRR6877375.fastq.gz	fc8b59b3a28fdf7fa9c57909299ade85
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT07	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078113	AO57	double	none	NextSeq 500	SINGLE	WGS	5282583	SRR6877374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877374/SRR6877374.fastq.gz	1259373abeb73da44e98c54c98ab7930
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT08	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078099	AO58_PE	double	none	NextSeq 500	PAIRED	WGS	10485093	SRR6877388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877388/SRR6877388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877388/SRR6877388_2.fastq.gz	9329ad10983e472869ae1cb9800ee365;babda1b87e316d5242c06cc449a31e5c
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT08	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078098	AO10_PE	double	none	NextSeq 500	PAIRED	WGS	10207518	SRR6877389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877389/SRR6877389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877389/SRR6877389_2.fastq.gz	6900cb6224d9c40ce1da858a20908c34;85dfa083d8828b86bc995682545cdade
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT09	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078104	AO59_PE	double	none	NextSeq 500	PAIRED	WGS	10735529	SRR6877384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877384/SRR6877384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877384/SRR6877384_2.fastq.gz	bdd4ed6c6c6454fca51006fc0b4131c1;6e858262e6242298843648db2eaf670f
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT09	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078102	AO44_PE	double	none	NextSeq 500	PAIRED	WGS	15574113	SRR6877385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877385/SRR6877385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877385/SRR6877385_2.fastq.gz	77a691d0f6221a231929d6457b9f8e52;721306397b7f635bd9760438b2038032
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT09	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078103	AO44	double	none	NextSeq 500	SINGLE	WGS	6612577	SRR6877383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877383/SRR6877383.fastq.gz	731dd3c662009981713e4a439873fbf4
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT13	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078137	AO63_PE	double	none	NextSeq 500	PAIRED	WGS	13490438	SRR6877350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877350/SRR6877350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877350/SRR6877350_2.fastq.gz	ce7744a210928f5c1adf71fc0d6319e3;c25d01234b6f919901eee6ddf8519ad1
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT13	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078135	AO9_PE	double	none	NextSeq 500	PAIRED	WGS	16905841	SRR6877353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877353/SRR6877353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877353/SRR6877353_2.fastq.gz	cbb8a0b45808cdead5eed7c64ea34d6f;77a566ec43e584765803d91ddaa47619
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT13	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078136	AO9	double	none	NextSeq 500	SINGLE	WGS	5947000	SRR6877351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877351/SRR6877351.fastq.gz	34935141726fad0f83eb10cc002cfbd3
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT14	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078129	AO64_PE	double	none	NextSeq 500	PAIRED	WGS	10091518	SRR6877358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877358/SRR6877358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877358/SRR6877358_2.fastq.gz	1e1ed955d386bb210b69eb6b3a159075;022ff6c6a5de0d9dfb620317a28b7856
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT14	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078121	AO25_PE	double	none	NextSeq 500	PAIRED	WGS	10606192	SRR6877366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877366/SRR6877366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877366/SRR6877366_2.fastq.gz	ceb1d9195640041dcfabda6119a72129;ca57c09903cd5147776aac87dc4b22aa
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT14	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078128	AO25	double	none	NextSeq 500	SINGLE	WGS	6173417	SRR6877359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877359/SRR6877359.fastq.gz	61a9b1a11d97c70b68c9578f77541607
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT15	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078120	AO65	double	none	NextSeq 500	SINGLE	WGS	7618554	SRR6877367	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877367/SRR6877367.fastq.gz	792d669b1bcbb6fb5a0ce0cd6ddf8f4d
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT17	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078127	AO46	double	none	NextSeq 500	SINGLE	WGS	6213480	SRR6877360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877360/SRR6877360.fastq.gz	a4455c2628e5ce2e9b867b799655ca07
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT18	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078126	AO68	double	none	NextSeq 500	SINGLE	WGS	5737309	SRR6877361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877361/SRR6877361.fastq.gz	244acf73a90fcdb3d38aa6551a5a4333
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT19	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078118	AO69	double	none	NextSeq 500	SINGLE	WGS	7054607	SRR6877369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877369/SRR6877369.fastq.gz	54aaa3de02f15fcc5af98d5d539cc538
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT20	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078148	AO70	double	none	NextSeq 500	SINGLE	WGS	7403326	SRR6877338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877338/SRR6877338.fastq.gz	ca9d12d0ae320876ebe334de5cfa4700
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT23	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078155	AO73	double	none	NextSeq 500	SINGLE	WGS	6802200	SRR6877332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877332/SRR6877332.fastq.gz	251daa6344b53c83efe0d5902a2ccc7d
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT24	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078156	AO74	double	none	NextSeq 500	SINGLE	WGS	6478560	SRR6877330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877330/SRR6877330.fastq.gz	b356c3455c22edc656aec9f7c55f8ece
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT24	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078146	AO74_PE	double	none	NextSeq 500	PAIRED	WGS	14648490	SRR6877342	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877342/SRR6877342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877342/SRR6877342_2.fastq.gz	d6ae51f04ca14668307321f8b4e19020;0e19a19da94f59b4e21c5f6639271e08
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT24	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078143	AO31_PE	double	none	NextSeq 500	PAIRED	WGS	12565199	SRR6877343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877343/SRR6877343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877343/SRR6877343_2.fastq.gz	10f459e3b26dde6d08ea01cf40fd1f99;48a5ef303f4af334695d01d8ca1b51d6
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT24	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078157	AO31	double	none	NextSeq 500	SINGLE	WGS	5748119	SRR6877329	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877329/SRR6877329.fastq.gz	670820d9e6d1fdd09a26c146cb20719b
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT25	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078197	AO75	double	none	NextSeq 500	SINGLE	WGS	5428976	SRR6877344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877344/SRR6877344.fastq.gz	bf038f86762433da9fe7de39f82f562f
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT25	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078141	AO75_PE	double	none	NextSeq 500	PAIRED	WGS	12000822	SRR6877346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877346/SRR6877346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877346/SRR6877346_2.fastq.gz	67a3962596fb36e14d58a0d20d248d6b;1ff199b39acbb531cfc2b1b202f3db86
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT25	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078140	AO11_PE	double	none	NextSeq 500	PAIRED	WGS	9730011	SRR6877347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877347/SRR6877347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877347/SRR6877347_2.fastq.gz	652f9d67ff6909802515e2bbcf709c92;01553571cfff9adf1f55483440185947
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT26	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078139	AO76	double	none	NextSeq 500	SINGLE	WGS	5775371	SRR6877348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877348/SRR6877348.fastq.gz	bbccf416533786de2eeabbecf0c3c44a
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT26	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078145	AO76_PE	double	none	NextSeq 500	PAIRED	WGS	13119609	SRR6877340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877340/SRR6877340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877340/SRR6877340_2.fastq.gz	4a5a275d7ad0824ee926e8d64b7fb849;7bb58f66547128eecf8bb9ab558b6578
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT26	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078144	AO45_PE	double	none	NextSeq 500	PAIRED	WGS	10788851	SRR6877341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877341/SRR6877341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877341/SRR6877341_2.fastq.gz	c404bee87ecf0693df99be364be1d717;9ca6954029ca7bf069ffbbb32a9aa282
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT26	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078138	AO45	double	none	NextSeq 500	SINGLE	WGS	5034345	SRR6877349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877349/SRR6877349.fastq.gz	4fa6802345d08d01483c36a2188b9ddc
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT27	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078094	AO41	double	none	NextSeq 500	SINGLE	WGS	5703823	SRR6877394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877394/SRR6877394.fastq.gz	460011154fbccdf60bddf9e11f662f14
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078091	AO78	double	none	NextSeq 500	SINGLE	WGS	5201864	SRR6877397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877397/SRR6877397.fastq.gz	ec9d5ff45bbb3aac6e9a57be9390a00d
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078089	AO78_PE	double	none	NextSeq 500	PAIRED	WGS	12535615	SRR6877399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877399/SRR6877399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877399/SRR6877399_2.fastq.gz	4cabbf44fd2de49a8bdd93a7fa96396b;cdb002f0655aa4f8f4c1a27f5c2dd12b
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078090	AO33_PE	double	none	NextSeq 500	PAIRED	WGS	13181363	SRR6877398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877398/SRR6877398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877398/SRR6877398_2.fastq.gz	097020ad3adb73b506daf2eb81becfad;b8b8e55d3b2bfecf583380dacb8a3a0a
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078092	AO33	double	none	NextSeq 500	SINGLE	WGS	5387360	SRR6877396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877396/SRR6877396.fastq.gz	eef2546d51dbc8ac7feac76889c03780
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078087	AO79	double	none	NextSeq 500	SINGLE	WGS	6061552	SRR6877401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877401/SRR6877401.fastq.gz	259b3cc9c83c36f85a5d6cfcd6642645
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078085	AO79_PE	double	none	NextSeq 500	PAIRED	WGS	13032739	SRR6877403	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877403/SRR6877403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877403/SRR6877403_2.fastq.gz	15718543b80e06af8cb77f7b9c556d84;13cbb9c50d7b3b7b059b667b598106d7
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078086	AO24_PE	double	none	NextSeq 500	PAIRED	WGS	13404552	SRR6877402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877402/SRR6877402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877402/SRR6877402_2.fastq.gz	5238cd7d3e57ed79ac3d7e0904602e88;417e4e32fe0d9439bd907d18d1360431
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078088	AO24	double	none	NextSeq 500	SINGLE	WGS	6729054	SRR6877400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877400/SRR6877400.fastq.gz	f6797c170ccc674c6ca03e4f0b38859f
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT30	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078190	AO28	double	none	NextSeq 500	SINGLE	WGS	5027319	SRR6877295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877295/SRR6877295.fastq.gz	2525ffe702f39f2f0bacd09e9db32260
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT31	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078158	AO81	double	none	NextSeq 500	SINGLE	WGS	9355963	SRR6877328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877328/SRR6877328.fastq.gz	e2509608fab6daa82269e73c9991624d
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT31	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078147	AO81_PE	double	none	NextSeq 500	PAIRED	WGS	19085955	SRR6877339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877339/SRR6877339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877339/SRR6877339_2.fastq.gz	fbc7713f96dedb02f007a25500cdcda3;7344a5f5c7d7d5b188052c02c4bddccc
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT31	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078188	AO18_PE	double	none	NextSeq 500	PAIRED	WGS	11597239	SRR6877299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877299/SRR6877299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877299/SRR6877299_2.fastq.gz	9c1c4aee2993e9c2f18b8a06e779306d;8fdacb93c5748b65ead23b0de98546df
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT31	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	PRJNA445215	SRS3078194	AO18	double	none	NextSeq 500	SINGLE	WGS	5168663	SRR6877293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877293/SRR6877293.fastq.gz	15d57b1f38e0dbf1533f4f87a3f92935
