project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_sample_accession	archive_project	library_name	strand_type	library_treatment	instrument_model	library_layout	library_strategy	read_count	archive_data_accession	download_links	download_md5s
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME002.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774378	PRJEB34569	OME002.A0101	double	none	NextSeq 500	PAIRED	WGS	13757101.0	ERR3579792	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579792/ERR3579792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579792/ERR3579792_2.fastq.gz	dba1029ca76e674d667209331baa93c6;f7fb4a1d866f206b64b89c14a9518ed5
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME002.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774378	PRJEB34569	OME002.A0102.SG1.1	double	full-udg	NextSeq 500	PAIRED	WGS	72745022.0	ERR3579793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579793/ERR3579793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579793/ERR3579793_2.fastq.gz	6c7db2cfcbc7fc97d57d0f77e3304594;3f18645c80292c68f05a80976d8b43d8
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME003.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774379	PRJEB34569	OME003.A0101	double	none	NextSeq 500	PAIRED	WGS	13386028.0	ERR3579794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579794/ERR3579794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579794/ERR3579794_2.fastq.gz	3503f84c0d4de09623b0016de0a78aff;b419512eacd0016867c90f871ccc7707
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME003.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774379	PRJEB34569	OME003.A0102.SG1.1	double	full-udg	NextSeq 500	PAIRED	WGS	83043597.0	ERR3579795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3579795/ERR3579795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3579795/ERR3579795_2.fastq.gz	7d557d4e99c1b869ae1e8e55f40a31d2;bc50f1b820e58712f1188d3d5858791d
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME005.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774380	PRJEB34569	OME005.A0101	double	none	NextSeq 500	PAIRED	WGS	8694068.0	ERR3579796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579796/ERR3579796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579796/ERR3579796_2.fastq.gz	aa6d3f9b986a4efe7b8769dbdbcdd454;ea3e1df7b205d3bdbc80cd4edb02fa91
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME005.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774380	PRJEB34569	OME005.A0102.SG1.1	double	full-udg	NextSeq 500	PAIRED	WGS	148262734.0	ERR3579797	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579797/ERR3579797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579797/ERR3579797_2.fastq.gz	61d2b2f72f55d173bf4f13685c06cc9c;dca7acc2ad4ee0e30f3f2701a2a00145
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME007.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774381	PRJEB34569	OME007.A0101	double	none	NextSeq 500	PAIRED	WGS	10574022.0	ERR3579798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579798/ERR3579798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579798/ERR3579798_2.fastq.gz	9564e787aa39f0ac9c0d9abb203a5656;bd20d8b4cbb5ac8bda3492adeba08b35
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME009.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774382	PRJEB34569	OME009.A0101	double	none	NextSeq 500	PAIRED	WGS	6757723.0	ERR3579799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579799/ERR3579799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579799/ERR3579799_2.fastq.gz	0144a608c633ed453ebec71344b5bcc3;d1b71c944b4f13ef4b696861c1b7e401
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Karisimbi	-1.5	29.45	Democratic Republic of the Congo	MTK001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774383	PRJEB34569	MTK001.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3778311.0	ERR3579679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579679/ERR3579679.fastq.gz	4e2f06deb4bfad6e344f1fda4b233e8c
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Karisimbi	-1.5	29.45	Democratic Republic of the Congo	MTK001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774383	PRJEB34569	MTK001.A0101	double	none	NextSeq 500	PAIRED	WGS	4699735.0	ERR3678178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/008/ERR3678178/ERR3678178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/008/ERR3678178/ERR3678178_2.fastq.gz	e80760f83d9e4d03a8a8f92b1021ed79;e6a4844477120367a545f73601befadf
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774384	PRJEB34569	MTM001.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	4121365.0	ERR3579776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579776/ERR3579776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579776/ERR3579776_2.fastq.gz	ef52324e1fb22ac52fbd0e53d171a559;4647af4ae0267d69e03998067f7a227e
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM002.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774385	PRJEB34569	MTM002.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	3025310.0	ERR3579777	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579777/ERR3579777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579777/ERR3579777_2.fastq.gz	ebbd873aa29863349faebf93d94123fd;02ed45ef7424be5a74034bfda2852bc3
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774386	PRJEB34569	MTM003.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	15243084.0	ERR3579680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579680/ERR3579680.fastq.gz	4ae4682db213d9323d0ed3494e757d74
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774386	PRJEB34569	MTM003.A0101	double	none	NextSeq 500	PAIRED	WGS	21142596.0	ERR3678179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/009/ERR3678179/ERR3678179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/009/ERR3678179/ERR3678179_2.fastq.gz	f56e2927d0a54d8d08ac2f98e5e857bd;7c7cd686cf56b02fcc55bc834187e044
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM004.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774387	PRJEB34569	MTM004.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	4623046.0	ERR3579778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579778/ERR3579778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579778/ERR3579778_2.fastq.gz	a27e5ffa6088dc809be6f4256ab98e1e;9484ce45bfa680546bb3bb2389016088
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM005.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774388	PRJEB34569	MTM005.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	3560157.0	ERR3579779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579779/ERR3579779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579779/ERR3579779_2.fastq.gz	10f0daff900c9d1d6918004e838c822c;ba30e900190e824539a6fddf2fcee896
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM006.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774389	PRJEB34569	MTM006.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	7335824.0	ERR3579780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579780/ERR3579780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579780/ERR3579780_2.fastq.gz	ab5aa9807bb81b57039bd02cf799e792;0ba510498ba5a18e728bf77702379e27
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM008.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774390	PRJEB34569	MTM008.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	5346234.0	ERR3579781	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579781/ERR3579781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579781/ERR3579781_2.fastq.gz	51995b43b850c886a69fe60a38d00ff5;0eca85191c841adc5fc80a2e6fc1fd7a
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM009.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774391	PRJEB34569	MTM009.A0101	double	none	Illumina HiSeq 4000	PAIRED	WGS	2596734.0	ERR3579782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579782/ERR3579782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579782/ERR3579782_2.fastq.gz	f1706babfab421f7c72d5cc40575f488;5b3130a0f86c461c42d3d8a9e7e640eb
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM009.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774391	PRJEB34569	MTM009.A0102	double	full-udg	NextSeq 500	PAIRED	WGS	178258886.0	ERR3579783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579783/ERR3579783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579783/ERR3579783_2.fastq.gz	807d9806f6db0255205186767f09875e;67cc284105e2f447f49e7ab94ef17da3
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM009.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774391	PRJEB34569	MTM009.A0102	double	full-udg	NextSeq 500	PAIRED	WGS	11810654.0	ERR3906046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3906046/ERR3906046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3906046/ERR3906046_2.fastq.gz	98b620bd8fe45f1b770945c1386c0142;976f5daf2df190bbee683382ad741cba
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM011.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774392	PRJEB34569	MTM011.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3602979.0	ERR3579682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579682/ERR3579682.fastq.gz	9b30c48575f99693a975546b0186457a
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM011.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774392	PRJEB34569	MTM011.A0101	double	none	NextSeq 500	PAIRED	WGS	4632094.0	ERR3678181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/001/ERR3678181/ERR3678181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/001/ERR3678181/ERR3678181_2.fastq.gz	70bb4a857f2203161889fa05774c9863;49c2b393e9433c16e282b5e28908ec57
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM012.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774393	PRJEB34569	MTM012.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	4713268.0	ERR3579683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579683/ERR3579683.fastq.gz	79bbdace0536836e60b2898684d662e9
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM012.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774393	PRJEB34569	MTM012.A0101	double	none	NextSeq 500	PAIRED	WGS	6882063.0	ERR3678182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/002/ERR3678182/ERR3678182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/002/ERR3678182/ERR3678182_2.fastq.gz	8116cd69212773cdf077085b486127eb;303f6093a1ee9ec26946035a8c9aa932
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM013.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774394	PRJEB34569	MTM013.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3428641.0	ERR3579684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579684/ERR3579684.fastq.gz	7152ba3d0026c265e19df342c0452740
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM013.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774394	PRJEB34569	MTM013.A0101	double	none	NextSeq 500	PAIRED	WGS	4599951.0	ERR3678183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/003/ERR3678183/ERR3678183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/003/ERR3678183/ERR3678183_2.fastq.gz	52e29388d2589675429ad41ce1ead097;c26a0006e64d77959753d9dc54bcdc87
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774395	PRJEB34569	MTS001.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3237389.0	ERR3579685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3579685/ERR3579685.fastq.gz	0ea6f2f482eef32ddbe8c5e03693ad80
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774395	PRJEB34569	MTS001.A0101	double	none	NextSeq 500	PAIRED	WGS	4197747.0	ERR3678184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/004/ERR3678184/ERR3678184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/004/ERR3678184/ERR3678184_2.fastq.gz	ab16e8e735bfbc019edfb0d50fc11965;21ad92381033f577ff7a0d50ab2cb8ea
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS002.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774396	PRJEB34569	MTS002.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	4366891.0	ERR3579686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579686/ERR3579686.fastq.gz	7fd96d3294e92a992070d4c9fed0e1ee
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS002.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774396	PRJEB34569	MTS002.A0101	double	none	NextSeq 500	PAIRED	WGS	5820041.0	ERR3678185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/005/ERR3678185/ERR3678185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/005/ERR3678185/ERR3678185_2.fastq.gz	1e2f50f661ce959cde58713c5ff85d05;f4061a6ac2832a164d52204f746172b8
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774397	PRJEB34569	MTS003.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3209482.0	ERR3579687	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579687/ERR3579687.fastq.gz	941972ac4e663bb89c4b96f7983c0dc9
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774397	PRJEB34569	MTS003.A0101	double	none	NextSeq 500	PAIRED	WGS	4704980.0	ERR3678186	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/006/ERR3678186/ERR3678186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/006/ERR3678186/ERR3678186_2.fastq.gz	742cf6c7567518ff2c60240b5d962695;d330178ef7f92d26213a3be9249d8a07
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM010.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774398	PRJEB34569	MTM010.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3999181.0	ERR3579681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579681/ERR3579681.fastq.gz	72288f1096c6762b7331e0a5962ee02f
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM010.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774398	PRJEB34569	MTM010.A0101	double	none	NextSeq 500	PAIRED	WGS	5863584.0	ERR3678180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/000/ERR3678180/ERR3678180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/000/ERR3678180/ERR3678180_2.fastq.gz	07979ccf3ccb68543c3474757778611c;9f663fa07b974aca97db2377bd9cdab4
FellowsYates2021	2021	10.1073/pnas.2021655118	Abong Mbong	3.98	13.18	Cameroon	ABM006.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774399	PRJEB34569	ABM006.A0101	double	none	NextSeq 500	PAIRED	WGS	10520358.0	ERR3579699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579699/ERR3579699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579699/ERR3579699_2.fastq.gz	c8e98d8f4ce4bf06aa3345e1382f2e76;169c0c2894f74945a5e22966edbd60b8
FellowsYates2021	2021	10.1073/pnas.2021655118	Djaposten	3.41	13.53	Cameroon	DJA002.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774400	PRJEB34569	DJA002.A0101	double	none	NextSeq 500	PAIRED	WGS	15059172.0	ERR3579713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579713/ERR3579713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579713/ERR3579713_2.fastq.gz	fb219e8065a3e449346af51438ac401d;d9dbc19c56ae644f715d9a58c2ecb813
FellowsYates2021	2021	10.1073/pnas.2021655118	Djaposten	3.41	13.53	Cameroon	DJA002.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774400	PRJEB34569	DJA002.A0102.SG1.1	double	full-udg	NextSeq 500	PAIRED	WGS	72709629.0	ERR3579714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579714/ERR3579714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579714/ERR3579714_2.fastq.gz	aeaf42ffa78907bfd8f636d8885e69a4;1ac8d9cd0933087a8b7d29ed7e979046
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO001.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774401	PRJEB34569	EBO001.A0101	double	none	NextSeq 500	PAIRED	WGS	21728332.0	ERR3579721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579721/ERR3579721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579721/ERR3579721_2.fastq.gz	2d3834d06ed0b764f7db6a2220517814;51f8eeeee3576bbbd2e455331efb914a
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO003.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774402	PRJEB34569	EBO003.A0101	double	none	NextSeq 500	PAIRED	WGS	26417324.0	ERR3579722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579722/ERR3579722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579722/ERR3579722_2.fastq.gz	deff3ef923def5f0918a3d2b299db3a1;5d212c6b960e8fdf05ddc5a861473363
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO003.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774402	PRJEB34569	EBO003.A0102.SG1.1	double	full-udg	NextSeq 500	PAIRED	WGS	81527100.0	ERR3579723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579723/ERR3579723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579723/ERR3579723_2.fastq.gz	e4f59fef00b295347d5c734f9372ad10;fe7f5d043fed35edff97b23eaaea7e91
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified			Democratic Republic of the Congo	GDC002.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774403	PRJEB34569	GDC002.A0101	double	none	NextSeq 500	PAIRED	WGS	14417587.0	ERR3579749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579749/ERR3579749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579749/ERR3579749_2.fastq.gz	5a8f698ce0aeec76705cacad790f0e0b;33aec0d497d70a56a3e0a98f2f6ea40d
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified			Democratic Republic of the Congo	GDC004.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774404	PRJEB34569	GDC004.A0101	double	none	NextSeq 500	PAIRED	WGS	13695715.0	ERR3579750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579750/ERR3579750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579750/ERR3579750_2.fastq.gz	d523ea3f429d8dbd2e16af6c44a8a816;f15f6d6aadcdb5091ffe2dd11ac95677
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified			Democratic Republic of the Congo	GDC005.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774405	PRJEB34569	GDC005.A0101	double	none	NextSeq 500	PAIRED	WGS	14950589.0	ERR3579751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579751/ERR3579751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3579751/ERR3579751_2.fastq.gz	afed9beeaa5f75b65ac2d34132e08198;edd01d8b8af0728311a02c08fd26e551
FellowsYates2021	2021	10.1073/pnas.2021655118	Lubero	1.45	25.27	Democratic Republic of the Congo	LOB001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774406	PRJEB34569	LOB001.A0101	double	none	Illumina HiSeq 4000	SINGLE	WGS	3766065.0	ERR3579676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579676/ERR3579676.fastq.gz	4a48dec7d6cd5eef789a7e70bfcc734b
FellowsYates2021	2021	10.1073/pnas.2021655118	Lubero	1.45	25.27	Democratic Republic of the Congo	LOB001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	ERS3774406	PRJEB34569	LOB001.A0101	double	none	NextSeq 500	PAIRED	WGS	5268430.0	ERR3678175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/005/ERR3678175/ERR3678175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR367/005/ERR3678175/ERR3678175_2.fastq.gz	afc9f65d308cc8c61eb99a6bed42e186;e8a77f6421f659cb00f058f046438904
