project_name	publication_year	run_accession	study_accession	sample_alias	secondary_sample_accession	library_layout	fastq_ftp	fastq_md5	tax_id	instrument_model	read_count
Pedro2022	2022	ERR10228855	PRJEB54966	PNG129	ERS12516962	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/055/ERR10228855/ERR10228855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/055/ERR10228855/ERR10228855_2.fastq.gz	a186996e9e2068e146581cc9cb41ca5e;008cd663e37a261d68b9e845e7ce156d	256318	HiSeq X Five	126360586
Pedro2022	2022	ERR10228856	PRJEB54966	PNG130	ERS12516963	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/056/ERR10228856/ERR10228856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/056/ERR10228856/ERR10228856_2.fastq.gz	8c0b19e761dcd994d12bf6c6e82bf1e3;7430cf6cf307a4b159bd623822041371	256318	HiSeq X Five	46826974
Pedro2022	2022	ERR10228857	PRJEB54966	PNG131	ERS12516964	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/057/ERR10228857/ERR10228857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/057/ERR10228857/ERR10228857_2.fastq.gz	16e0f44c8946f481eecd51cb3e32a7d9;e216999476c6338d2efb657db1b82a93	256318	HiSeq X Five	105698134
Pedro2022	2022	ERR10228858	PRJEB54966	PNG132	ERS12516965	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/058/ERR10228858/ERR10228858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/058/ERR10228858/ERR10228858_2.fastq.gz	1bd43e841ee6afa4f13623b2c1389521;b5916d09b875205aa2efd8f38aa5dc2c	256318	HiSeq X Five	7701564
Pedro2022	2022	ERR10228859	PRJEB54966	PNG228	ERS12516966	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/059/ERR10228859/ERR10228859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/059/ERR10228859/ERR10228859_2.fastq.gz	556f0e25b76d22096f9b366db5a34d79;e7ccf1741a30110c64fbae4f1b250803	256318	HiSeq X Five	12396334
Pedro2022	2022	ERR10228860	PRJEB54966	PNG234	ERS12516967	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/060/ERR10228860/ERR10228860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/060/ERR10228860/ERR10228860_2.fastq.gz	57fdf0d0e4bafef8f036104f499985ed;9228425535bbdb49b6f2b9a21879ce31	256318	HiSeq X Five	38046292
Pedro2022	2022	ERR10228861	PRJEB54966	PNG235	ERS12516968	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/061/ERR10228861/ERR10228861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/061/ERR10228861/ERR10228861_2.fastq.gz	c9b709229fc10bb4c4a0586f87a7193f;04f64479293bddca71ad9b1c806ac83e	256318	HiSeq X Five	49577880
Pedro2022	2022	ERR10228862	PRJEB54966	PNG239	ERS12516969	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/062/ERR10228862/ERR10228862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/062/ERR10228862/ERR10228862_2.fastq.gz	c23aa169dcef8eee320d1f6ff28f15ed;db4dd75df31036c8037ec64bc75c9361	256318	HiSeq X Five	13148568
Pedro2022	2022	ERR10228863	PRJEB54966	PNG511	ERS12516970	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/063/ERR10228863/ERR10228863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/063/ERR10228863/ERR10228863_2.fastq.gz	5cf690889cff4973730162be3ca604a9;0a177c2d796f7308e4587955ef403c8d	256318	HiSeq X Five	136008536
Pedro2022	2022	ERR10228864	PRJEB54966	PNG513	ERS12516971	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/064/ERR10228864/ERR10228864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/064/ERR10228864/ERR10228864_2.fastq.gz	d9c182ebce8cb389ff3ca54d033c0b8a;3e62294810667b08436f2da4c0a34ea6	256318	HiSeq X Five	5999246
Pedro2022	2022	ERR10228865	PRJEB54966	PNG515	ERS12516972	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/065/ERR10228865/ERR10228865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/065/ERR10228865/ERR10228865_2.fastq.gz	664306ec7d6683587c0054032244d597;b18b54e4bee50c9eae39efccfc9974ca	256318	HiSeq X Five	7418746
Pedro2022	2022	ERR10228866	PRJEB54966	PNG517	ERS12516973	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/066/ERR10228866/ERR10228866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/066/ERR10228866/ERR10228866_2.fastq.gz	078bb213421342e861bb83b7ffeaf4f0;1a70cfc59af316169ec25778a46109af	256318	HiSeq X Five	32848240
Pedro2022	2022	ERR10228867	PRJEB54966	PNG518	ERS12516974	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/067/ERR10228867/ERR10228867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/067/ERR10228867/ERR10228867_2.fastq.gz	ae6fb4fb983f115687f11621489d4f99;c30a5135bd9ffcc8a112270adf1e5f15	256318	HiSeq X Five	27586182
Pedro2022	2022	ERR10228868	PRJEB54966	PNG519	ERS12516975	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/068/ERR10228868/ERR10228868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/068/ERR10228868/ERR10228868_2.fastq.gz	dbc4041e78f1e72b4f8497464f928bc2;0323f9b469beeb6f5358902bbf182861	256318	HiSeq X Five	22798092
Pedro2022	2022	ERR10228869	PRJEB54966	PNG521	ERS12516976	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/069/ERR10228869/ERR10228869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/069/ERR10228869/ERR10228869_2.fastq.gz	f4acf7ed45911cef480b1b9cfdd18318;2534e2ea79bbaee666de6b5a1bb4d09e	256318	HiSeq X Five	30385442
Pedro2022	2022	ERR10228870	PRJEB54966	PNG523	ERS12516977	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/070/ERR10228870/ERR10228870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/070/ERR10228870/ERR10228870_2.fastq.gz	b6cce5be99c32fb6a3f66d1d380d59a6;8cac55259fdf6a26646fafbfc46ac909	256318	HiSeq X Five	21811076
Pedro2022	2022	ERR10228871	PRJEB54966	PNG524	ERS12516978	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/071/ERR10228871/ERR10228871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/071/ERR10228871/ERR10228871_2.fastq.gz	e5fce007b7db5cfb2377e0e83952cc18;2e79187add566eeceba27a9403942a03	256318	HiSeq X Five	64871806
Pedro2022	2022	ERR10228872	PRJEB54966	PNG526	ERS12516979	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/072/ERR10228872/ERR10228872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/072/ERR10228872/ERR10228872_2.fastq.gz	d5dc3fc131fe5336ce2a3cf76b375a72;218ed8dd11265f188546dff8aff64685	256318	HiSeq X Five	21322230
Pedro2022	2022	ERR10228873	PRJEB54966	PNG527	ERS12516980	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/073/ERR10228873/ERR10228873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/073/ERR10228873/ERR10228873_2.fastq.gz	c325284793a121b7b3878ad936241d4c;41bd3a5deb2ce9f4948c6e52d9bfca17	256318	HiSeq X Five	58288008
Pedro2022	2022	ERR10228874	PRJEB54966	PNG529	ERS12516981	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/074/ERR10228874/ERR10228874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/074/ERR10228874/ERR10228874_2.fastq.gz	73d050d16c6a6069cf0eb4ef8a29a31a;44d65daf5c4ecd6af866d08cf41ef55b	256318	HiSeq X Five	52817086
Pedro2022	2022	ERR10228875	PRJEB54966	PNG531	ERS12516982	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/075/ERR10228875/ERR10228875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/075/ERR10228875/ERR10228875_2.fastq.gz	10e87e4cc8b6f6fcc2ca7081a7adc522;e018e7636dc5fd20b75a8ea99e75052c	256318	HiSeq X Five	18324616
Pedro2022	2022	ERR10228876	PRJEB54966	PNG532	ERS12516983	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/076/ERR10228876/ERR10228876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/076/ERR10228876/ERR10228876_2.fastq.gz	11081c6a74a5046ff57b8850b1d5d2af;11f4fc04c52e0a23d214e92d6d0eb27a	256318	HiSeq X Five	54661598
Pedro2022	2022	ERR10228877	PRJEB54966	PNG535	ERS12516984	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/077/ERR10228877/ERR10228877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/077/ERR10228877/ERR10228877_2.fastq.gz	9585b697a847d2c253f6f70a7109e2d7;dd2a38df3ead82110f347d83d9bf9ed4	256318	HiSeq X Five	5104406
Pedro2022	2022	ERR10228878	PRJEB54966	PNG538	ERS12516985	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/078/ERR10228878/ERR10228878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/078/ERR10228878/ERR10228878_2.fastq.gz	c2cb2c44cb48fb1998a7a51e2822d6e2;f8972ef7474e1770f1d4e05ee3c4d275	256318	HiSeq X Five	25330156
Pedro2022	2022	ERR10228879	PRJEB54966	PNG540	ERS12516986	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/079/ERR10228879/ERR10228879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/079/ERR10228879/ERR10228879_2.fastq.gz	72d51b77a96cbf491638a8b1d330dc4f;39ef6b4fdfbe76f00a91b583e0ac02b7	256318	HiSeq X Five	13551556
Pedro2022	2022	ERR10228880	PRJEB54966	PNG541	ERS12516987	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/080/ERR10228880/ERR10228880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/080/ERR10228880/ERR10228880_2.fastq.gz	bc0409d149f15fe4665c9bba2c962be8;1feb378bb265922cccec2f500cd7540b	256318	HiSeq X Five	15493654
Pedro2022	2022	ERR10228881	PRJEB54966	PNG10	ERS12516988	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/081/ERR10228881/ERR10228881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/081/ERR10228881/ERR10228881_2.fastq.gz	f4337887eb72da7ebe63a908324570e6;2c4b4b4c1faa45e5f27812f972998757	256318	HiSeq X Five	31293870
Pedro2022	2022	ERR10228882	PRJEB54966	PNG100	ERS12516989	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/082/ERR10228882/ERR10228882.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/082/ERR10228882/ERR10228882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/082/ERR10228882/ERR10228882_2.fastq.gz	fb37df849a792b7cf700ee9ee6d89789;effcc6c384e819af9aac5a7ee38ea4d9;97b848eda94eedac2dd682503ee05278	256318	HiSeq X Five	33687822
Pedro2022	2022	ERR10228883	PRJEB54966	PNG101	ERS12516990	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/083/ERR10228883/ERR10228883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/083/ERR10228883/ERR10228883_2.fastq.gz	c3e32341732059a5edc27cdfcce33595;5fd56db87bf015dea720f17eb4cf4f51	256318	HiSeq X Five	57688206
Pedro2022	2022	ERR10228884	PRJEB54966	PNG220	ERS12516991	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/084/ERR10228884/ERR10228884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/084/ERR10228884/ERR10228884_2.fastq.gz	7cd65f484bf58636f20e60171d67407c;a86e3112cb4b0b53025dc24d643c19e5	256318	HiSeq X Five	18095854
Pedro2022	2022	ERR10228885	PRJEB54966	PNG436	ERS12516992	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/085/ERR10228885/ERR10228885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/085/ERR10228885/ERR10228885_2.fastq.gz	85b04989792a92b1776101959de29cca;181554ca934a675f216a91ff418b56b1	256318	HiSeq X Five	51295898
Pedro2022	2022	ERR10228886	PRJEB54966	PNG45	ERS12516993	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/086/ERR10228886/ERR10228886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/086/ERR10228886/ERR10228886_2.fastq.gz	937eadf5e0feca1e183d24abe2528cf6;e1bd44e8cb5d39f481e24f078fcbbb69	256318	HiSeq X Five	68918096
Pedro2022	2022	ERR10228887	PRJEB54966	PNG50	ERS12516994	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/087/ERR10228887/ERR10228887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/087/ERR10228887/ERR10228887_2.fastq.gz	bc66f81bbc33591d349dfbedd76488d4;20787fccfeb1f95b188e171c836619f0	256318	HiSeq X Five	41236570
